Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"728,034","(+/-11,495)"
Sex and Age,Male,"363,720","(+/-8,478)"
Sex and Age,Female,"364,314","(+/-8,099)"
Sex and Age,Under 5 years,"33,443","(+/-3,691)"
Sex and Age,5 to 9 years,"39,033","(+/-4,060)"
Sex and Age,10 to 14 years,"43,106","(+/-4,000)"
Sex and Age,15 to 19 years,"41,932","(+/-4,255)"
Sex and Age,20 to 24 years,"42,187","(+/-3,826)"
Sex and Age,25 to 34 years,"89,041","(+/-6,392)"
Sex and Age,35 to 44 years,"93,437","(+/-5,440)"
Sex and Age,45 to 54 years,"86,603","(+/-4,740)"
Sex and Age,55 to 59 years,"52,538","(+/-4,085)"
Sex and Age,60 to 64 years,"55,245","(+/-4,994)"
Sex and Age,65 to 74 years,"87,340","(+/-4,149)"
Sex and Age,75 to 84 years,"47,163","(+/-3,744)"
Sex and Age,85 years and over,"16,966","(+/-2,268)"
Sex and Age,Median age (years),43.1,(+/-0.9)
Sex and Age,18 years and over,"584,285","(+/-8,889)"
Sex and Age,65 years and over,"151,469","(+/-6,162)"
Race,Total population,"728,034","(+/-11,495)"
Race,One race,"631,176","(+/-14,102)"
Race,White,"470,502","(+/-14,137)"
Race,Black or African American,"70,508","(+/-8,565)"
Race,American Indian and Alaska Native,"1,398",(+/-958)
Race,Asian,"29,496","(+/-4,164)"
Race,Native Hawaiian and Other Pacific Islander,134,(+/-210)
Race,Some other race,"59,138","(+/-8,699)"
Race,Two or more races,"96,858","(+/-9,388)"
Hispanic or Latino and Race,Total population,"728,034","(+/-11,495)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"153,042","(+/-10,228)"
Hispanic or Latino and Race,Mexican,"12,104","(+/-5,312)"
Hispanic or Latino and Race,Puerto Rican,"76,849","(+/-7,578)"
Hispanic or Latino and Race,Cuban,"4,208","(+/-2,271)"
Hispanic or Latino and Race,Other Hispanic or Latino,"59,881","(+/-8,149)"
Hispanic or Latino and Race,Not Hispanic or Latino,"574,992","(+/-13,042)"
Place of Birth,Total population,"728,034","(+/-11,495)"
Place of Birth,Native,"617,190","(+/-11,764)"
Place of Birth,Born in United States,"576,464","(+/-12,704)"
Place of Birth,State of residence,"380,304","(+/-12,521)"
Place of Birth,Different state,"196,160","(+/-8,197)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","40,726","(+/-5,066)"
Place of Birth,Foreign-born,"110,844","(+/-7,438)"
Ancestry,Total population,"728,034","(+/-11,495)"
Ancestry,American,"24,406","(+/-4,635)"
Ancestry,Arab,"9,114","(+/-3,067)"
Ancestry,Czech,"1,745",(+/-861)
Ancestry,Danish,"1,654",(+/-567)
Ancestry,Dutch,"5,024","(+/-4,217)"
Ancestry,English,"57,470","(+/-5,416)"
Ancestry,French (except Basque),"24,377","(+/-3,087)"
Ancestry,French Canadian,"11,835","(+/-2,178)"
Ancestry,German,"61,511","(+/-5,194)"
Ancestry,Greek,"3,367","(+/-1,128)"
Ancestry,Hungarian,"4,419","(+/-1,195)"
Ancestry,Irish,"105,598","(+/-7,871)"
Ancestry,Italian,"111,533","(+/-7,646)"
Ancestry,Lithuanian,"5,365","(+/-1,327)"
Ancestry,Norwegian,"3,376","(+/-1,079)"
Ancestry,Polish,"46,893","(+/-6,635)"
Ancestry,Portuguese,"8,456","(+/-2,038)"
Ancestry,Russian,"6,039","(+/-1,535)"
Ancestry,Scotch-Irish,"2,563",(+/-962)
Ancestry,Scottish,"12,581","(+/-2,019)"
Ancestry,Slovak,"1,917",(+/-479)
Ancestry,Subsaharan African,"3,550","(+/-1,742)"
Ancestry,Swedish,"7,890","(+/-1,639)"
Ancestry,Swiss,"1,595",(+/-824)
Ancestry,Ukrainian,"4,552","(+/-2,418)"
Ancestry,Welsh,"2,575",(+/-977)
Ancestry,West Indian (excluding Hispanic origin groups),"22,473","(+/-5,266)"
Veteran Status,Civilian population 18 years and over,"583,008","(+/-9,082)"
Veteran Status,Civilian veterans,"25,658","(+/-2,656)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"718,207","(+/-11,622)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"100,943","(+/-6,145)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"143,749","(+/-6,735)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"13,247","(+/-3,247)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"427,369","(+/-9,441)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"45,140","(+/-4,201)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"147,089","(+/-6,149)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"42,556","(+/-3,735)"
Residence 1 Year Ago,Population 1 year and over,"721,009","(+/-11,420)"
Residence 1 Year Ago,Same house,"655,411","(+/-13,262)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"65,598","(+/-8,281)"
Residence 1 Year Ago,Different house in the U.S.,"61,081","(+/-7,862)"
Residence 1 Year Ago,Same county,"35,400","(+/-5,935)"
Residence 1 Year Ago,Different county,"25,681","(+/-4,838)"
Residence 1 Year Ago,Same state,"12,235","(+/-2,689)"
Residence 1 Year Ago,Different state,"13,446","(+/-3,693)"
Residence 1 Year Ago,Abroad,"4,517","(+/-1,798)"
