Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"920,865","(+/-9,997)"
Sex and Age,Male,"469,193","(+/-6,999)"
Sex and Age,Female,"451,672","(+/-7,661)"
Sex and Age,Under 5 years,"68,848","(+/-3,996)"
Sex and Age,5 to 9 years,"71,967","(+/-4,999)"
Sex and Age,10 to 14 years,"85,440","(+/-4,979)"
Sex and Age,15 to 19 years,"77,262","(+/-3,719)"
Sex and Age,20 to 24 years,"66,099","(+/-4,854)"
Sex and Age,25 to 34 years,"146,819","(+/-6,067)"
Sex and Age,35 to 44 years,"130,529","(+/-5,142)"
Sex and Age,45 to 54 years,"110,709","(+/-4,434)"
Sex and Age,55 to 59 years,"41,496","(+/-3,371)"
Sex and Age,60 to 64 years,"34,322","(+/-3,078)"
Sex and Age,65 to 74 years,"55,399","(+/-3,433)"
Sex and Age,75 to 84 years,"25,354","(+/-2,338)"
Sex and Age,85 years and over,"6,621","(+/-1,359)"
Sex and Age,Median age (years),31.2,(+/-0.5)
Sex and Age,18 years and over,"640,990","(+/-9,686)"
Sex and Age,65 years and over,"87,374","(+/-4,573)"
Race,Total population,"920,865","(+/-9,997)"
Race,One race,"794,900","(+/-14,424)"
Race,White,"681,037","(+/-14,948)"
Race,Black or African American,"13,966","(+/-3,431)"
Race,American Indian and Alaska Native,"5,737","(+/-1,908)"
Race,Asian,"23,141","(+/-4,439)"
Race,Native Hawaiian and Other Pacific Islander,"7,699","(+/-3,196)"
Race,Some other race,"63,320","(+/-8,760)"
Race,Two or more races,"125,965","(+/-9,470)"
Hispanic or Latino and Race,Total population,"920,865","(+/-9,997)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"175,821","(+/-10,501)"
Hispanic or Latino and Race,Mexican,"101,364","(+/-10,039)"
Hispanic or Latino and Race,Puerto Rican,"5,201","(+/-2,115)"
Hispanic or Latino and Race,Cuban,"2,371","(+/-1,883)"
Hispanic or Latino and Race,Other Hispanic or Latino,"66,885","(+/-7,879)"
Hispanic or Latino and Race,Not Hispanic or Latino,"745,044","(+/-13,867)"
Place of Birth,Total population,"920,865","(+/-9,997)"
Place of Birth,Native,"818,644","(+/-12,289)"
Place of Birth,Born in United States,"809,058","(+/-12,797)"
Place of Birth,State of residence,"574,470","(+/-12,337)"
Place of Birth,Different state,"234,588","(+/-11,531)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","9,586","(+/-2,297)"
Place of Birth,Foreign-born,"102,221","(+/-7,426)"
Ancestry,Total population,"920,865","(+/-9,997)"
Ancestry,American,"42,337","(+/-6,529)"
Ancestry,Arab,"2,632","(+/-1,159)"
Ancestry,Czech,"1,505",(+/-932)
Ancestry,Danish,"34,836","(+/-4,615)"
Ancestry,Dutch,"15,193","(+/-3,388)"
Ancestry,English,"252,471","(+/-13,131)"
Ancestry,French (except Basque),"14,944","(+/-3,696)"
Ancestry,French Canadian,"2,024","(+/-1,452)"
Ancestry,German,"82,091","(+/-8,711)"
Ancestry,Greek,"2,674","(+/-1,391)"
Ancestry,Hungarian,788,(+/-580)
Ancestry,Irish,"53,240","(+/-5,948)"
Ancestry,Italian,"24,057","(+/-4,274)"
Ancestry,Lithuanian,653,(+/-744)
Ancestry,Norwegian,"16,506","(+/-3,140)"
Ancestry,Polish,"7,498","(+/-3,480)"
Ancestry,Portuguese,"3,273","(+/-1,484)"
Ancestry,Russian,"1,711",(+/-822)
Ancestry,Scotch-Irish,"6,572","(+/-1,923)"
Ancestry,Scottish,"33,802","(+/-4,295)"
Ancestry,Slovak,70,(+/-124)
Ancestry,Subsaharan African,"6,362","(+/-2,528)"
Ancestry,Swedish,"26,346","(+/-4,294)"
Ancestry,Swiss,"9,690","(+/-2,591)"
Ancestry,Ukrainian,"1,195","(+/-1,139)"
Ancestry,Welsh,"11,939","(+/-2,379)"
Ancestry,West Indian (excluding Hispanic origin groups),"1,910","(+/-1,513)"
Veteran Status,Civilian population 18 years and over,"640,135","(+/-9,650)"
Veteran Status,Civilian veterans,"21,432","(+/-2,438)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"915,739","(+/-10,073)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"91,683","(+/-5,071)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"279,346","(+/-8,145)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"13,124","(+/-2,511)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"550,067","(+/-8,925)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"50,168","(+/-3,650)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"86,326","(+/-4,573)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"28,391","(+/-2,748)"
Residence 1 Year Ago,Population 1 year and over,"907,622","(+/-9,511)"
Residence 1 Year Ago,Same house,"805,194","(+/-14,143)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"102,428","(+/-10,721)"
Residence 1 Year Ago,Different house in the U.S.,"95,133","(+/-10,055)"
Residence 1 Year Ago,Same county,"60,333","(+/-8,726)"
Residence 1 Year Ago,Different county,"34,800","(+/-4,450)"
Residence 1 Year Ago,Same state,"18,623","(+/-2,821)"
Residence 1 Year Ago,Different state,"16,177","(+/-3,324)"
Residence 1 Year Ago,Abroad,"7,295","(+/-2,364)"
