Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"775,260","(+/-5,628)"
Sex and Age,Male,"388,172","(+/-3,680)"
Sex and Age,Female,"387,088","(+/-3,897)"
Sex and Age,Under 5 years,"39,180","(+/-1,709)"
Sex and Age,5 to 9 years,"42,290","(+/-2,495)"
Sex and Age,10 to 14 years,"50,401","(+/-2,562)"
Sex and Age,15 to 19 years,"49,729","(+/-1,668)"
Sex and Age,20 to 24 years,"45,763","(+/-1,893)"
Sex and Age,25 to 34 years,"92,115","(+/-2,601)"
Sex and Age,35 to 44 years,"92,322","(+/-2,685)"
Sex and Age,45 to 54 years,"92,865","(+/-2,258)"
Sex and Age,55 to 59 years,"47,530","(+/-3,260)"
Sex and Age,60 to 64 years,"57,295","(+/-2,631)"
Sex and Age,65 to 74 years,"97,134","(+/-1,719)"
Sex and Age,75 to 84 years,"51,456","(+/-2,117)"
Sex and Age,85 years and over,"17,180","(+/-1,870)"
Sex and Age,Median age (years),42.4,(+/-0.5)
Sex and Age,18 years and over,"612,958","(+/-4,203)"
Sex and Age,65 years and over,"165,770","(+/-2,043)"
Race,Total population,"775,260","(+/-5,628)"
Race,One race,"716,082","(+/-7,469)"
Race,White,"661,147","(+/-6,474)"
Race,Black or African American,"31,070","(+/-3,092)"
Race,American Indian and Alaska Native,"2,980","(+/-1,171)"
Race,Asian,"6,047",(+/-833)
Race,Native Hawaiian and Other Pacific Islander,129,(+/-147)
Race,Some other race,"14,709","(+/-2,885)"
Race,Two or more races,"59,178","(+/-4,453)"
Hispanic or Latino and Race,Total population,"775,260","(+/-5,628)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"45,356","(+/-1,872)"
Hispanic or Latino and Race,Mexican,"35,138","(+/-2,653)"
Hispanic or Latino and Race,Puerto Rican,"3,747","(+/-1,345)"
Hispanic or Latino and Race,Cuban,785,(+/-582)
Hispanic or Latino and Race,Other Hispanic or Latino,"5,686","(+/-1,873)"
Hispanic or Latino and Race,Not Hispanic or Latino,"729,904","(+/-5,429)"
Place of Birth,Total population,"775,260","(+/-5,628)"
Place of Birth,Native,"752,316","(+/-5,822)"
Place of Birth,Born in United States,"748,550","(+/-5,751)"
Place of Birth,State of residence,"532,879","(+/-7,782)"
Place of Birth,Different state,"215,671","(+/-7,125)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","3,766",(+/-868)
Place of Birth,Foreign-born,"22,944","(+/-2,255)"
Ancestry,Total population,"775,260","(+/-5,628)"
Ancestry,American,"41,436","(+/-4,443)"
Ancestry,Arab,"1,896",(+/-901)
Ancestry,Czech,"4,269","(+/-1,739)"
Ancestry,Danish,"1,351",(+/-552)
Ancestry,Dutch,"17,094","(+/-2,242)"
Ancestry,English,"110,512","(+/-7,570)"
Ancestry,French (except Basque),"21,833","(+/-2,374)"
Ancestry,French Canadian,"5,551","(+/-1,295)"
Ancestry,German,"171,043","(+/-9,180)"
Ancestry,Greek,"2,133",(+/-893)
Ancestry,Hungarian,"6,999","(+/-1,424)"
Ancestry,Irish,"90,302","(+/-5,661)"
Ancestry,Italian,"31,868","(+/-3,823)"
Ancestry,Lithuanian,"1,360",(+/-823)
Ancestry,Norwegian,"4,549","(+/-1,323)"
Ancestry,Polish,"49,387","(+/-5,964)"
Ancestry,Portuguese,489,(+/-325)
Ancestry,Russian,"2,283","(+/-1,043)"
Ancestry,Scotch-Irish,"5,013","(+/-1,393)"
Ancestry,Scottish,"18,814","(+/-2,570)"
Ancestry,Slovak,871,(+/-453)
Ancestry,Subsaharan African,"2,973","(+/-1,155)"
Ancestry,Swedish,"6,418","(+/-1,139)"
Ancestry,Swiss,"1,925",(+/-783)
Ancestry,Ukrainian,"1,227",(+/-472)
Ancestry,Welsh,"3,013",(+/-806)
Ancestry,West Indian (excluding Hispanic origin groups),"1,471","(+/-1,354)"
Veteran Status,Civilian population 18 years and over,"612,760","(+/-4,217)"
Veteran Status,Civilian veterans,"41,472","(+/-2,822)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"760,031","(+/-5,603)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"115,507","(+/-4,384)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"162,069","(+/-3,078)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"11,524","(+/-1,666)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"436,450","(+/-4,236)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"56,125","(+/-3,429)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"161,512","(+/-2,119)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"47,858","(+/-2,407)"
Residence 1 Year Ago,Population 1 year and over,"767,657","(+/-5,313)"
Residence 1 Year Ago,Same house,"694,798","(+/-6,695)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"72,859","(+/-5,180)"
Residence 1 Year Ago,Different house in the U.S.,"70,398","(+/-5,101)"
Residence 1 Year Ago,Same county,"32,717","(+/-4,016)"
Residence 1 Year Ago,Different county,"37,681","(+/-4,079)"
Residence 1 Year Ago,Same state,"24,848","(+/-2,878)"
Residence 1 Year Ago,Different state,"12,833","(+/-2,208)"
Residence 1 Year Ago,Abroad,"2,461","(+/-1,165)"
