Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"768,949","(+/-7,618)"
Sex and Age,Male,"384,268","(+/-5,658)"
Sex and Age,Female,"384,681","(+/-4,935)"
Sex and Age,Under 5 years,"32,676","(+/-2,342)"
Sex and Age,5 to 9 years,"41,714","(+/-3,460)"
Sex and Age,10 to 14 years,"47,300","(+/-3,292)"
Sex and Age,15 to 19 years,"54,761","(+/-2,884)"
Sex and Age,20 to 24 years,"66,488","(+/-2,998)"
Sex and Age,25 to 34 years,"98,513","(+/-4,245)"
Sex and Age,35 to 44 years,"96,840","(+/-3,930)"
Sex and Age,45 to 54 years,"95,466","(+/-3,344)"
Sex and Age,55 to 59 years,"45,066","(+/-3,535)"
Sex and Age,60 to 64 years,"50,319","(+/-3,146)"
Sex and Age,65 to 74 years,"80,647","(+/-3,143)"
Sex and Age,75 to 84 years,"43,659","(+/-2,797)"
Sex and Age,85 years and over,"15,500","(+/-1,837)"
Sex and Age,Median age (years),39.7,(+/-0.7)
Sex and Age,18 years and over,"620,342","(+/-6,623)"
Sex and Age,65 years and over,"139,806","(+/-3,784)"
Race,Total population,"768,949","(+/-7,618)"
Race,One race,"709,745","(+/-9,403)"
Race,White,"526,155","(+/-9,984)"
Race,Black or African American,"75,047","(+/-6,117)"
Race,American Indian and Alaska Native,"2,588",(+/-896)
Race,Asian,"94,366","(+/-6,882)"
Race,Native Hawaiian and Other Pacific Islander,50,(+/-85)
Race,Some other race,"11,539","(+/-2,376)"
Race,Two or more races,"59,204","(+/-6,184)"
Hispanic or Latino and Race,Total population,"768,949","(+/-7,618)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"41,060","(+/-4,330)"
Hispanic or Latino and Race,Mexican,"21,363","(+/-4,490)"
Hispanic or Latino and Race,Puerto Rican,"4,240","(+/-1,891)"
Hispanic or Latino and Race,Cuban,"1,085",(+/-596)
Hispanic or Latino and Race,Other Hispanic or Latino,"14,372","(+/-2,781)"
Hispanic or Latino and Race,Not Hispanic or Latino,"727,889","(+/-8,555)"
Place of Birth,Total population,"768,949","(+/-7,618)"
Place of Birth,Native,"653,264","(+/-9,762)"
Place of Birth,Born in United States,"644,895","(+/-9,420)"
Place of Birth,State of residence,"483,977","(+/-12,292)"
Place of Birth,Different state,"160,918","(+/-7,214)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","8,369","(+/-1,571)"
Place of Birth,Foreign-born,"115,685","(+/-6,866)"
Ancestry,Total population,"768,949","(+/-7,618)"
Ancestry,American,"31,343","(+/-4,574)"
Ancestry,Arab,"23,151","(+/-4,821)"
Ancestry,Czech,"2,223",(+/-787)
Ancestry,Danish,"2,254",(+/-873)
Ancestry,Dutch,"13,006","(+/-2,439)"
Ancestry,English,"84,558","(+/-6,675)"
Ancestry,French (except Basque),"21,633","(+/-2,393)"
Ancestry,French Canadian,"7,062","(+/-1,616)"
Ancestry,German,"124,735","(+/-7,901)"
Ancestry,Greek,"4,305","(+/-1,586)"
Ancestry,Hungarian,"11,713","(+/-3,219)"
Ancestry,Irish,"85,821","(+/-5,901)"
Ancestry,Italian,"40,555","(+/-4,689)"
Ancestry,Lithuanian,"2,612",(+/-795)
Ancestry,Norwegian,"4,677","(+/-1,018)"
Ancestry,Polish,"56,203","(+/-4,076)"
Ancestry,Portuguese,661,(+/-450)
Ancestry,Russian,"5,079","(+/-1,229)"
Ancestry,Scotch-Irish,"6,602","(+/-1,793)"
Ancestry,Scottish,"24,913","(+/-3,317)"
Ancestry,Slovak,"2,108",(+/-730)
Ancestry,Subsaharan African,"14,143","(+/-4,375)"
Ancestry,Swedish,"5,657","(+/-1,311)"
Ancestry,Swiss,"2,517",(+/-920)
Ancestry,Ukrainian,"4,758","(+/-1,328)"
Ancestry,Welsh,"6,078","(+/-1,803)"
Ancestry,West Indian (excluding Hispanic origin groups),"3,339","(+/-1,681)"
Veteran Status,Civilian population 18 years and over,"620,123","(+/-6,633)"
Veteran Status,Civilian veterans,"28,115","(+/-2,469)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"762,226","(+/-7,608)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"89,015","(+/-6,017)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"148,548","(+/-5,094)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"6,418","(+/-2,205)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"475,797","(+/-6,731)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"43,216","(+/-3,704)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"137,881","(+/-3,799)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"39,381","(+/-3,113)"
Residence 1 Year Ago,Population 1 year and over,"763,847","(+/-7,565)"
Residence 1 Year Ago,Same house,"657,012","(+/-10,321)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"106,835","(+/-7,476)"
Residence 1 Year Ago,Different house in the U.S.,"96,702","(+/-7,385)"
Residence 1 Year Ago,Same county,"49,951","(+/-5,364)"
Residence 1 Year Ago,Different county,"46,751","(+/-5,302)"
Residence 1 Year Ago,Same state,"24,520","(+/-2,889)"
Residence 1 Year Ago,Different state,"22,231","(+/-4,776)"
Residence 1 Year Ago,Abroad,"10,133","(+/-2,563)"
