Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"775,317","(+/-6,310)"
Sex and Age,Male,"375,443","(+/-4,511)"
Sex and Age,Female,"399,874","(+/-4,338)"
Sex and Age,Under 5 years,"36,914","(+/-2,051)"
Sex and Age,5 to 9 years,"40,123","(+/-3,492)"
Sex and Age,10 to 14 years,"46,887","(+/-2,880)"
Sex and Age,15 to 19 years,"46,485","(+/-2,408)"
Sex and Age,20 to 24 years,"44,861","(+/-2,759)"
Sex and Age,25 to 34 years,"111,556","(+/-3,200)"
Sex and Age,35 to 44 years,"98,781","(+/-3,608)"
Sex and Age,45 to 54 years,"96,730","(+/-3,147)"
Sex and Age,55 to 59 years,"53,519","(+/-3,413)"
Sex and Age,60 to 64 years,"49,373","(+/-3,591)"
Sex and Age,65 to 74 years,"87,158","(+/-2,864)"
Sex and Age,75 to 84 years,"46,217","(+/-2,544)"
Sex and Age,85 years and over,"16,713","(+/-2,105)"
Sex and Age,Median age (years),41.3,(+/-0.6)
Sex and Age,18 years and over,"621,033","(+/-6,085)"
Sex and Age,65 years and over,"150,088","(+/-3,999)"
Race,Total population,"775,317","(+/-6,310)"
Race,One race,"726,715","(+/-8,089)"
Race,White,"541,928","(+/-7,758)"
Race,Black or African American,"113,532","(+/-5,168)"
Race,American Indian and Alaska Native,"1,562",(+/-726)
Race,Asian,"59,566","(+/-5,724)"
Race,Native Hawaiian and Other Pacific Islander,437,(+/-670)
Race,Some other race,"9,690","(+/-3,260)"
Race,Two or more races,"48,602","(+/-6,005)"
Hispanic or Latino and Race,Total population,"775,317","(+/-6,310)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"28,164","(+/-3,093)"
Hispanic or Latino and Race,Mexican,"16,711","(+/-3,477)"
Hispanic or Latino and Race,Puerto Rican,"2,947","(+/-1,377)"
Hispanic or Latino and Race,Cuban,591,(+/-535)
Hispanic or Latino and Race,Other Hispanic or Latino,"7,915","(+/-2,895)"
Hispanic or Latino and Race,Not Hispanic or Latino,"747,153","(+/-6,918)"
Place of Birth,Total population,"775,317","(+/-6,310)"
Place of Birth,Native,"662,771","(+/-9,904)"
Place of Birth,Born in United States,"654,036","(+/-9,765)"
Place of Birth,State of residence,"570,229","(+/-10,598)"
Place of Birth,Different state,"83,807","(+/-5,662)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","8,735","(+/-2,491)"
Place of Birth,Foreign-born,"112,546","(+/-8,448)"
Ancestry,Total population,"775,317","(+/-6,310)"
Ancestry,American,"25,207","(+/-4,201)"
Ancestry,Arab,"25,161","(+/-4,938)"
Ancestry,Czech,"1,458",(+/-649)
Ancestry,Danish,"1,452",(+/-845)
Ancestry,Dutch,"6,050","(+/-1,625)"
Ancestry,English,"60,949","(+/-5,259)"
Ancestry,French (except Basque),"17,541","(+/-2,872)"
Ancestry,French Canadian,"9,008","(+/-2,043)"
Ancestry,German,"121,638","(+/-7,512)"
Ancestry,Greek,"3,834","(+/-1,272)"
Ancestry,Hungarian,"4,521","(+/-1,146)"
Ancestry,Irish,"76,979","(+/-5,454)"
Ancestry,Italian,"60,684","(+/-5,225)"
Ancestry,Lithuanian,"2,173",(+/-866)
Ancestry,Norwegian,"2,987",(+/-864)
Ancestry,Polish,"92,872","(+/-7,640)"
Ancestry,Portuguese,864,(+/-673)
Ancestry,Russian,"4,364","(+/-1,716)"
Ancestry,Scotch-Irish,"4,250","(+/-1,228)"
Ancestry,Scottish,"18,810","(+/-2,980)"
Ancestry,Slovak,"2,579",(+/-829)
Ancestry,Subsaharan African,"6,217","(+/-2,536)"
Ancestry,Swedish,"4,657","(+/-1,284)"
Ancestry,Swiss,416,(+/-312)
Ancestry,Ukrainian,"8,997","(+/-2,371)"
Ancestry,Welsh,"3,764","(+/-1,216)"
Ancestry,West Indian (excluding Hispanic origin groups),"2,016","(+/-1,670)"
Veteran Status,Civilian population 18 years and over,"619,920","(+/-6,213)"
Veteran Status,Civilian veterans,"28,977","(+/-2,474)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"769,774","(+/-6,342)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"116,171","(+/-5,957)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"154,263","(+/-4,811)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"8,671","(+/-2,025)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"468,379","(+/-6,325)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"58,006","(+/-4,558)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"147,132","(+/-3,998)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"49,494","(+/-3,208)"
Residence 1 Year Ago,Population 1 year and over,"768,945","(+/-6,496)"
Residence 1 Year Ago,Same house,"688,836","(+/-10,974)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"80,109","(+/-9,129)"
Residence 1 Year Ago,Different house in the U.S.,"75,659","(+/-8,746)"
Residence 1 Year Ago,Same county,"42,469","(+/-6,284)"
Residence 1 Year Ago,Different county,"33,190","(+/-5,956)"
Residence 1 Year Ago,Same state,"24,999","(+/-5,200)"
Residence 1 Year Ago,Different state,"8,191","(+/-3,437)"
Residence 1 Year Ago,Abroad,"4,450","(+/-1,711)"
