Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"730,108","(+/-6,944)"
Sex and Age,Male,"364,916","(+/-4,766)"
Sex and Age,Female,"365,192","(+/-4,306)"
Sex and Age,Under 5 years,"42,146","(+/-2,881)"
Sex and Age,5 to 9 years,"41,312","(+/-3,413)"
Sex and Age,10 to 14 years,"45,025","(+/-3,341)"
Sex and Age,15 to 19 years,"47,616","(+/-2,415)"
Sex and Age,20 to 24 years,"43,401","(+/-1,807)"
Sex and Age,25 to 34 years,"114,292","(+/-4,081)"
Sex and Age,35 to 44 years,"110,924","(+/-3,218)"
Sex and Age,45 to 54 years,"90,226","(+/-2,601)"
Sex and Age,55 to 59 years,"38,016","(+/-2,458)"
Sex and Age,60 to 64 years,"42,744","(+/-2,763)"
Sex and Age,65 to 74 years,"69,251","(+/-1,839)"
Sex and Age,75 to 84 years,"34,551","(+/-1,947)"
Sex and Age,85 years and over,"10,604","(+/-1,546)"
Sex and Age,Median age (years),37.6,(+/-0.5)
Sex and Age,18 years and over,"570,554","(+/-6,245)"
Sex and Age,65 years and over,"114,406","(+/-2,287)"
Race,Total population,"730,108","(+/-6,944)"
Race,One race,"610,865","(+/-11,743)"
Race,White,"416,241","(+/-8,576)"
Race,Black or African American,"79,259","(+/-6,587)"
Race,American Indian and Alaska Native,"8,278","(+/-2,768)"
Race,Asian,"45,582","(+/-3,027)"
Race,Native Hawaiian and Other Pacific Islander,"2,039",(+/-351)
Race,Some other race,"59,466","(+/-7,818)"
Race,Two or more races,"119,243","(+/-9,648)"
Hispanic or Latino and Race,Total population,"730,108","(+/-6,944)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"177,643","(+/-5,741)"
Hispanic or Latino and Race,Mexican,"116,355","(+/-8,586)"
Hispanic or Latino and Race,Puerto Rican,"7,496","(+/-2,717)"
Hispanic or Latino and Race,Cuban,"5,495","(+/-2,994)"
Hispanic or Latino and Race,Other Hispanic or Latino,"48,297","(+/-8,166)"
Hispanic or Latino and Race,Not Hispanic or Latino,"552,465","(+/-7,443)"
Place of Birth,Total population,"730,108","(+/-6,944)"
Place of Birth,Native,"598,920","(+/-11,960)"
Place of Birth,Born in United States,"587,447","(+/-11,667)"
Place of Birth,State of residence,"286,567","(+/-9,636)"
Place of Birth,Different state,"300,880","(+/-9,132)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","11,473","(+/-2,111)"
Place of Birth,Foreign-born,"131,188","(+/-9,738)"
Ancestry,Total population,"730,108","(+/-6,944)"
Ancestry,American,"24,900","(+/-4,005)"
Ancestry,Arab,"6,963","(+/-2,046)"
Ancestry,Czech,"4,412","(+/-1,589)"
Ancestry,Danish,"5,152","(+/-1,381)"
Ancestry,Dutch,"8,565","(+/-1,701)"
Ancestry,English,"76,931","(+/-5,347)"
Ancestry,French (except Basque),"15,030","(+/-2,652)"
Ancestry,French Canadian,"2,982","(+/-1,215)"
Ancestry,German,"109,118","(+/-7,320)"
Ancestry,Greek,"1,680",(+/-743)
Ancestry,Hungarian,"2,305",(+/-934)
Ancestry,Irish,"75,913","(+/-5,999)"
Ancestry,Italian,"30,593","(+/-4,159)"
Ancestry,Lithuanian,"1,180",(+/-530)
Ancestry,Norwegian,"11,018","(+/-1,987)"
Ancestry,Polish,"13,541","(+/-2,793)"
Ancestry,Portuguese,"1,320",(+/-587)
Ancestry,Russian,"5,659","(+/-1,399)"
Ancestry,Scotch-Irish,"4,693","(+/-1,203)"
Ancestry,Scottish,"17,515","(+/-3,178)"
Ancestry,Slovak,691,(+/-385)
Ancestry,Subsaharan African,"26,153","(+/-6,309)"
Ancestry,Swedish,"11,007","(+/-1,882)"
Ancestry,Swiss,"1,689",(+/-607)
Ancestry,Ukrainian,"3,092","(+/-1,104)"
Ancestry,Welsh,"5,194","(+/-1,323)"
Ancestry,West Indian (excluding Hispanic origin groups),"2,598",(+/-962)
Veteran Status,Civilian population 18 years and over,"566,454","(+/-6,600)"
Veteran Status,Civilian veterans,"32,906","(+/-3,102)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"721,767","(+/-7,321)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"74,883","(+/-4,589)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"159,492","(+/-5,195)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"3,343","(+/-1,115)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"450,318","(+/-6,584)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"40,797","(+/-3,679)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"111,957","(+/-2,311)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"30,743","(+/-2,468)"
Residence 1 Year Ago,Population 1 year and over,"721,468","(+/-6,935)"
Residence 1 Year Ago,Same house,"611,813","(+/-11,194)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"109,655","(+/-9,913)"
Residence 1 Year Ago,Different house in the U.S.,"98,557","(+/-8,331)"
Residence 1 Year Ago,Same county,"44,728","(+/-7,271)"
Residence 1 Year Ago,Different county,"53,829","(+/-4,993)"
Residence 1 Year Ago,Same state,"41,681","(+/-4,851)"
Residence 1 Year Ago,Different state,"12,148","(+/-2,600)"
Residence 1 Year Ago,Abroad,"11,098","(+/-4,806)"
