Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"719,060","(+/-11,399)"
Sex and Age,Male,"361,156","(+/-6,609)"
Sex and Age,Female,"357,904","(+/-6,472)"
Sex and Age,Under 5 years,"37,416","(+/-1,937)"
Sex and Age,5 to 9 years,"39,227","(+/-3,586)"
Sex and Age,10 to 14 years,"36,889","(+/-3,055)"
Sex and Age,15 to 19 years,"36,660","(+/-1,665)"
Sex and Age,20 to 24 years,"42,414","(+/-2,105)"
Sex and Age,25 to 34 years,"100,814","(+/-3,058)"
Sex and Age,35 to 44 years,"95,115","(+/-3,668)"
Sex and Age,45 to 54 years,"89,094","(+/-2,608)"
Sex and Age,55 to 59 years,"42,876","(+/-2,444)"
Sex and Age,60 to 64 years,"44,959","(+/-2,082)"
Sex and Age,65 to 74 years,"76,607","(+/-2,237)"
Sex and Age,75 to 84 years,"55,263","(+/-2,659)"
Sex and Age,85 years and over,"21,726","(+/-2,213)"
Sex and Age,Median age (years),42.0,(+/-0.7)
Sex and Age,18 years and over,"583,107","(+/-7,880)"
Sex and Age,65 years and over,"153,596","(+/-3,092)"
Race,Total population,"719,060","(+/-11,399)"
Race,One race,"546,946","(+/-10,704)"
Race,White,"112,451","(+/-4,272)"
Race,Black or African American,"16,317","(+/-2,958)"
Race,American Indian and Alaska Native,"1,202",(+/-760)
Race,Asian,"350,871","(+/-9,212)"
Race,Native Hawaiian and Other Pacific Islander,"55,456","(+/-6,692)"
Race,Some other race,"10,649","(+/-2,233)"
Race,Two or more races,"172,114","(+/-8,852)"
Hispanic or Latino and Race,Total population,"719,060","(+/-11,399)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"58,328","(+/-4,146)"
Hispanic or Latino and Race,Mexican,"20,220","(+/-3,432)"
Hispanic or Latino and Race,Puerto Rican,"16,093","(+/-3,684)"
Hispanic or Latino and Race,Cuban,"1,051",(+/-779)
Hispanic or Latino and Race,Other Hispanic or Latino,"20,964","(+/-3,313)"
Hispanic or Latino and Race,Not Hispanic or Latino,"660,732","(+/-10,833)"
Place of Birth,Total population,"719,060","(+/-11,399)"
Place of Birth,Native,"543,910","(+/-12,032)"
Place of Birth,Born in United States,"523,119","(+/-12,126)"
Place of Birth,State of residence,"368,322","(+/-11,989)"
Place of Birth,Different state,"154,797","(+/-7,726)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","20,791","(+/-2,543)"
Place of Birth,Foreign-born,"175,150","(+/-8,696)"
Ancestry,Total population,"719,060","(+/-11,399)"
Ancestry,American,"10,525","(+/-2,561)"
Ancestry,Arab,"3,773","(+/-2,461)"
Ancestry,Czech,628,(+/-387)
Ancestry,Danish,913,(+/-409)
Ancestry,Dutch,"3,470","(+/-1,731)"
Ancestry,English,"24,408","(+/-3,151)"
Ancestry,French (except Basque),"5,975","(+/-1,306)"
Ancestry,French Canadian,584,(+/-323)
Ancestry,German,"32,588","(+/-3,656)"
Ancestry,Greek,"1,027",(+/-571)
Ancestry,Hungarian,"2,920","(+/-1,252)"
Ancestry,Irish,"29,223","(+/-3,859)"
Ancestry,Italian,"10,896","(+/-1,920)"
Ancestry,Lithuanian,452,(+/-268)
Ancestry,Norwegian,"4,296","(+/-1,201)"
Ancestry,Polish,"4,119","(+/-1,239)"
Ancestry,Portuguese,"13,456","(+/-2,988)"
Ancestry,Russian,"2,619","(+/-1,340)"
Ancestry,Scotch-Irish,"2,633",(+/-880)
Ancestry,Scottish,"6,067","(+/-1,116)"
Ancestry,Slovak,211,(+/-157)
Ancestry,Subsaharan African,"3,320","(+/-2,310)"
Ancestry,Swedish,"3,262","(+/-1,069)"
Ancestry,Swiss,732,(+/-433)
Ancestry,Ukrainian,"2,018","(+/-1,566)"
Ancestry,Welsh,"1,324",(+/-723)
Ancestry,West Indian (excluding Hispanic origin groups),"4,278","(+/-1,820)"
Veteran Status,Civilian population 18 years and over,"555,441","(+/-7,718)"
Veteran Status,Civilian veterans,"43,506","(+/-3,196)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"685,172","(+/-11,167)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"82,585","(+/-4,423)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"135,917","(+/-5,022)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"4,462","(+/-1,395)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"398,270","(+/-7,291)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"29,663","(+/-2,516)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"150,985","(+/-3,123)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"48,460","(+/-2,962)"
Residence 1 Year Ago,Population 1 year and over,"711,999","(+/-11,293)"
Residence 1 Year Ago,Same house,"615,844","(+/-12,203)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"96,155","(+/-7,736)"
Residence 1 Year Ago,Different house in the U.S.,"87,064","(+/-7,593)"
Residence 1 Year Ago,Same county,"55,920","(+/-6,446)"
Residence 1 Year Ago,Different county,"31,144","(+/-4,125)"
Residence 1 Year Ago,Same state,"2,192",(+/-608)
Residence 1 Year Ago,Different state,"28,952","(+/-4,071)"
Residence 1 Year Ago,Abroad,"9,091","(+/-1,921)"
