Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"830,117","(+/-8,931)"
Sex and Age,Male,"418,151","(+/-5,647)"
Sex and Age,Female,"411,966","(+/-6,524)"
Sex and Age,Under 5 years,"55,664","(+/-2,949)"
Sex and Age,5 to 9 years,"58,213","(+/-3,908)"
Sex and Age,10 to 14 years,"61,247","(+/-3,735)"
Sex and Age,15 to 19 years,"72,250","(+/-3,206)"
Sex and Age,20 to 24 years,"89,728","(+/-4,275)"
Sex and Age,25 to 34 years,"115,679","(+/-4,299)"
Sex and Age,35 to 44 years,"104,859","(+/-4,478)"
Sex and Age,45 to 54 years,"89,531","(+/-3,954)"
Sex and Age,55 to 59 years,"36,460","(+/-2,934)"
Sex and Age,60 to 64 years,"35,899","(+/-2,744)"
Sex and Age,65 to 74 years,"66,414","(+/-3,156)"
Sex and Age,75 to 84 years,"31,628","(+/-1,973)"
Sex and Age,85 years and over,"12,545","(+/-1,381)"
Sex and Age,Median age (years),31.4,(+/-0.6)
Sex and Age,18 years and over,"615,755","(+/-7,454)"
Sex and Age,65 years and over,"110,587","(+/-4,307)"
Race,Total population,"830,117","(+/-8,931)"
Race,One race,"742,534","(+/-10,498)"
Race,White,"656,944","(+/-12,127)"
Race,Black or African American,"6,157","(+/-1,918)"
Race,American Indian and Alaska Native,"13,574","(+/-2,324)"
Race,Asian,"24,049","(+/-3,447)"
Race,Native Hawaiian and Other Pacific Islander,"5,883","(+/-2,142)"
Race,Some other race,"35,927","(+/-5,313)"
Race,Two or more races,"87,583","(+/-7,261)"
Hispanic or Latino and Race,Total population,"830,117","(+/-8,931)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"111,421","(+/-7,664)"
Hispanic or Latino and Race,Mexican,"63,257","(+/-5,851)"
Hispanic or Latino and Race,Puerto Rican,"1,724",(+/-796)
Hispanic or Latino and Race,Cuban,442,(+/-567)
Hispanic or Latino and Race,Other Hispanic or Latino,"45,998","(+/-5,103)"
Hispanic or Latino and Race,Not Hispanic or Latino,"718,696","(+/-10,163)"
Place of Birth,Total population,"830,117","(+/-8,931)"
Place of Birth,Native,"757,097","(+/-9,625)"
Place of Birth,Born in United States,"748,228","(+/-10,196)"
Place of Birth,State of residence,"485,771","(+/-11,529)"
Place of Birth,Different state,"262,457","(+/-9,923)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","8,869","(+/-2,172)"
Place of Birth,Foreign-born,"73,020","(+/-4,873)"
Ancestry,Total population,"830,117","(+/-8,931)"
Ancestry,American,"35,525","(+/-4,522)"
Ancestry,Arab,"2,655","(+/-1,264)"
Ancestry,Czech,886,(+/-429)
Ancestry,Danish,"30,607","(+/-3,554)"
Ancestry,Dutch,"14,387","(+/-2,794)"
Ancestry,English,"230,404","(+/-10,141)"
Ancestry,French (except Basque),"12,763","(+/-2,000)"
Ancestry,French Canadian,"1,682",(+/-913)
Ancestry,German,"77,832","(+/-5,947)"
Ancestry,Greek,"3,587","(+/-1,348)"
Ancestry,Hungarian,"1,317",(+/-578)
Ancestry,Irish,"53,417","(+/-5,027)"
Ancestry,Italian,"22,448","(+/-2,849)"
Ancestry,Lithuanian,742,(+/-540)
Ancestry,Norwegian,"14,320","(+/-2,332)"
Ancestry,Polish,"5,481","(+/-1,433)"
Ancestry,Portuguese,"1,589","(+/-1,103)"
Ancestry,Russian,"2,808","(+/-1,046)"
Ancestry,Scotch-Irish,"6,376","(+/-1,622)"
Ancestry,Scottish,"39,282","(+/-5,075)"
Ancestry,Slovak,462,(+/-268)
Ancestry,Subsaharan African,"2,743","(+/-1,485)"
Ancestry,Swedish,"22,239","(+/-2,965)"
Ancestry,Swiss,"11,595","(+/-2,727)"
Ancestry,Ukrainian,"1,390",(+/-775)
Ancestry,Welsh,"12,255","(+/-2,646)"
Ancestry,West Indian (excluding Hispanic origin groups),"1,194",(+/-792)
Veteran Status,Civilian population 18 years and over,"615,431","(+/-7,496)"
Veteran Status,Civilian veterans,"22,833","(+/-2,470)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"826,262","(+/-8,942)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"85,198","(+/-5,068)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"213,822","(+/-6,577)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"6,215","(+/-1,246)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"503,228","(+/-6,183)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"44,837","(+/-3,688)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"109,212","(+/-4,307)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"34,146","(+/-2,413)"
Residence 1 Year Ago,Population 1 year and over,"819,266","(+/-8,947)"
Residence 1 Year Ago,Same house,"696,038","(+/-11,236)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"123,228","(+/-8,819)"
Residence 1 Year Ago,Different house in the U.S.,"117,418","(+/-8,653)"
Residence 1 Year Ago,Same county,"70,147","(+/-7,398)"
Residence 1 Year Ago,Different county,"47,271","(+/-4,837)"
Residence 1 Year Ago,Same state,"19,748","(+/-2,848)"
Residence 1 Year Ago,Different state,"27,523","(+/-4,037)"
Residence 1 Year Ago,Abroad,"5,810","(+/-1,790)"
