Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"773,707","(+/-6,281)"
Sex and Age,Male,"388,393","(+/-4,841)"
Sex and Age,Female,"385,314","(+/-4,623)"
Sex and Age,Under 5 years,"37,700","(+/-2,346)"
Sex and Age,5 to 9 years,"43,664","(+/-2,971)"
Sex and Age,10 to 14 years,"47,544","(+/-3,622)"
Sex and Age,15 to 19 years,"46,600","(+/-2,593)"
Sex and Age,20 to 24 years,"44,706","(+/-2,197)"
Sex and Age,25 to 34 years,"87,228","(+/-4,405)"
Sex and Age,35 to 44 years,"95,706","(+/-3,495)"
Sex and Age,45 to 54 years,"88,867","(+/-3,030)"
Sex and Age,55 to 59 years,"51,177","(+/-2,690)"
Sex and Age,60 to 64 years,"59,553","(+/-3,125)"
Sex and Age,65 to 74 years,"103,997","(+/-2,883)"
Sex and Age,75 to 84 years,"50,558","(+/-2,390)"
Sex and Age,85 years and over,"16,407","(+/-1,453)"
Sex and Age,Median age (years),43.2,(+/-0.5)
Sex and Age,18 years and over,"616,613","(+/-5,428)"
Sex and Age,65 years and over,"170,962","(+/-3,097)"
Race,Total population,"773,707","(+/-6,281)"
Race,One race,"736,771","(+/-6,280)"
Race,White,"693,716","(+/-7,277)"
Race,Black or African American,"18,812","(+/-2,619)"
Race,American Indian and Alaska Native,"5,101","(+/-1,067)"
Race,Asian,"8,521","(+/-1,240)"
Race,Native Hawaiian and Other Pacific Islander,366,(+/-356)
Race,Some other race,"10,255","(+/-2,824)"
Race,Two or more races,"36,936","(+/-3,856)"
Hispanic or Latino and Race,Total population,"773,707","(+/-6,281)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"32,850","(+/-3,678)"
Hispanic or Latino and Race,Mexican,"6,969","(+/-3,005)"
Hispanic or Latino and Race,Puerto Rican,"16,335","(+/-2,158)"
Hispanic or Latino and Race,Cuban,785,(+/-479)
Hispanic or Latino and Race,Other Hispanic or Latino,"8,761","(+/-2,279)"
Hispanic or Latino and Race,Not Hispanic or Latino,"740,857","(+/-6,735)"
Place of Birth,Total population,"773,707","(+/-6,281)"
Place of Birth,Native,"750,102","(+/-6,418)"
Place of Birth,Born in United States,"743,428","(+/-6,775)"
Place of Birth,State of residence,"624,054","(+/-9,077)"
Place of Birth,Different state,"119,374","(+/-5,817)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","6,674","(+/-1,688)"
Place of Birth,Foreign-born,"23,605","(+/-2,688)"
Ancestry,Total population,"773,707","(+/-6,281)"
Ancestry,American,"34,178","(+/-4,139)"
Ancestry,Arab,"3,308","(+/-1,380)"
Ancestry,Czech,"1,915",(+/-860)
Ancestry,Danish,"1,313",(+/-697)
Ancestry,Dutch,"10,721","(+/-1,897)"
Ancestry,English,"99,176","(+/-5,888)"
Ancestry,French (except Basque),"14,030","(+/-1,781)"
Ancestry,French Canadian,"3,385",(+/-934)
Ancestry,German,"164,224","(+/-7,236)"
Ancestry,Greek,"2,575","(+/-1,298)"
Ancestry,Hungarian,"6,552","(+/-2,398)"
Ancestry,Irish,"130,536","(+/-8,029)"
Ancestry,Italian,"97,383","(+/-6,592)"
Ancestry,Lithuanian,"1,125",(+/-680)
Ancestry,Norwegian,"2,474",(+/-919)
Ancestry,Polish,"83,810","(+/-6,462)"
Ancestry,Portuguese,"1,049",(+/-648)
Ancestry,Russian,"3,580",(+/-846)
Ancestry,Scotch-Irish,"4,955","(+/-1,257)"
Ancestry,Scottish,"16,775","(+/-2,576)"
Ancestry,Slovak,"1,523",(+/-578)
Ancestry,Subsaharan African,"1,552",(+/-992)
Ancestry,Swedish,"17,024","(+/-2,479)"
Ancestry,Swiss,"1,673",(+/-643)
Ancestry,Ukrainian,"4,303","(+/-1,158)"
Ancestry,Welsh,"5,129","(+/-1,062)"
Ancestry,West Indian (excluding Hispanic origin groups),"1,707",(+/-623)
Veteran Status,Civilian population 18 years and over,"615,924","(+/-5,459)"
Veteran Status,Civilian veterans,"40,848","(+/-2,807)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"763,412","(+/-6,307)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"113,268","(+/-5,570)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"156,941","(+/-3,596)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"10,627","(+/-2,150)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"440,677","(+/-5,193)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"55,157","(+/-3,920)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"165,794","(+/-3,111)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"47,484","(+/-2,717)"
Residence 1 Year Ago,Population 1 year and over,"766,780","(+/-6,291)"
Residence 1 Year Ago,Same house,"702,629","(+/-7,930)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"64,151","(+/-6,124)"
Residence 1 Year Ago,Different house in the U.S.,"61,337","(+/-5,947)"
Residence 1 Year Ago,Same county,"40,661","(+/-5,392)"
Residence 1 Year Ago,Different county,"20,676","(+/-2,808)"
Residence 1 Year Ago,Same state,"15,015","(+/-2,324)"
Residence 1 Year Ago,Different state,"5,661","(+/-1,216)"
Residence 1 Year Ago,Abroad,"2,814","(+/-1,196)"
