Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"765,626","(+/-24,585)"
Sex and Age,Male,"381,901","(+/-15,316)"
Sex and Age,Female,"383,725","(+/-13,952)"
Sex and Age,Under 5 years,"54,537","(+/-6,780)"
Sex and Age,5 to 9 years,"45,083","(+/-6,957)"
Sex and Age,10 to 14 years,"43,730","(+/-5,127)"
Sex and Age,15 to 19 years,"47,291","(+/-5,352)"
Sex and Age,20 to 24 years,"65,725","(+/-5,757)"
Sex and Age,25 to 34 years,"149,842","(+/-9,257)"
Sex and Age,35 to 44 years,"117,877","(+/-8,052)"
Sex and Age,45 to 54 years,"85,265","(+/-7,323)"
Sex and Age,55 to 59 years,"39,734","(+/-4,219)"
Sex and Age,60 to 64 years,"34,233","(+/-4,026)"
Sex and Age,65 to 74 years,"47,742","(+/-3,862)"
Sex and Age,75 to 84 years,"25,671","(+/-2,320)"
Sex and Age,85 years and over,"8,896","(+/-1,661)"
Sex and Age,Median age (years),33.1,(+/-0.8)
Sex and Age,18 years and over,"593,243","(+/-17,760)"
Sex and Age,65 years and over,"82,309","(+/-4,696)"
Race,Total population,"765,626","(+/-24,585)"
Race,One race,"590,348","(+/-21,233)"
Race,White,"269,596","(+/-12,060)"
Race,Black or African American,"165,425","(+/-15,106)"
Race,American Indian and Alaska Native,"8,473","(+/-5,035)"
Race,Asian,"69,536","(+/-7,372)"
Race,Native Hawaiian and Other Pacific Islander,360,(+/-367)
Race,Some other race,"76,958","(+/-12,095)"
Race,Two or more races,"175,278","(+/-16,157)"
Hispanic or Latino and Race,Total population,"765,626","(+/-24,585)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"272,298","(+/-19,357)"
Hispanic or Latino and Race,Mexican,"202,188","(+/-18,026)"
Hispanic or Latino and Race,Puerto Rican,"4,959","(+/-2,798)"
Hispanic or Latino and Race,Cuban,"6,718","(+/-4,532)"
Hispanic or Latino and Race,Other Hispanic or Latino,"58,433","(+/-10,053)"
Hispanic or Latino and Race,Not Hispanic or Latino,"493,328","(+/-17,008)"
Place of Birth,Total population,"765,626","(+/-24,585)"
Place of Birth,Native,"552,138","(+/-18,531)"
Place of Birth,Born in United States,"537,436","(+/-18,147)"
Place of Birth,State of residence,"360,564","(+/-17,724)"
Place of Birth,Different state,"176,872","(+/-10,649)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","14,702","(+/-3,382)"
Place of Birth,Foreign-born,"213,488","(+/-16,286)"
Ancestry,Total population,"765,626","(+/-24,585)"
Ancestry,American,"23,476","(+/-4,233)"
Ancestry,Arab,"5,614","(+/-2,345)"
Ancestry,Czech,"3,748","(+/-1,576)"
Ancestry,Danish,"1,217",(+/-805)
Ancestry,Dutch,"3,231",(+/-993)
Ancestry,English,"54,607","(+/-5,584)"
Ancestry,French (except Basque),"9,727","(+/-2,274)"
Ancestry,French Canadian,"1,243",(+/-710)
Ancestry,German,"50,955","(+/-5,537)"
Ancestry,Greek,854,(+/-511)
Ancestry,Hungarian,"1,122",(+/-596)
Ancestry,Irish,"41,834","(+/-4,309)"
Ancestry,Italian,"13,163","(+/-2,263)"
Ancestry,Lithuanian,194,(+/-137)
Ancestry,Norwegian,"3,214","(+/-1,138)"
Ancestry,Polish,"7,212","(+/-1,797)"
Ancestry,Portuguese,845,(+/-367)
Ancestry,Russian,"1,982",(+/-839)
Ancestry,Scotch-Irish,"4,835","(+/-1,367)"
Ancestry,Scottish,"12,976","(+/-2,833)"
Ancestry,Slovak,385,(+/-355)
Ancestry,Subsaharan African,"43,877","(+/-10,473)"
Ancestry,Swedish,"3,077","(+/-1,119)"
Ancestry,Swiss,"1,761","(+/-1,300)"
Ancestry,Ukrainian,"1,110",(+/-536)
Ancestry,Welsh,"1,741",(+/-712)
Ancestry,West Indian (excluding Hispanic origin groups),"3,481","(+/-1,534)"
Veteran Status,Civilian population 18 years and over,"592,382","(+/-17,956)"
Veteran Status,Civilian veterans,"17,775","(+/-2,880)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"762,240","(+/-24,692)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"72,596","(+/-7,276)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"172,362","(+/-14,035)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"8,201","(+/-2,606)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"509,651","(+/-17,911)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"39,390","(+/-5,522)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"80,227","(+/-4,684)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"25,005","(+/-2,940)"
Residence 1 Year Ago,Population 1 year and over,"753,927","(+/-23,884)"
Residence 1 Year Ago,Same house,"625,973","(+/-22,627)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"127,954","(+/-11,883)"
Residence 1 Year Ago,Different house in the U.S.,"112,703","(+/-10,918)"
Residence 1 Year Ago,Same county,"59,305","(+/-9,139)"
Residence 1 Year Ago,Different county,"53,398","(+/-7,240)"
Residence 1 Year Ago,Same state,"36,069","(+/-4,656)"
Residence 1 Year Ago,Different state,"17,329","(+/-5,259)"
Residence 1 Year Ago,Abroad,"15,251","(+/-5,507)"
