Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"790,733","(+/-6,661)"
Sex and Age,Male,"387,116","(+/-4,607)"
Sex and Age,Female,"403,617","(+/-4,331)"
Sex and Age,Under 5 years,"37,713","(+/-1,776)"
Sex and Age,5 to 9 years,"41,434","(+/-2,876)"
Sex and Age,10 to 14 years,"45,276","(+/-2,745)"
Sex and Age,15 to 19 years,"55,001","(+/-2,427)"
Sex and Age,20 to 24 years,"59,662","(+/-2,270)"
Sex and Age,25 to 34 years,"107,441","(+/-3,291)"
Sex and Age,35 to 44 years,"101,357","(+/-3,149)"
Sex and Age,45 to 54 years,"91,013","(+/-3,476)"
Sex and Age,55 to 59 years,"49,773","(+/-3,723)"
Sex and Age,60 to 64 years,"51,646","(+/-3,072)"
Sex and Age,65 to 74 years,"84,022","(+/-2,085)"
Sex and Age,75 to 84 years,"48,264","(+/-2,378)"
Sex and Age,85 years and over,"18,131","(+/-1,672)"
Sex and Age,Median age (years),39.3,(+/-0.5)
Sex and Age,18 years and over,"640,170","(+/-5,217)"
Sex and Age,65 years and over,"150,417","(+/-2,659)"
Race,Total population,"790,733","(+/-6,661)"
Race,One race,"723,213","(+/-9,241)"
Race,White,"573,404","(+/-7,955)"
Race,Black or African American,"68,433","(+/-4,769)"
Race,American Indian and Alaska Native,"1,625",(+/-639)
Race,Asian,"47,751","(+/-3,700)"
Race,Native Hawaiian and Other Pacific Islander,163,(+/-247)
Race,Some other race,"31,837","(+/-4,384)"
Race,Two or more races,"67,520","(+/-6,473)"
Hispanic or Latino and Race,Total population,"790,733","(+/-6,661)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"62,458","(+/-1,412)"
Hispanic or Latino and Race,Mexican,"3,448","(+/-1,538)"
Hispanic or Latino and Race,Puerto Rican,"35,132","(+/-3,574)"
Hispanic or Latino and Race,Cuban,884,(+/-499)
Hispanic or Latino and Race,Other Hispanic or Latino,"22,994","(+/-3,109)"
Hispanic or Latino and Race,Not Hispanic or Latino,"728,275","(+/-6,625)"
Place of Birth,Total population,"790,733","(+/-6,661)"
Place of Birth,Native,"716,324","(+/-8,212)"
Place of Birth,Born in United States,"702,924","(+/-8,743)"
Place of Birth,State of residence,"582,947","(+/-10,111)"
Place of Birth,Different state,"119,977","(+/-6,157)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","13,400","(+/-2,780)"
Place of Birth,Foreign-born,"74,409","(+/-5,047)"
Ancestry,Total population,"790,733","(+/-6,661)"
Ancestry,American,"33,207","(+/-4,156)"
Ancestry,Arab,"5,574","(+/-1,643)"
Ancestry,Czech,"2,101",(+/-833)
Ancestry,Danish,"1,843",(+/-743)
Ancestry,Dutch,"14,744","(+/-2,556)"
Ancestry,English,"77,575","(+/-6,191)"
Ancestry,French (except Basque),"36,192","(+/-4,969)"
Ancestry,French Canadian,"12,908","(+/-2,405)"
Ancestry,German,"96,272","(+/-6,485)"
Ancestry,Greek,"4,136","(+/-1,593)"
Ancestry,Hungarian,"3,403","(+/-1,115)"
Ancestry,Irish,"149,835","(+/-8,365)"
Ancestry,Italian,"111,858","(+/-6,691)"
Ancestry,Lithuanian,"2,782",(+/-940)
Ancestry,Norwegian,"2,038",(+/-694)
Ancestry,Polish,"41,537","(+/-4,319)"
Ancestry,Portuguese,927,(+/-526)
Ancestry,Russian,"7,283","(+/-1,748)"
Ancestry,Scotch-Irish,"3,559","(+/-1,138)"
Ancestry,Scottish,"20,144","(+/-3,079)"
Ancestry,Slovak,"1,062",(+/-422)
Ancestry,Subsaharan African,"10,757","(+/-3,863)"
Ancestry,Swedish,"5,287","(+/-1,445)"
Ancestry,Swiss,"1,035",(+/-556)
Ancestry,Ukrainian,"6,522","(+/-2,088)"
Ancestry,Welsh,"5,204","(+/-1,343)"
Ancestry,West Indian (excluding Hispanic origin groups),"7,952","(+/-2,623)"
Veteran Status,Civilian population 18 years and over,"639,483","(+/-5,247)"
Veteran Status,Civilian veterans,"32,256","(+/-3,045)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"783,819","(+/-6,687)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"104,253","(+/-5,114)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"150,301","(+/-2,532)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"7,577","(+/-1,543)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"487,432","(+/-4,817)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"55,563","(+/-4,359)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"146,086","(+/-2,666)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"41,113","(+/-2,557)"
Residence 1 Year Ago,Population 1 year and over,"781,485","(+/-6,700)"
Residence 1 Year Ago,Same house,"696,704","(+/-9,365)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"84,781","(+/-6,596)"
Residence 1 Year Ago,Different house in the U.S.,"80,423","(+/-6,286)"
Residence 1 Year Ago,Same county,"36,713","(+/-4,717)"
Residence 1 Year Ago,Different county,"43,710","(+/-4,352)"
Residence 1 Year Ago,Same state,"31,705","(+/-3,978)"
Residence 1 Year Ago,Different state,"12,005","(+/-2,473)"
Residence 1 Year Ago,Abroad,"4,358","(+/-1,480)"
