Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"766,577","(+/-9,171)"
Sex and Age,Male,"383,549","(+/-6,620)"
Sex and Age,Female,"383,028","(+/-5,550)"
Sex and Age,Under 5 years,"38,536","(+/-2,482)"
Sex and Age,5 to 9 years,"44,526","(+/-3,203)"
Sex and Age,10 to 14 years,"51,201","(+/-3,442)"
Sex and Age,15 to 19 years,"58,376","(+/-3,472)"
Sex and Age,20 to 24 years,"57,887","(+/-3,566)"
Sex and Age,25 to 34 years,"97,131","(+/-4,126)"
Sex and Age,35 to 44 years,"103,472","(+/-4,129)"
Sex and Age,45 to 54 years,"107,388","(+/-3,991)"
Sex and Age,55 to 59 years,"50,911","(+/-3,334)"
Sex and Age,60 to 64 years,"43,825","(+/-3,007)"
Sex and Age,65 to 74 years,"67,391","(+/-3,639)"
Sex and Age,75 to 84 years,"35,645","(+/-2,371)"
Sex and Age,85 years and over,"10,288","(+/-1,286)"
Sex and Age,Median age (years),38.4,(+/-0.6)
Sex and Age,18 years and over,"595,090","(+/-7,664)"
Sex and Age,65 years and over,"113,324","(+/-4,554)"
Race,Total population,"766,577","(+/-9,171)"
Race,One race,"643,773","(+/-10,176)"
Race,White,"460,716","(+/-9,752)"
Race,Black or African American,"64,508","(+/-5,670)"
Race,American Indian and Alaska Native,"7,377","(+/-2,031)"
Race,Asian,"49,910","(+/-3,917)"
Race,Native Hawaiian and Other Pacific Islander,367,(+/-600)
Race,Some other race,"60,895","(+/-8,568)"
Race,Two or more races,"122,804","(+/-8,417)"
Hispanic or Latino and Race,Total population,"766,577","(+/-9,171)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"189,206","(+/-8,111)"
Hispanic or Latino and Race,Mexican,"154,596","(+/-7,699)"
Hispanic or Latino and Race,Puerto Rican,"8,798","(+/-2,813)"
Hispanic or Latino and Race,Cuban,760,(+/-606)
Hispanic or Latino and Race,Other Hispanic or Latino,"25,052","(+/-4,595)"
Hispanic or Latino and Race,Not Hispanic or Latino,"577,371","(+/-9,111)"
Place of Birth,Total population,"766,577","(+/-9,171)"
Place of Birth,Native,"656,309","(+/-10,817)"
Place of Birth,Born in United States,"646,308","(+/-11,032)"
Place of Birth,State of residence,"535,581","(+/-10,594)"
Place of Birth,Different state,"110,727","(+/-5,903)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","10,001","(+/-2,225)"
Place of Birth,Foreign-born,"110,268","(+/-5,809)"
Ancestry,Total population,"766,577","(+/-9,171)"
Ancestry,American,"23,415","(+/-4,292)"
Ancestry,Arab,"2,772","(+/-1,337)"
Ancestry,Czech,"5,546","(+/-1,637)"
Ancestry,Danish,"1,946",(+/-789)
Ancestry,Dutch,"6,314","(+/-1,545)"
Ancestry,English,"45,032","(+/-4,391)"
Ancestry,French (except Basque),"11,667","(+/-2,238)"
Ancestry,French Canadian,"1,349",(+/-650)
Ancestry,German,"130,211","(+/-6,747)"
Ancestry,Greek,"2,874","(+/-1,005)"
Ancestry,Hungarian,"3,046",(+/-952)
Ancestry,Irish,"90,792","(+/-7,075)"
Ancestry,Italian,"52,694","(+/-4,612)"
Ancestry,Lithuanian,"5,502","(+/-1,810)"
Ancestry,Norwegian,"14,562","(+/-2,750)"
Ancestry,Polish,"53,199","(+/-5,118)"
Ancestry,Portuguese,458,(+/-417)
Ancestry,Russian,"2,716","(+/-1,062)"
Ancestry,Scotch-Irish,"4,265","(+/-1,667)"
Ancestry,Scottish,"13,810","(+/-3,040)"
Ancestry,Slovak,"3,542","(+/-1,312)"
Ancestry,Subsaharan African,"7,215","(+/-1,939)"
Ancestry,Swedish,"13,534","(+/-2,313)"
Ancestry,Swiss,"1,348",(+/-589)
Ancestry,Ukrainian,"3,596","(+/-1,507)"
Ancestry,Welsh,"2,461",(+/-847)
Ancestry,West Indian (excluding Hispanic origin groups),"2,397","(+/-2,091)"
Veteran Status,Civilian population 18 years and over,"594,715","(+/-7,684)"
Veteran Status,Civilian veterans,"27,554","(+/-2,179)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"758,719","(+/-9,218)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"85,330","(+/-4,957)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"171,355","(+/-5,213)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"9,317","(+/-2,043)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"477,184","(+/-7,801)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"43,911","(+/-3,497)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"110,180","(+/-4,560)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"32,102","(+/-2,395)"
Residence 1 Year Ago,Population 1 year and over,"758,757","(+/-9,384)"
Residence 1 Year Ago,Same house,"693,922","(+/-11,244)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"64,835","(+/-6,477)"
Residence 1 Year Ago,Different house in the U.S.,"61,287","(+/-6,332)"
Residence 1 Year Ago,Same county,"26,141","(+/-3,848)"
Residence 1 Year Ago,Different county,"35,146","(+/-5,150)"
Residence 1 Year Ago,Same state,"29,898","(+/-4,605)"
Residence 1 Year Ago,Different state,"5,248","(+/-1,376)"
Residence 1 Year Ago,Abroad,"3,548","(+/-1,392)"
