Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"826,508","(+/-3,259)"
Sex and Age,Male,"412,269","(+/-3,260)"
Sex and Age,Female,"414,239","(+/-3,198)"
Sex and Age,Under 5 years,"47,634","(+/-2,104)"
Sex and Age,5 to 9 years,"48,065","(+/-3,980)"
Sex and Age,10 to 14 years,"57,911","(+/-4,201)"
Sex and Age,15 to 19 years,"60,973","(+/-2,736)"
Sex and Age,20 to 24 years,"60,227","(+/-2,638)"
Sex and Age,25 to 34 years,"106,529","(+/-3,292)"
Sex and Age,35 to 44 years,"108,206","(+/-2,862)"
Sex and Age,45 to 54 years,"103,561","(+/-2,764)"
Sex and Age,55 to 59 years,"49,970","(+/-3,555)"
Sex and Age,60 to 64 years,"51,572","(+/-3,361)"
Sex and Age,65 to 74 years,"79,504","(+/-1,534)"
Sex and Age,75 to 84 years,"39,057","(+/-2,103)"
Sex and Age,85 years and over,"13,299","(+/-1,660)"
Sex and Age,Median age (years),37.7,(+/-0.4)
Sex and Age,18 years and over,"635,574","(+/-2,698)"
Sex and Age,65 years and over,"131,860","(+/-1,812)"
Race,Total population,"826,508","(+/-3,259)"
Race,One race,"754,028","(+/-6,862)"
Race,White,"629,036","(+/-4,168)"
Race,Black or African American,"71,645","(+/-4,443)"
Race,American Indian and Alaska Native,"3,488","(+/-2,439)"
Race,Asian,"19,123","(+/-2,218)"
Race,Native Hawaiian and Other Pacific Islander,413,(+/-405)
Race,Some other race,"30,323","(+/-5,511)"
Race,Two or more races,"72,480","(+/-6,721)"
Hispanic or Latino and Race,Total population,"826,508","(+/-3,259)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"77,875","(+/-2,005)"
Hispanic or Latino and Race,Mexican,"41,982","(+/-5,536)"
Hispanic or Latino and Race,Puerto Rican,"4,717","(+/-2,113)"
Hispanic or Latino and Race,Cuban,"3,102","(+/-1,541)"
Hispanic or Latino and Race,Other Hispanic or Latino,"28,074","(+/-4,892)"
Hispanic or Latino and Race,Not Hispanic or Latino,"748,633","(+/-3,483)"
Place of Birth,Total population,"826,508","(+/-3,259)"
Place of Birth,Native,"770,030","(+/-5,505)"
Place of Birth,Born in United States,"759,980","(+/-6,554)"
Place of Birth,State of residence,"472,092","(+/-12,896)"
Place of Birth,Different state,"287,888","(+/-12,312)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","10,050","(+/-2,403)"
Place of Birth,Foreign-born,"56,478","(+/-4,311)"
Ancestry,Total population,"826,508","(+/-3,259)"
Ancestry,American,"73,718","(+/-6,610)"
Ancestry,Arab,"5,338","(+/-2,573)"
Ancestry,Czech,"1,200",(+/-945)
Ancestry,Danish,789,(+/-683)
Ancestry,Dutch,"5,841","(+/-1,702)"
Ancestry,English,"127,054","(+/-9,185)"
Ancestry,French (except Basque),"12,518","(+/-2,970)"
Ancestry,French Canadian,"1,989","(+/-1,681)"
Ancestry,German,"76,666","(+/-7,223)"
Ancestry,Greek,770,(+/-660)
Ancestry,Hungarian,"1,994",(+/-988)
Ancestry,Irish,"89,038","(+/-7,072)"
Ancestry,Italian,"17,483","(+/-3,147)"
Ancestry,Lithuanian,545,(+/-423)
Ancestry,Norwegian,"5,955","(+/-2,317)"
Ancestry,Polish,"9,759","(+/-2,931)"
Ancestry,Portuguese,"1,131",(+/-816)
Ancestry,Russian,"1,088",(+/-584)
Ancestry,Scotch-Irish,"12,707","(+/-2,469)"
Ancestry,Scottish,"24,232","(+/-4,235)"
Ancestry,Slovak,246,(+/-260)
Ancestry,Subsaharan African,"2,396","(+/-1,204)"
Ancestry,Swedish,"2,663","(+/-1,217)"
Ancestry,Swiss,"3,293","(+/-1,704)"
Ancestry,Ukrainian,"1,006",(+/-813)
Ancestry,Welsh,"5,002","(+/-2,428)"
Ancestry,West Indian (excluding Hispanic origin groups),"2,040","(+/-1,244)"
Veteran Status,Civilian population 18 years and over,"635,010","(+/-2,810)"
Veteran Status,Civilian veterans,"47,783","(+/-3,724)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"818,541","(+/-3,338)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"130,164","(+/-6,783)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"190,885","(+/-2,392)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"12,106","(+/-2,263)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"499,038","(+/-3,124)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"68,693","(+/-5,670)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"128,618","(+/-1,799)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"49,365","(+/-3,254)"
Residence 1 Year Ago,Population 1 year and over,"816,751","(+/-3,772)"
Residence 1 Year Ago,Same house,"718,940","(+/-9,998)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"97,811","(+/-9,105)"
Residence 1 Year Ago,Different house in the U.S.,"93,035","(+/-8,888)"
Residence 1 Year Ago,Same county,"47,969","(+/-6,888)"
Residence 1 Year Ago,Different county,"45,066","(+/-6,240)"
Residence 1 Year Ago,Same state,"28,976","(+/-5,643)"
Residence 1 Year Ago,Different state,"16,090","(+/-3,467)"
Residence 1 Year Ago,Abroad,"4,776","(+/-2,011)"
