Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"802,855","(+/-4,128)"
Sex and Age,Male,"401,328","(+/-3,006)"
Sex and Age,Female,"401,527","(+/-2,609)"
Sex and Age,Under 5 years,"40,773","(+/-1,596)"
Sex and Age,5 to 9 years,"45,898","(+/-2,992)"
Sex and Age,10 to 14 years,"52,135","(+/-3,129)"
Sex and Age,15 to 19 years,"48,605","(+/-1,965)"
Sex and Age,20 to 24 years,"43,574","(+/-1,610)"
Sex and Age,25 to 34 years,"108,645","(+/-2,744)"
Sex and Age,35 to 44 years,"107,624","(+/-2,341)"
Sex and Age,45 to 54 years,"101,281","(+/-2,130)"
Sex and Age,55 to 59 years,"50,170","(+/-3,279)"
Sex and Age,60 to 64 years,"51,446","(+/-3,201)"
Sex and Age,65 to 74 years,"89,089","(+/-1,519)"
Sex and Age,75 to 84 years,"48,804","(+/-2,296)"
Sex and Age,85 years and over,"14,811","(+/-1,925)"
Sex and Age,Median age (years),41.0,(+/-0.4)
Sex and Age,18 years and over,"631,374","(+/-3,596)"
Sex and Age,65 years and over,"152,704","(+/-1,796)"
Race,Total population,"802,855","(+/-4,128)"
Race,One race,"709,828","(+/-6,446)"
Race,White,"613,469","(+/-6,347)"
Race,Black or African American,"16,987","(+/-2,027)"
Race,American Indian and Alaska Native,"11,593","(+/-2,975)"
Race,Asian,"30,562","(+/-2,497)"
Race,Native Hawaiian and Other Pacific Islander,"8,063","(+/-2,453)"
Race,Some other race,"29,154","(+/-4,431)"
Race,Two or more races,"93,027","(+/-6,472)"
Hispanic or Latino and Race,Total population,"802,855","(+/-4,128)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"98,055","(+/-2,084)"
Hispanic or Latino and Race,Mexican,"75,562","(+/-3,968)"
Hispanic or Latino and Race,Puerto Rican,"4,172","(+/-2,287)"
Hispanic or Latino and Race,Cuban,896,(+/-634)
Hispanic or Latino and Race,Other Hispanic or Latino,"17,425","(+/-3,582)"
Hispanic or Latino and Race,Not Hispanic or Latino,"704,800","(+/-4,006)"
Place of Birth,Total population,"802,855","(+/-4,128)"
Place of Birth,Native,"732,706","(+/-8,113)"
Place of Birth,Born in United States,"719,863","(+/-8,445)"
Place of Birth,State of residence,"335,720","(+/-10,269)"
Place of Birth,Different state,"384,143","(+/-9,404)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","12,843","(+/-2,105)"
Place of Birth,Foreign-born,"70,149","(+/-5,815)"
Ancestry,Total population,"802,855","(+/-4,128)"
Ancestry,American,"57,818","(+/-6,754)"
Ancestry,Arab,"2,717","(+/-1,247)"
Ancestry,Czech,"3,016","(+/-1,685)"
Ancestry,Danish,"6,136","(+/-1,837)"
Ancestry,Dutch,"10,580","(+/-2,186)"
Ancestry,English,"99,670","(+/-6,558)"
Ancestry,French (except Basque),"16,758","(+/-2,071)"
Ancestry,French Canadian,"3,101","(+/-2,017)"
Ancestry,German,"115,000","(+/-7,822)"
Ancestry,Greek,"3,115","(+/-1,620)"
Ancestry,Hungarian,"1,195",(+/-565)
Ancestry,Irish,"80,944","(+/-6,856)"
Ancestry,Italian,"23,725","(+/-3,032)"
Ancestry,Lithuanian,714,(+/-382)
Ancestry,Norwegian,"27,710","(+/-3,906)"
Ancestry,Polish,"12,144","(+/-1,837)"
Ancestry,Portuguese,"2,398",(+/-883)
Ancestry,Russian,"9,108","(+/-2,948)"
Ancestry,Scotch-Irish,"9,521","(+/-2,022)"
Ancestry,Scottish,"25,288","(+/-2,697)"
Ancestry,Slovak,293,(+/-293)
Ancestry,Subsaharan African,"6,545","(+/-2,453)"
Ancestry,Swedish,"16,700","(+/-3,033)"
Ancestry,Swiss,"4,467","(+/-1,324)"
Ancestry,Ukrainian,"9,938","(+/-3,334)"
Ancestry,Welsh,"4,431","(+/-1,456)"
Ancestry,West Indian (excluding Hispanic origin groups),654,(+/-599)
Veteran Status,Civilian population 18 years and over,"629,055","(+/-3,983)"
Veteran Status,Civilian veterans,"52,990","(+/-3,412)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"797,732","(+/-4,427)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"129,156","(+/-5,349)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"171,316","(+/-1,859)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"11,749","(+/-2,232)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"475,122","(+/-3,767)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"63,890","(+/-4,214)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"151,294","(+/-1,802)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"53,517","(+/-2,859)"
Residence 1 Year Ago,Population 1 year and over,"793,311","(+/-4,334)"
Residence 1 Year Ago,Same house,"699,040","(+/-8,965)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"94,271","(+/-8,103)"
Residence 1 Year Ago,Different house in the U.S.,"89,475","(+/-7,401)"
Residence 1 Year Ago,Same county,"48,939","(+/-5,835)"
Residence 1 Year Ago,Different county,"40,536","(+/-4,737)"
Residence 1 Year Ago,Same state,"13,407","(+/-2,872)"
Residence 1 Year Ago,Different state,"27,129","(+/-4,385)"
Residence 1 Year Ago,Abroad,"4,796","(+/-2,312)"
