Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"785,649","(+/-1,116)"
Sex and Age,Male,"389,197","(+/-2,225)"
Sex and Age,Female,"396,452","(+/-2,127)"
Sex and Age,Under 5 years,"37,643","(+/-1,224)"
Sex and Age,5 to 9 years,"40,572","(+/-3,142)"
Sex and Age,10 to 14 years,"46,789","(+/-3,128)"
Sex and Age,15 to 19 years,"48,895","(+/-1,531)"
Sex and Age,20 to 24 years,"51,470","(+/-1,337)"
Sex and Age,25 to 34 years,"93,648","(+/-2,191)"
Sex and Age,35 to 44 years,"92,060","(+/-2,323)"
Sex and Age,45 to 54 years,"92,355","(+/-1,727)"
Sex and Age,55 to 59 years,"50,682","(+/-2,980)"
Sex and Age,60 to 64 years,"57,265","(+/-2,836)"
Sex and Age,65 to 74 years,"102,162","(+/-1,088)"
Sex and Age,75 to 84 years,"55,112","(+/-1,912)"
Sex and Age,85 years and over,"16,996","(+/-1,627)"
Sex and Age,Median age (years),43.2,(+/-0.3)
Sex and Age,18 years and over,"631,748","(+/-1,095)"
Sex and Age,65 years and over,"174,270","(+/-1,191)"
Race,Total population,"785,649","(+/-1,116)"
Race,One race,"744,892","(+/-5,003)"
Race,White,"680,964","(+/-2,886)"
Race,Black or African American,"41,450","(+/-3,283)"
Race,American Indian and Alaska Native,779,(+/-486)
Race,Asian,"10,941","(+/-1,052)"
Race,Native Hawaiian and Other Pacific Islander,447,(+/-417)
Race,Some other race,"10,311","(+/-2,832)"
Race,Two or more races,"40,757","(+/-4,647)"
Hispanic or Latino and Race,Total population,"785,649","(+/-1,116)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"29,248",(+/-509)
Hispanic or Latino and Race,Mexican,"12,052","(+/-2,679)"
Hispanic or Latino and Race,Puerto Rican,"10,703","(+/-2,603)"
Hispanic or Latino and Race,Cuban,"1,660","(+/-1,455)"
Hispanic or Latino and Race,Other Hispanic or Latino,"4,833","(+/-1,448)"
Hispanic or Latino and Race,Not Hispanic or Latino,"756,401","(+/-1,038)"
Place of Birth,Total population,"785,649","(+/-1,116)"
Place of Birth,Native,"758,699","(+/-3,662)"
Place of Birth,Born in United States,"752,632","(+/-3,747)"
Place of Birth,State of residence,"608,184","(+/-7,588)"
Place of Birth,Different state,"144,448","(+/-6,787)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","6,067","(+/-1,571)"
Place of Birth,Foreign-born,"26,950","(+/-3,493)"
Ancestry,Total population,"785,649","(+/-1,116)"
Ancestry,American,"55,512","(+/-6,348)"
Ancestry,Arab,"5,520","(+/-2,278)"
Ancestry,Czech,"6,276","(+/-1,514)"
Ancestry,Danish,801,(+/-444)
Ancestry,Dutch,"4,222","(+/-1,221)"
Ancestry,English,"87,661","(+/-5,947)"
Ancestry,French (except Basque),"11,701","(+/-1,991)"
Ancestry,French Canadian,"1,154",(+/-511)
Ancestry,German,"152,853","(+/-7,873)"
Ancestry,Greek,"5,645","(+/-2,264)"
Ancestry,Hungarian,"22,582","(+/-3,175)"
Ancestry,Irish,"114,727","(+/-7,880)"
Ancestry,Italian,"91,418","(+/-6,383)"
Ancestry,Lithuanian,"4,472","(+/-1,798)"
Ancestry,Norwegian,"3,068",(+/-997)
Ancestry,Polish,"40,577","(+/-4,824)"
Ancestry,Portuguese,910,(+/-592)
Ancestry,Russian,"4,081",(+/-876)
Ancestry,Scotch-Irish,"5,917","(+/-1,337)"
Ancestry,Scottish,"20,371","(+/-2,968)"
Ancestry,Slovak,"14,519","(+/-3,129)"
Ancestry,Subsaharan African,"2,076","(+/-1,125)"
Ancestry,Swedish,"6,482","(+/-1,913)"
Ancestry,Swiss,"3,497","(+/-1,460)"
Ancestry,Ukrainian,"4,294","(+/-1,931)"
Ancestry,Welsh,"6,702","(+/-1,662)"
Ancestry,West Indian (excluding Hispanic origin groups),"1,303",(+/-774)
Veteran Status,Civilian population 18 years and over,"631,144","(+/-1,330)"
Veteran Status,Civilian veterans,"41,585","(+/-3,484)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"774,298","(+/-1,380)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"107,661","(+/-5,818)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"153,885",(+/-589)
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"7,639","(+/-1,891)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"451,592","(+/-1,659)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"52,047","(+/-3,577)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"168,821","(+/-1,198)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"47,975","(+/-3,386)"
Residence 1 Year Ago,Population 1 year and over,"779,597","(+/-1,650)"
Residence 1 Year Ago,Same house,"697,169","(+/-7,956)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"82,428","(+/-7,678)"
Residence 1 Year Ago,Different house in the U.S.,"79,272","(+/-7,691)"
Residence 1 Year Ago,Same county,"40,521","(+/-5,203)"
Residence 1 Year Ago,Different county,"38,751","(+/-5,759)"
Residence 1 Year Ago,Same state,"30,197","(+/-5,238)"
Residence 1 Year Ago,Different state,"8,554","(+/-2,312)"
Residence 1 Year Ago,Abroad,"3,156","(+/-1,588)"
