Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"836,356","(+/-12,185)"
Sex and Age,Male,"409,055","(+/-6,793)"
Sex and Age,Female,"427,301","(+/-7,597)"
Sex and Age,Under 5 years,"49,511","(+/-2,707)"
Sex and Age,5 to 9 years,"56,766","(+/-3,619)"
Sex and Age,10 to 14 years,"56,663","(+/-3,996)"
Sex and Age,15 to 19 years,"54,893","(+/-2,577)"
Sex and Age,20 to 24 years,"52,439","(+/-2,961)"
Sex and Age,25 to 34 years,"115,428","(+/-3,923)"
Sex and Age,35 to 44 years,"117,972","(+/-3,435)"
Sex and Age,45 to 54 years,"98,158","(+/-2,740)"
Sex and Age,55 to 59 years,"45,441","(+/-2,768)"
Sex and Age,60 to 64 years,"51,533","(+/-3,040)"
Sex and Age,65 to 74 years,"82,192","(+/-2,285)"
Sex and Age,75 to 84 years,"41,683","(+/-1,959)"
Sex and Age,85 years and over,"13,677","(+/-1,511)"
Sex and Age,Median age (years),37.7,(+/-0.5)
Sex and Age,18 years and over,"637,294","(+/-8,403)"
Sex and Age,65 years and over,"137,552","(+/-2,884)"
Race,Total population,"836,356","(+/-12,185)"
Race,One race,"721,971","(+/-11,693)"
Race,White,"541,369","(+/-8,732)"
Race,Black or African American,"86,760","(+/-6,227)"
Race,American Indian and Alaska Native,"29,093","(+/-2,738)"
Race,Asian,"29,481","(+/-3,152)"
Race,Native Hawaiian and Other Pacific Islander,445,(+/-322)
Race,Some other race,"34,823","(+/-5,606)"
Race,Two or more races,"114,385","(+/-8,739)"
Hispanic or Latino and Race,Total population,"836,356","(+/-12,185)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"99,611","(+/-9,513)"
Hispanic or Latino and Race,Mexican,"68,952","(+/-8,285)"
Hispanic or Latino and Race,Puerto Rican,"4,090","(+/-2,281)"
Hispanic or Latino and Race,Cuban,655,(+/-467)
Hispanic or Latino and Race,Other Hispanic or Latino,"25,914","(+/-6,083)"
Hispanic or Latino and Race,Not Hispanic or Latino,"736,745","(+/-9,193)"
Place of Birth,Total population,"836,356","(+/-12,185)"
Place of Birth,Native,"775,717","(+/-11,669)"
Place of Birth,Born in United States,"765,801","(+/-11,439)"
Place of Birth,State of residence,"498,500","(+/-10,322)"
Place of Birth,Different state,"267,301","(+/-10,588)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","9,916","(+/-2,449)"
Place of Birth,Foreign-born,"60,639","(+/-5,623)"
Ancestry,Total population,"836,356","(+/-12,185)"
Ancestry,American,"59,945","(+/-7,344)"
Ancestry,Arab,"4,635","(+/-2,522)"
Ancestry,Czech,"5,010","(+/-1,523)"
Ancestry,Danish,"1,952",(+/-861)
Ancestry,Dutch,"8,120","(+/-3,746)"
Ancestry,English,"110,558","(+/-7,564)"
Ancestry,French (except Basque),"11,846","(+/-1,728)"
Ancestry,French Canadian,"1,341",(+/-568)
Ancestry,German,"97,911","(+/-5,972)"
Ancestry,Greek,"1,800",(+/-817)
Ancestry,Hungarian,"1,374",(+/-731)
Ancestry,Irish,"77,851","(+/-5,555)"
Ancestry,Italian,"16,001","(+/-2,319)"
Ancestry,Lithuanian,"1,016",(+/-615)
Ancestry,Norwegian,"5,058","(+/-1,286)"
Ancestry,Polish,"7,361","(+/-1,937)"
Ancestry,Portuguese,616,(+/-319)
Ancestry,Russian,"2,198",(+/-890)
Ancestry,Scotch-Irish,"12,579","(+/-2,685)"
Ancestry,Scottish,"23,367","(+/-3,419)"
Ancestry,Slovak,361,(+/-301)
Ancestry,Subsaharan African,"10,406","(+/-3,383)"
Ancestry,Swedish,"5,447","(+/-1,680)"
Ancestry,Swiss,"1,495",(+/-676)
Ancestry,Ukrainian,"1,143",(+/-571)
Ancestry,Welsh,"3,716",(+/-907)
Ancestry,West Indian (excluding Hispanic origin groups),"1,329",(+/-631)
Veteran Status,Civilian population 18 years and over,"635,238","(+/-8,259)"
Veteran Status,Civilian veterans,"48,381","(+/-3,501)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"825,376","(+/-12,052)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"135,692","(+/-5,440)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"198,889","(+/-5,673)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"14,887","(+/-2,385)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"492,561","(+/-7,726)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"68,634","(+/-3,821)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"133,926","(+/-2,903)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"52,171","(+/-2,800)"
Residence 1 Year Ago,Population 1 year and over,"826,004","(+/-11,879)"
Residence 1 Year Ago,Same house,"706,524","(+/-13,666)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"119,480","(+/-9,634)"
Residence 1 Year Ago,Different house in the U.S.,"113,787","(+/-8,990)"
Residence 1 Year Ago,Same county,"61,366","(+/-8,391)"
Residence 1 Year Ago,Different county,"52,421","(+/-5,801)"
Residence 1 Year Ago,Same state,"27,563","(+/-3,864)"
Residence 1 Year Ago,Different state,"24,858","(+/-4,678)"
Residence 1 Year Ago,Abroad,"5,693","(+/-2,343)"
