Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"716,626","(+/-11,339)"
Sex and Age,Male,"362,657","(+/-7,597)"
Sex and Age,Female,"353,969","(+/-6,086)"
Sex and Age,Under 5 years,"31,013","(+/-2,139)"
Sex and Age,5 to 9 years,"34,765","(+/-3,029)"
Sex and Age,10 to 14 years,"39,898","(+/-2,870)"
Sex and Age,15 to 19 years,"38,120","(+/-2,138)"
Sex and Age,20 to 24 years,"45,067","(+/-3,085)"
Sex and Age,25 to 34 years,"111,560","(+/-5,053)"
Sex and Age,35 to 44 years,"116,635","(+/-5,310)"
Sex and Age,45 to 54 years,"97,372","(+/-4,408)"
Sex and Age,55 to 59 years,"40,045","(+/-2,826)"
Sex and Age,60 to 64 years,"43,203","(+/-3,210)"
Sex and Age,65 to 74 years,"68,542","(+/-2,757)"
Sex and Age,75 to 84 years,"39,448","(+/-2,221)"
Sex and Age,85 years and over,"10,958","(+/-1,729)"
Sex and Age,Median age (years),39.7,(+/-0.6)
Sex and Age,18 years and over,"585,732","(+/-8,632)"
Sex and Age,65 years and over,"118,948","(+/-3,670)"
Race,Total population,"716,626","(+/-11,339)"
Race,One race,"627,085","(+/-12,108)"
Race,White,"473,000","(+/-11,052)"
Race,Black or African American,"16,472","(+/-2,446)"
Race,American Indian and Alaska Native,"5,135","(+/-1,965)"
Race,Asian,"79,887","(+/-4,132)"
Race,Native Hawaiian and Other Pacific Islander,"2,703","(+/-1,326)"
Race,Some other race,"49,888","(+/-6,134)"
Race,Two or more races,"89,541","(+/-6,259)"
Hispanic or Latino and Race,Total population,"716,626","(+/-11,339)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"116,583","(+/-4,986)"
Hispanic or Latino and Race,Mexican,"75,389","(+/-7,181)"
Hispanic or Latino and Race,Puerto Rican,"4,474","(+/-1,797)"
Hispanic or Latino and Race,Cuban,"1,211",(+/-638)
Hispanic or Latino and Race,Other Hispanic or Latino,"35,509","(+/-5,420)"
Hispanic or Latino and Race,Not Hispanic or Latino,"600,043","(+/-10,552)"
Place of Birth,Total population,"716,626","(+/-11,339)"
Place of Birth,Native,"602,401","(+/-10,833)"
Place of Birth,Born in United States,"588,970","(+/-11,062)"
Place of Birth,State of residence,"283,702","(+/-10,828)"
Place of Birth,Different state,"305,268","(+/-9,609)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","13,431","(+/-2,291)"
Place of Birth,Foreign-born,"114,225","(+/-6,235)"
Ancestry,Total population,"716,626","(+/-11,339)"
Ancestry,American,"24,697","(+/-3,641)"
Ancestry,Arab,"6,529","(+/-2,580)"
Ancestry,Czech,"3,548","(+/-1,193)"
Ancestry,Danish,"3,695",(+/-859)
Ancestry,Dutch,"13,400","(+/-3,729)"
Ancestry,English,"93,088","(+/-6,567)"
Ancestry,French (except Basque),"15,735","(+/-2,602)"
Ancestry,French Canadian,"4,241","(+/-1,045)"
Ancestry,German,"97,236","(+/-6,540)"
Ancestry,Greek,"1,648",(+/-790)
Ancestry,Hungarian,"2,717","(+/-1,090)"
Ancestry,Irish,"77,323","(+/-6,039)"
Ancestry,Italian,"24,599","(+/-3,298)"
Ancestry,Lithuanian,"1,141",(+/-566)
Ancestry,Norwegian,"23,194","(+/-4,279)"
Ancestry,Polish,"14,682","(+/-2,516)"
Ancestry,Portuguese,"4,626","(+/-1,710)"
Ancestry,Russian,"6,980","(+/-2,750)"
Ancestry,Scotch-Irish,"7,093","(+/-1,585)"
Ancestry,Scottish,"26,320","(+/-3,038)"
Ancestry,Slovak,400,(+/-277)
Ancestry,Subsaharan African,"6,105","(+/-1,897)"
Ancestry,Swedish,"18,493","(+/-3,690)"
Ancestry,Swiss,"4,644","(+/-1,019)"
Ancestry,Ukrainian,"3,809","(+/-1,428)"
Ancestry,Welsh,"5,914","(+/-1,533)"
Ancestry,West Indian (excluding Hispanic origin groups),"1,867",(+/-896)
Veteran Status,Civilian population 18 years and over,"585,167","(+/-8,572)"
Veteran Status,Civilian veterans,"32,700","(+/-2,865)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"711,620","(+/-11,256)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"101,544","(+/-7,033)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"130,596","(+/-4,875)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"9,128","(+/-2,394)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"464,253","(+/-8,213)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"56,746","(+/-5,220)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"116,771","(+/-3,657)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"35,670","(+/-2,470)"
Residence 1 Year Ago,Population 1 year and over,"710,466","(+/-11,117)"
Residence 1 Year Ago,Same house,"614,358","(+/-11,693)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"96,108","(+/-7,919)"
Residence 1 Year Ago,Different house in the U.S.,"90,405","(+/-7,989)"
Residence 1 Year Ago,Same county,"51,378","(+/-6,494)"
Residence 1 Year Ago,Different county,"39,027","(+/-4,482)"
Residence 1 Year Ago,Same state,"17,460","(+/-2,860)"
Residence 1 Year Ago,Different state,"21,567","(+/-3,068)"
Residence 1 Year Ago,Abroad,"5,703","(+/-2,150)"
