Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"773,214","(+/-6,890)"
Sex and Age,Male,"376,411","(+/-4,037)"
Sex and Age,Female,"396,803","(+/-4,692)"
Sex and Age,Under 5 years,"43,086","(+/-2,608)"
Sex and Age,5 to 9 years,"50,311","(+/-4,347)"
Sex and Age,10 to 14 years,"47,886","(+/-4,625)"
Sex and Age,15 to 19 years,"49,139","(+/-2,517)"
Sex and Age,20 to 24 years,"54,004","(+/-2,532)"
Sex and Age,25 to 34 years,"102,509","(+/-2,961)"
Sex and Age,35 to 44 years,"101,113","(+/-2,896)"
Sex and Age,45 to 54 years,"90,597","(+/-2,641)"
Sex and Age,55 to 59 years,"43,238","(+/-3,259)"
Sex and Age,60 to 64 years,"49,916","(+/-3,193)"
Sex and Age,65 to 74 years,"82,466","(+/-1,515)"
Sex and Age,75 to 84 years,"44,701","(+/-1,922)"
Sex and Age,85 years and over,"14,248","(+/-1,673)"
Sex and Age,Median age (years),38.7,(+/-0.5)
Sex and Age,18 years and over,"602,416","(+/-4,089)"
Sex and Age,65 years and over,"141,415","(+/-1,849)"
Race,Total population,"773,214","(+/-6,890)"
Race,One race,"718,851","(+/-8,322)"
Race,White,"528,344","(+/-4,529)"
Race,Black or African American,"156,629","(+/-7,245)"
Race,American Indian and Alaska Native,"2,401","(+/-1,082)"
Race,Asian,"11,192","(+/-1,791)"
Race,Native Hawaiian and Other Pacific Islander,442,(+/-440)
Race,Some other race,"19,843","(+/-3,825)"
Race,Two or more races,"54,363","(+/-5,914)"
Hispanic or Latino and Race,Total population,"773,214","(+/-6,890)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"53,401","(+/-2,322)"
Hispanic or Latino and Race,Mexican,"36,038","(+/-3,954)"
Hispanic or Latino and Race,Puerto Rican,"2,251","(+/-1,404)"
Hispanic or Latino and Race,Cuban,545,(+/-427)
Hispanic or Latino and Race,Other Hispanic or Latino,"14,567","(+/-3,820)"
Hispanic or Latino and Race,Not Hispanic or Latino,"719,813","(+/-6,379)"
Place of Birth,Total population,"773,214","(+/-6,890)"
Place of Birth,Native,"732,054","(+/-8,327)"
Place of Birth,Born in United States,"724,558","(+/-8,455)"
Place of Birth,State of residence,"492,780","(+/-12,570)"
Place of Birth,Different state,"231,778","(+/-10,437)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","7,496","(+/-1,823)"
Place of Birth,Foreign-born,"41,160","(+/-5,478)"
Ancestry,Total population,"773,214","(+/-6,890)"
Ancestry,American,"48,872","(+/-5,295)"
Ancestry,Arab,"4,378","(+/-3,068)"
Ancestry,Czech,"1,837",(+/-824)
Ancestry,Danish,858,(+/-552)
Ancestry,Dutch,"3,227",(+/-894)
Ancestry,English,"96,152","(+/-8,019)"
Ancestry,French (except Basque),"12,349","(+/-2,182)"
Ancestry,French Canadian,"2,364","(+/-1,359)"
Ancestry,German,"65,525","(+/-6,164)"
Ancestry,Greek,"1,160",(+/-799)
Ancestry,Hungarian,746,(+/-619)
Ancestry,Irish,"62,877","(+/-5,814)"
Ancestry,Italian,"9,168","(+/-1,887)"
Ancestry,Lithuanian,506,(+/-572)
Ancestry,Norwegian,"4,835","(+/-1,775)"
Ancestry,Polish,"3,971","(+/-1,035)"
Ancestry,Portuguese,"1,341","(+/-1,240)"
Ancestry,Russian,"1,324",(+/-900)
Ancestry,Scotch-Irish,"8,880","(+/-2,131)"
Ancestry,Scottish,"19,093","(+/-3,099)"
Ancestry,Slovak,193,(+/-241)
Ancestry,Subsaharan African,"14,738","(+/-4,712)"
Ancestry,Swedish,"2,465",(+/-993)
Ancestry,Swiss,"1,341",(+/-590)
Ancestry,Ukrainian,0,(+/-213)
Ancestry,Welsh,"3,262","(+/-1,342)"
Ancestry,West Indian (excluding Hispanic origin groups),"2,474","(+/-1,540)"
Veteran Status,Civilian population 18 years and over,"599,328","(+/-4,189)"
Veteran Status,Civilian veterans,"47,790","(+/-3,431)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"762,422","(+/-6,868)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"131,891","(+/-7,571)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"170,429","(+/-4,350)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"13,642","(+/-3,034)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"453,823","(+/-3,830)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"67,915","(+/-5,561)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"138,170","(+/-1,828)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"50,334","(+/-2,792)"
Residence 1 Year Ago,Population 1 year and over,"765,627","(+/-6,859)"
Residence 1 Year Ago,Same house,"665,886","(+/-11,224)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"99,741","(+/-9,287)"
Residence 1 Year Ago,Different house in the U.S.,"96,255","(+/-8,838)"
Residence 1 Year Ago,Same county,"55,098","(+/-7,429)"
Residence 1 Year Ago,Different county,"41,157","(+/-4,987)"
Residence 1 Year Ago,Same state,"27,245","(+/-3,849)"
Residence 1 Year Ago,Different state,"13,912","(+/-3,272)"
Residence 1 Year Ago,Abroad,"3,486","(+/-1,895)"
