Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"746,020","(+/-4,022)"
Sex and Age,Male,"371,776","(+/-3,083)"
Sex and Age,Female,"374,244","(+/-2,566)"
Sex and Age,Under 5 years,"40,521","(+/-1,086)"
Sex and Age,5 to 9 years,"47,568","(+/-3,302)"
Sex and Age,10 to 14 years,"55,940","(+/-3,093)"
Sex and Age,15 to 19 years,"52,050","(+/-1,875)"
Sex and Age,20 to 24 years,"47,744","(+/-2,490)"
Sex and Age,25 to 34 years,"91,169","(+/-3,146)"
Sex and Age,35 to 44 years,"106,721","(+/-2,188)"
Sex and Age,45 to 54 years,"91,851","(+/-1,959)"
Sex and Age,55 to 59 years,"44,613","(+/-2,742)"
Sex and Age,60 to 64 years,"50,004","(+/-2,429)"
Sex and Age,65 to 74 years,"70,993","(+/-1,949)"
Sex and Age,75 to 84 years,"37,091","(+/-1,603)"
Sex and Age,85 years and over,"9,755","(+/-1,438)"
Sex and Age,Median age (years),38.6,(+/-0.4)
Sex and Age,18 years and over,"569,135","(+/-2,999)"
Sex and Age,65 years and over,"117,839","(+/-2,174)"
Race,Total population,"746,020","(+/-4,022)"
Race,One race,"691,531","(+/-6,562)"
Race,White,"548,179","(+/-5,499)"
Race,Black or African American,"64,135","(+/-4,057)"
Race,American Indian and Alaska Native,"2,538","(+/-1,155)"
Race,Asian,"47,050","(+/-3,552)"
Race,Native Hawaiian and Other Pacific Islander,376,(+/-145)
Race,Some other race,"29,253","(+/-3,378)"
Race,Two or more races,"54,489","(+/-5,198)"
Hispanic or Latino and Race,Total population,"746,020","(+/-4,022)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"63,948","(+/-3,278)"
Hispanic or Latino and Race,Mexican,"37,024","(+/-4,995)"
Hispanic or Latino and Race,Puerto Rican,"3,396","(+/-1,597)"
Hispanic or Latino and Race,Cuban,640,(+/-466)
Hispanic or Latino and Race,Other Hispanic or Latino,"22,888","(+/-4,125)"
Hispanic or Latino and Race,Not Hispanic or Latino,"682,072","(+/-4,568)"
Place of Birth,Total population,"746,020","(+/-4,022)"
Place of Birth,Native,"659,122","(+/-5,776)"
Place of Birth,Born in United States,"648,656","(+/-6,380)"
Place of Birth,State of residence,"481,296","(+/-7,981)"
Place of Birth,Different state,"167,360","(+/-6,701)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","10,466","(+/-3,232)"
Place of Birth,Foreign-born,"86,898","(+/-4,475)"
Ancestry,Total population,"746,020","(+/-4,022)"
Ancestry,American,"24,477","(+/-3,731)"
Ancestry,Arab,"2,726","(+/-1,537)"
Ancestry,Czech,"14,591","(+/-2,573)"
Ancestry,Danish,"6,430","(+/-1,814)"
Ancestry,Dutch,"8,613","(+/-1,663)"
Ancestry,English,"46,630","(+/-4,373)"
Ancestry,French (except Basque),"21,175","(+/-2,983)"
Ancestry,French Canadian,"4,498","(+/-1,321)"
Ancestry,German,"209,195","(+/-8,036)"
Ancestry,Greek,"1,969",(+/-997)
Ancestry,Hungarian,"2,358",(+/-933)
Ancestry,Irish,"81,534","(+/-6,329)"
Ancestry,Italian,"19,048","(+/-3,083)"
Ancestry,Lithuanian,"1,174",(+/-859)
Ancestry,Norwegian,"73,966","(+/-5,434)"
Ancestry,Polish,"23,695","(+/-3,352)"
Ancestry,Portuguese,552,(+/-525)
Ancestry,Russian,"6,067","(+/-2,316)"
Ancestry,Scotch-Irish,"2,807",(+/-977)
Ancestry,Scottish,"9,949","(+/-1,963)"
Ancestry,Slovak,754,(+/-428)
Ancestry,Subsaharan African,"32,567","(+/-5,024)"
Ancestry,Swedish,"34,903","(+/-3,944)"
Ancestry,Swiss,"1,303",(+/-506)
Ancestry,Ukrainian,"2,932","(+/-1,202)"
Ancestry,Welsh,"2,819","(+/-1,044)"
Ancestry,West Indian (excluding Hispanic origin groups),"2,733","(+/-1,591)"
Veteran Status,Civilian population 18 years and over,"568,763","(+/-3,006)"
Veteran Status,Civilian veterans,"30,041","(+/-2,987)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"741,867","(+/-4,053)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"73,586","(+/-4,507)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"176,852","(+/-2,498)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"8,651","(+/-1,749)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"449,592","(+/-2,952)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"37,400","(+/-3,646)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"115,423","(+/-2,164)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"27,535","(+/-2,437)"
Residence 1 Year Ago,Population 1 year and over,"738,748","(+/-4,297)"
Residence 1 Year Ago,Same house,"667,367","(+/-7,641)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"71,381","(+/-7,584)"
Residence 1 Year Ago,Different house in the U.S.,"65,284","(+/-7,527)"
Residence 1 Year Ago,Same county,"26,810","(+/-4,890)"
Residence 1 Year Ago,Different county,"38,474","(+/-5,639)"
Residence 1 Year Ago,Same state,"26,854","(+/-4,951)"
Residence 1 Year Ago,Different state,"11,620","(+/-3,348)"
Residence 1 Year Ago,Abroad,"6,097","(+/-2,221)"
