Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"772,342","(+/-13,082)"
Sex and Age,Male,"382,507","(+/-7,830)"
Sex and Age,Female,"389,835","(+/-8,369)"
Sex and Age,Under 5 years,"47,261","(+/-3,461)"
Sex and Age,5 to 9 years,"44,346","(+/-3,963)"
Sex and Age,10 to 14 years,"50,904","(+/-4,299)"
Sex and Age,15 to 19 years,"46,062","(+/-2,886)"
Sex and Age,20 to 24 years,"49,723","(+/-3,818)"
Sex and Age,25 to 34 years,"103,462","(+/-4,310)"
Sex and Age,35 to 44 years,"106,768","(+/-4,869)"
Sex and Age,45 to 54 years,"93,460","(+/-4,760)"
Sex and Age,55 to 59 years,"54,777","(+/-4,119)"
Sex and Age,60 to 64 years,"46,544","(+/-3,713)"
Sex and Age,65 to 74 years,"74,427","(+/-4,442)"
Sex and Age,75 to 84 years,"39,084","(+/-2,668)"
Sex and Age,85 years and over,"15,524","(+/-2,097)"
Sex and Age,Median age (years),38.8,(+/-0.7)
Sex and Age,18 years and over,"601,094","(+/-10,058)"
Sex and Age,65 years and over,"129,035","(+/-4,660)"
Race,Total population,"772,342","(+/-13,082)"
Race,One race,"608,647","(+/-15,539)"
Race,White,"309,354","(+/-12,997)"
Race,Black or African American,"65,820","(+/-4,447)"
Race,American Indian and Alaska Native,"3,365","(+/-1,506)"
Race,Asian,"65,621","(+/-6,296)"
Race,Native Hawaiian and Other Pacific Islander,336,(+/-311)
Race,Some other race,"164,151","(+/-10,004)"
Race,Two or more races,"163,695","(+/-10,123)"
Hispanic or Latino and Race,Total population,"772,342","(+/-13,082)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"347,596","(+/-8,604)"
Hispanic or Latino and Race,Mexican,"49,169","(+/-7,543)"
Hispanic or Latino and Race,Puerto Rican,"48,996","(+/-6,551)"
Hispanic or Latino and Race,Cuban,"9,829","(+/-2,205)"
Hispanic or Latino and Race,Other Hispanic or Latino,"239,602","(+/-9,805)"
Hispanic or Latino and Race,Not Hispanic or Latino,"424,746","(+/-13,174)"
Place of Birth,Total population,"772,342","(+/-13,082)"
Place of Birth,Native,"468,680","(+/-13,881)"
Place of Birth,Born in United States,"446,559","(+/-13,807)"
Place of Birth,State of residence,"354,891","(+/-13,282)"
Place of Birth,Different state,"91,668","(+/-6,381)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","22,121","(+/-3,490)"
Place of Birth,Foreign-born,"303,662","(+/-10,647)"
Ancestry,Total population,"772,342","(+/-13,082)"
Ancestry,American,"26,949","(+/-4,770)"
Ancestry,Arab,"19,375","(+/-4,457)"
Ancestry,Czech,"1,122",(+/-667)
Ancestry,Danish,258,(+/-225)
Ancestry,Dutch,"4,564","(+/-1,393)"
Ancestry,English,"10,957","(+/-1,892)"
Ancestry,French (except Basque),"3,248","(+/-1,327)"
Ancestry,French Canadian,566,(+/-437)
Ancestry,German,"26,196","(+/-3,171)"
Ancestry,Greek,"5,839","(+/-2,476)"
Ancestry,Hungarian,"5,113","(+/-2,113)"
Ancestry,Irish,"45,825","(+/-5,116)"
Ancestry,Italian,"79,960","(+/-7,103)"
Ancestry,Lithuanian,"1,120",(+/-788)
Ancestry,Norwegian,686,(+/-422)
Ancestry,Polish,"39,696","(+/-5,173)"
Ancestry,Portuguese,"5,901","(+/-2,068)"
Ancestry,Russian,"6,125","(+/-2,252)"
Ancestry,Scotch-Irish,938,(+/-537)
Ancestry,Scottish,"5,304","(+/-1,472)"
Ancestry,Slovak,"1,609",(+/-906)
Ancestry,Subsaharan African,"5,879","(+/-2,587)"
Ancestry,Swedish,"1,598",(+/-914)
Ancestry,Swiss,"1,005",(+/-520)
Ancestry,Ukrainian,"2,419",(+/-998)
Ancestry,Welsh,688,(+/-468)
Ancestry,West Indian (excluding Hispanic origin groups),"18,500","(+/-4,908)"
Veteran Status,Civilian population 18 years and over,"600,947","(+/-10,071)"
Veteran Status,Civilian veterans,"10,959","(+/-1,727)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"769,822","(+/-13,149)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"79,418","(+/-4,563)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"171,223","(+/-6,594)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"6,793","(+/-1,514)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"471,123","(+/-9,287)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"35,515","(+/-3,247)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"127,476","(+/-4,641)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"37,110","(+/-2,904)"
Residence 1 Year Ago,Population 1 year and over,"764,985","(+/-13,013)"
Residence 1 Year Ago,Same house,"704,681","(+/-14,053)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"60,304","(+/-6,441)"
Residence 1 Year Ago,Different house in the U.S.,"51,452","(+/-6,290)"
Residence 1 Year Ago,Same county,"28,542","(+/-4,530)"
Residence 1 Year Ago,Different county,"22,910","(+/-4,386)"
Residence 1 Year Ago,Same state,"12,920","(+/-2,928)"
Residence 1 Year Ago,Different state,"9,990","(+/-3,428)"
Residence 1 Year Ago,Abroad,"8,852","(+/-2,234)"
