Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"749,775","(+/-6,968)"
Sex and Age,Male,"372,493","(+/-5,100)"
Sex and Age,Female,"377,282","(+/-4,649)"
Sex and Age,Under 5 years,"38,818","(+/-1,873)"
Sex and Age,5 to 9 years,"48,260","(+/-3,913)"
Sex and Age,10 to 14 years,"46,516","(+/-3,594)"
Sex and Age,15 to 19 years,"55,594","(+/-2,560)"
Sex and Age,20 to 24 years,"50,997","(+/-2,201)"
Sex and Age,25 to 34 years,"85,134","(+/-3,877)"
Sex and Age,35 to 44 years,"93,373","(+/-3,805)"
Sex and Age,45 to 54 years,"95,419","(+/-2,630)"
Sex and Age,55 to 59 years,"49,341","(+/-3,759)"
Sex and Age,60 to 64 years,"48,592","(+/-3,490)"
Sex and Age,65 to 74 years,"79,514","(+/-2,923)"
Sex and Age,75 to 84 years,"41,611","(+/-2,454)"
Sex and Age,85 years and over,"16,606","(+/-2,419)"
Sex and Age,Median age (years),40.1,(+/-0.6)
Sex and Age,18 years and over,"582,288","(+/-5,917)"
Sex and Age,65 years and over,"137,731","(+/-4,270)"
Race,Total population,"749,775","(+/-6,968)"
Race,One race,"663,802","(+/-10,741)"
Race,White,"463,993","(+/-10,355)"
Race,Black or African American,"51,263","(+/-3,678)"
Race,American Indian and Alaska Native,"6,545","(+/-2,827)"
Race,Asian,"61,972","(+/-4,287)"
Race,Native Hawaiian and Other Pacific Islander,539,(+/-474)
Race,Some other race,"79,490","(+/-7,050)"
Race,Two or more races,"85,973","(+/-8,515)"
Hispanic or Latino and Race,Total population,"749,775","(+/-6,968)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"189,470","(+/-5,398)"
Hispanic or Latino and Race,Mexican,"139,168","(+/-9,372)"
Hispanic or Latino and Race,Puerto Rican,"13,835","(+/-3,858)"
Hispanic or Latino and Race,Cuban,"4,345","(+/-1,769)"
Hispanic or Latino and Race,Other Hispanic or Latino,"32,122","(+/-5,854)"
Hispanic or Latino and Race,Not Hispanic or Latino,"560,305","(+/-8,174)"
Place of Birth,Total population,"749,775","(+/-6,968)"
Place of Birth,Native,"599,853","(+/-9,557)"
Place of Birth,Born in United States,"586,396","(+/-9,736)"
Place of Birth,State of residence,"441,628","(+/-10,970)"
Place of Birth,Different state,"144,768","(+/-6,743)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","13,457","(+/-2,517)"
Place of Birth,Foreign-born,"149,922","(+/-7,518)"
Ancestry,Total population,"749,775","(+/-6,968)"
Ancestry,American,"22,625","(+/-2,873)"
Ancestry,Arab,"5,995","(+/-2,344)"
Ancestry,Czech,"3,258","(+/-1,287)"
Ancestry,Danish,"3,068",(+/-868)
Ancestry,Dutch,"4,704","(+/-1,252)"
Ancestry,English,"46,641","(+/-5,338)"
Ancestry,French (except Basque),"9,806","(+/-1,885)"
Ancestry,French Canadian,"1,177",(+/-508)
Ancestry,German,"103,324","(+/-5,968)"
Ancestry,Greek,"8,422","(+/-2,223)"
Ancestry,Hungarian,"3,762","(+/-1,133)"
Ancestry,Irish,"72,611","(+/-6,686)"
Ancestry,Italian,"44,538","(+/-5,514)"
Ancestry,Lithuanian,"3,401",(+/-948)
Ancestry,Norwegian,"10,759","(+/-1,988)"
Ancestry,Polish,"53,186","(+/-4,877)"
Ancestry,Portuguese,822,(+/-587)
Ancestry,Russian,"21,995","(+/-4,447)"
Ancestry,Scotch-Irish,"2,521",(+/-897)
Ancestry,Scottish,"7,525","(+/-1,559)"
Ancestry,Slovak,"1,358",(+/-540)
Ancestry,Subsaharan African,"5,874","(+/-2,310)"
Ancestry,Swedish,"14,957","(+/-2,871)"
Ancestry,Swiss,"1,829",(+/-817)
Ancestry,Ukrainian,"8,919","(+/-2,924)"
Ancestry,Welsh,"1,817",(+/-661)
Ancestry,West Indian (excluding Hispanic origin groups),"2,801","(+/-1,172)"
Veteran Status,Civilian population 18 years and over,"570,418","(+/-6,278)"
Veteran Status,Civilian veterans,"22,256","(+/-2,289)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"730,772","(+/-7,063)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"77,205","(+/-5,359)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"167,351","(+/-4,551)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"5,814","(+/-1,433)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"428,446","(+/-5,715)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"34,288","(+/-3,470)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"134,975","(+/-4,260)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"37,103","(+/-3,137)"
Residence 1 Year Ago,Population 1 year and over,"741,153","(+/-7,229)"
Residence 1 Year Ago,Same house,"672,292","(+/-9,274)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"68,861","(+/-6,083)"
Residence 1 Year Ago,Different house in the U.S.,"60,512","(+/-5,604)"
Residence 1 Year Ago,Same county,"27,102","(+/-4,058)"
Residence 1 Year Ago,Different county,"33,410","(+/-3,961)"
Residence 1 Year Ago,Same state,"15,666","(+/-3,538)"
Residence 1 Year Ago,Different state,"17,744","(+/-2,556)"
Residence 1 Year Ago,Abroad,"8,349","(+/-3,615)"
