Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"813,289","(+/-19,752)"
Sex and Age,Male,"402,291","(+/-11,466)"
Sex and Age,Female,"410,998","(+/-11,194)"
Sex and Age,Under 5 years,"44,141","(+/-3,941)"
Sex and Age,5 to 9 years,"47,961","(+/-4,078)"
Sex and Age,10 to 14 years,"54,139","(+/-4,273)"
Sex and Age,15 to 19 years,"63,995","(+/-4,305)"
Sex and Age,20 to 24 years,"79,520","(+/-6,071)"
Sex and Age,25 to 34 years,"123,035","(+/-7,194)"
Sex and Age,35 to 44 years,"99,194","(+/-5,891)"
Sex and Age,45 to 54 years,"89,007","(+/-5,171)"
Sex and Age,55 to 59 years,"39,016","(+/-3,803)"
Sex and Age,60 to 64 years,"46,678","(+/-4,009)"
Sex and Age,65 to 74 years,"72,472","(+/-3,492)"
Sex and Age,75 to 84 years,"41,501","(+/-2,629)"
Sex and Age,85 years and over,"12,630","(+/-1,875)"
Sex and Age,Median age (years),34.4,(+/-0.7)
Sex and Age,18 years and over,"633,255","(+/-13,789)"
Sex and Age,65 years and over,"126,603","(+/-4,554)"
Race,Total population,"813,289","(+/-19,752)"
Race,One race,"528,947","(+/-20,587)"
Race,White,"303,912","(+/-16,143)"
Race,Black or African American,"32,666","(+/-6,594)"
Race,American Indian and Alaska Native,"30,308","(+/-4,522)"
Race,Asian,"20,603","(+/-4,822)"
Race,Native Hawaiian and Other Pacific Islander,"2,875","(+/-2,139)"
Race,Some other race,"138,583","(+/-13,074)"
Race,Two or more races,"284,342","(+/-18,153)"
Hispanic or Latino and Race,Total population,"813,289","(+/-19,752)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"493,716","(+/-16,879)"
Hispanic or Latino and Race,Mexican,"452,068","(+/-16,795)"
Hispanic or Latino and Race,Puerto Rican,"8,534","(+/-3,086)"
Hispanic or Latino and Race,Cuban,"2,246","(+/-2,003)"
Hispanic or Latino and Race,Other Hispanic or Latino,"30,868","(+/-6,262)"
Hispanic or Latino and Race,Not Hispanic or Latino,"319,573","(+/-12,845)"
Place of Birth,Total population,"813,289","(+/-19,752)"
Place of Birth,Native,"648,483","(+/-20,884)"
Place of Birth,Born in United States,"634,257","(+/-20,996)"
Place of Birth,State of residence,"389,927","(+/-15,841)"
Place of Birth,Different state,"244,330","(+/-12,124)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","14,226","(+/-3,076)"
Place of Birth,Foreign-born,"164,806","(+/-10,562)"
Ancestry,Total population,"813,289","(+/-19,752)"
Ancestry,American,"21,304","(+/-4,033)"
Ancestry,Arab,"3,629","(+/-1,603)"
Ancestry,Czech,634,(+/-308)
Ancestry,Danish,"1,575",(+/-592)
Ancestry,Dutch,"4,111","(+/-1,117)"
Ancestry,English,"43,185","(+/-4,775)"
Ancestry,French (except Basque),"8,989","(+/-2,364)"
Ancestry,French Canadian,"2,381","(+/-1,056)"
Ancestry,German,"51,928","(+/-5,348)"
Ancestry,Greek,"2,297",(+/-872)
Ancestry,Hungarian,"1,663",(+/-972)
Ancestry,Irish,"44,220","(+/-4,935)"
Ancestry,Italian,"15,636","(+/-3,133)"
Ancestry,Lithuanian,606,(+/-360)
Ancestry,Norwegian,"5,539","(+/-1,745)"
Ancestry,Polish,"10,978","(+/-2,922)"
Ancestry,Portuguese,"1,446",(+/-825)
Ancestry,Russian,"3,336","(+/-1,673)"
Ancestry,Scotch-Irish,"4,286","(+/-1,541)"
Ancestry,Scottish,"11,504","(+/-2,027)"
Ancestry,Slovak,508,(+/-336)
Ancestry,Subsaharan African,"5,419","(+/-2,849)"
Ancestry,Swedish,"6,240","(+/-2,318)"
Ancestry,Swiss,793,(+/-409)
Ancestry,Ukrainian,"1,818",(+/-690)
Ancestry,Welsh,"1,890",(+/-672)
Ancestry,West Indian (excluding Hispanic origin groups),"2,582","(+/-1,784)"
Veteran Status,Civilian population 18 years and over,"630,839","(+/-13,671)"
Veteran Status,Civilian veterans,"37,424","(+/-3,363)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"791,833","(+/-19,566)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"113,646","(+/-5,590)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"179,900","(+/-9,835)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"10,786","(+/-2,218)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"487,560","(+/-13,217)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"61,357","(+/-5,069)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"124,373","(+/-4,574)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"41,503","(+/-3,461)"
Residence 1 Year Ago,Population 1 year and over,"805,902","(+/-19,757)"
Residence 1 Year Ago,Same house,"687,110","(+/-17,261)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"118,792","(+/-10,641)"
Residence 1 Year Ago,Different house in the U.S.,"110,444","(+/-11,247)"
Residence 1 Year Ago,Same county,"76,645","(+/-10,210)"
Residence 1 Year Ago,Different county,"33,799","(+/-5,148)"
Residence 1 Year Ago,Same state,"14,557","(+/-2,700)"
Residence 1 Year Ago,Different state,"19,242","(+/-4,568)"
Residence 1 Year Ago,Abroad,"8,348","(+/-4,018)"
