Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"672,915","(+/-6,316)"
Sex and Age,Male,"337,606","(+/-3,805)"
Sex and Age,Female,"335,309","(+/-3,740)"
Sex and Age,Under 5 years,"39,347","(+/-1,630)"
Sex and Age,5 to 9 years,"44,589","(+/-3,045)"
Sex and Age,10 to 14 years,"44,040","(+/-2,789)"
Sex and Age,15 to 19 years,"50,860","(+/-2,098)"
Sex and Age,20 to 24 years,"58,059","(+/-2,014)"
Sex and Age,25 to 34 years,"92,251","(+/-2,940)"
Sex and Age,35 to 44 years,"85,378","(+/-2,709)"
Sex and Age,45 to 54 years,"72,674","(+/-2,409)"
Sex and Age,55 to 59 years,"35,624","(+/-2,291)"
Sex and Age,60 to 64 years,"39,396","(+/-2,403)"
Sex and Age,65 to 74 years,"65,428","(+/-1,720)"
Sex and Age,75 to 84 years,"33,212","(+/-1,510)"
Sex and Age,85 years and over,"12,057","(+/-1,342)"
Sex and Age,Median age (years),35.9,(+/-0.4)
Sex and Age,18 years and over,"516,280","(+/-4,299)"
Sex and Age,65 years and over,"110,697","(+/-1,996)"
Race,Total population,"672,915","(+/-6,316)"
Race,One race,"602,694","(+/-6,634)"
Race,White,"532,635","(+/-5,887)"
Race,Black or African American,"23,116","(+/-2,954)"
Race,American Indian and Alaska Native,"5,555","(+/-2,044)"
Race,Asian,"19,652","(+/-1,917)"
Race,Native Hawaiian and Other Pacific Islander,625,(+/-500)
Race,Some other race,"21,111","(+/-3,875)"
Race,Two or more races,"70,221","(+/-6,349)"
Hispanic or Latino and Race,Total population,"672,915","(+/-6,316)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"85,129","(+/-3,541)"
Hispanic or Latino and Race,Mexican,"51,596","(+/-5,425)"
Hispanic or Latino and Race,Puerto Rican,"2,476","(+/-1,132)"
Hispanic or Latino and Race,Cuban,"6,132","(+/-2,591)"
Hispanic or Latino and Race,Other Hispanic or Latino,"24,925","(+/-5,310)"
Hispanic or Latino and Race,Not Hispanic or Latino,"587,786","(+/-4,661)"
Place of Birth,Total population,"672,915","(+/-6,316)"
Place of Birth,Native,"608,475","(+/-7,422)"
Place of Birth,Born in United States,"599,053","(+/-6,797)"
Place of Birth,State of residence,"423,763","(+/-10,326)"
Place of Birth,Different state,"175,290","(+/-7,708)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","9,422","(+/-2,145)"
Place of Birth,Foreign-born,"64,440","(+/-6,035)"
Ancestry,Total population,"672,915","(+/-6,316)"
Ancestry,American,"21,555","(+/-3,346)"
Ancestry,Arab,"4,652","(+/-2,445)"
Ancestry,Czech,"29,401","(+/-3,161)"
Ancestry,Danish,"10,137","(+/-1,785)"
Ancestry,Dutch,"7,742","(+/-1,431)"
Ancestry,English,"62,647","(+/-5,167)"
Ancestry,French (except Basque),"12,718","(+/-2,597)"
Ancestry,French Canadian,"1,863","(+/-1,203)"
Ancestry,German,"213,301","(+/-8,904)"
Ancestry,Greek,"2,340","(+/-1,127)"
Ancestry,Hungarian,910,(+/-612)
Ancestry,Irish,"75,331","(+/-6,607)"
Ancestry,Italian,"14,670","(+/-2,673)"
Ancestry,Lithuanian,359,(+/-348)
Ancestry,Norwegian,"12,316","(+/-2,313)"
Ancestry,Polish,"20,303","(+/-2,673)"
Ancestry,Portuguese,532,(+/-414)
Ancestry,Russian,"2,379",(+/-867)
Ancestry,Scotch-Irish,"3,734",(+/-869)
Ancestry,Scottish,"9,691","(+/-1,713)"
Ancestry,Slovak,198,(+/-169)
Ancestry,Subsaharan African,"8,503","(+/-2,547)"
Ancestry,Swedish,"17,341","(+/-2,019)"
Ancestry,Swiss,"2,992",(+/-861)
Ancestry,Ukrainian,"2,019","(+/-1,529)"
Ancestry,Welsh,"3,372","(+/-1,110)"
Ancestry,West Indian (excluding Hispanic origin groups),"1,169",(+/-687)
Veteran Status,Civilian population 18 years and over,"511,518","(+/-4,462)"
Veteran Status,Civilian veterans,"38,293","(+/-2,811)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"661,263","(+/-6,319)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"83,396","(+/-4,559)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"156,452","(+/-3,026)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"4,899","(+/-1,204)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"396,935","(+/-4,180)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"43,660","(+/-3,653)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"107,876","(+/-2,077)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"34,837","(+/-2,060)"
Residence 1 Year Ago,Population 1 year and over,"663,505","(+/-6,365)"
Residence 1 Year Ago,Same house,"570,266","(+/-8,307)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"93,239","(+/-6,911)"
Residence 1 Year Ago,Different house in the U.S.,"89,365","(+/-6,555)"
Residence 1 Year Ago,Same county,"49,287","(+/-5,773)"
Residence 1 Year Ago,Different county,"40,078","(+/-4,051)"
Residence 1 Year Ago,Same state,"24,223","(+/-2,932)"
Residence 1 Year Ago,Different state,"15,855","(+/-3,434)"
Residence 1 Year Ago,Abroad,"3,874","(+/-2,044)"
