Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"851,047","(+/-14,449)"
Sex and Age,Male,"425,810","(+/-9,340)"
Sex and Age,Female,"425,237","(+/-9,357)"
Sex and Age,Under 5 years,"39,801","(+/-3,643)"
Sex and Age,5 to 9 years,"41,771","(+/-3,859)"
Sex and Age,10 to 14 years,"48,952","(+/-4,123)"
Sex and Age,15 to 19 years,"47,174","(+/-4,195)"
Sex and Age,20 to 24 years,"49,520","(+/-3,548)"
Sex and Age,25 to 34 years,"105,326","(+/-5,667)"
Sex and Age,35 to 44 years,"117,658","(+/-6,377)"
Sex and Age,45 to 54 years,"104,660","(+/-5,837)"
Sex and Age,55 to 59 years,"60,539","(+/-4,745)"
Sex and Age,60 to 64 years,"62,766","(+/-4,517)"
Sex and Age,65 to 74 years,"89,219","(+/-5,068)"
Sex and Age,75 to 84 years,"61,137","(+/-3,744)"
Sex and Age,85 years and over,"22,524","(+/-2,623)"
Sex and Age,Median age (years),42.7,(+/-0.9)
Sex and Age,18 years and over,"691,569","(+/-11,133)"
Sex and Age,65 years and over,"172,880","(+/-7,175)"
Race,Total population,"851,047","(+/-14,449)"
Race,One race,"400,241","(+/-15,011)"
Race,White,"236,706","(+/-12,514)"
Race,Black or African American,"44,606","(+/-5,374)"
Race,American Indian and Alaska Native,"11,120","(+/-3,901)"
Race,Asian,"9,960","(+/-2,140)"
Race,Native Hawaiian and Other Pacific Islander,129,(+/-157)
Race,Some other race,"97,720","(+/-10,392)"
Race,Two or more races,"450,806","(+/-14,772)"
Hispanic or Latino and Race,Total population,"851,047","(+/-14,449)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"622,239","(+/-13,292)"
Hispanic or Latino and Race,Mexican,"44,807","(+/-6,054)"
Hispanic or Latino and Race,Puerto Rican,"22,340","(+/-4,134)"
Hispanic or Latino and Race,Cuban,"317,809","(+/-12,498)"
Hispanic or Latino and Race,Other Hispanic or Latino,"237,283","(+/-15,585)"
Hispanic or Latino and Race,Not Hispanic or Latino,"228,808","(+/-10,260)"
Place of Birth,Total population,"851,047","(+/-14,449)"
Place of Birth,Native,"373,334","(+/-12,310)"
Place of Birth,Born in United States,"350,684","(+/-11,850)"
Place of Birth,State of residence,"218,165","(+/-12,226)"
Place of Birth,Different state,"132,519","(+/-6,314)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","22,650","(+/-3,745)"
Place of Birth,Foreign-born,"477,713","(+/-10,673)"
Ancestry,Total population,"851,047","(+/-14,449)"
Ancestry,American,"31,261","(+/-4,829)"
Ancestry,Arab,"4,007","(+/-2,764)"
Ancestry,Czech,"1,504",(+/-774)
Ancestry,Danish,650,(+/-464)
Ancestry,Dutch,"2,144",(+/-890)
Ancestry,English,"21,165","(+/-3,631)"
Ancestry,French (except Basque),"5,377","(+/-1,835)"
Ancestry,French Canadian,"1,821",(+/-986)
Ancestry,German,"27,619","(+/-3,781)"
Ancestry,Greek,597,(+/-417)
Ancestry,Hungarian,"1,430",(+/-647)
Ancestry,Irish,"29,413","(+/-4,928)"
Ancestry,Italian,"29,566","(+/-4,329)"
Ancestry,Lithuanian,957,(+/-769)
Ancestry,Norwegian,"1,934",(+/-856)
Ancestry,Polish,"9,590","(+/-2,038)"
Ancestry,Portuguese,"4,369","(+/-2,546)"
Ancestry,Russian,"4,595","(+/-2,648)"
Ancestry,Scotch-Irish,"1,145",(+/-509)
Ancestry,Scottish,"4,503","(+/-1,137)"
Ancestry,Slovak,172,(+/-170)
Ancestry,Subsaharan African,"2,958","(+/-1,371)"
Ancestry,Swedish,"2,407","(+/-1,155)"
Ancestry,Swiss,778,(+/-663)
Ancestry,Ukrainian,"1,803",(+/-920)
Ancestry,Welsh,791,(+/-506)
Ancestry,West Indian (excluding Hispanic origin groups),"24,405","(+/-4,881)"
Veteran Status,Civilian population 18 years and over,"691,086","(+/-11,186)"
Veteran Status,Civilian veterans,"16,235","(+/-1,983)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"843,521","(+/-14,632)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"95,477","(+/-6,900)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"159,348","(+/-7,244)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"7,836","(+/-1,780)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"513,860","(+/-12,124)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"31,625","(+/-4,123)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"170,313","(+/-7,070)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"56,016","(+/-4,629)"
Residence 1 Year Ago,Population 1 year and over,"842,550","(+/-14,485)"
Residence 1 Year Ago,Same house,"737,637","(+/-17,998)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"104,913","(+/-11,798)"
Residence 1 Year Ago,Different house in the U.S.,"83,446","(+/-11,494)"
Residence 1 Year Ago,Same county,"65,201","(+/-10,780)"
Residence 1 Year Ago,Different county,"18,245","(+/-4,007)"
Residence 1 Year Ago,Same state,"9,210","(+/-3,187)"
Residence 1 Year Ago,Different state,"9,035","(+/-2,667)"
Residence 1 Year Ago,Abroad,"21,467","(+/-5,058)"
