Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"801,546","(+/-2,960)"
Sex and Age,Male,"405,731","(+/-2,835)"
Sex and Age,Female,"395,815","(+/-2,459)"
Sex and Age,Under 5 years,"44,994","(+/-1,564)"
Sex and Age,5 to 9 years,"48,857","(+/-2,821)"
Sex and Age,10 to 14 years,"51,534","(+/-2,370)"
Sex and Age,15 to 19 years,"63,834","(+/-2,489)"
Sex and Age,20 to 24 years,"61,618","(+/-2,182)"
Sex and Age,25 to 34 years,"95,774","(+/-3,240)"
Sex and Age,35 to 44 years,"92,151","(+/-2,396)"
Sex and Age,45 to 54 years,"88,058","(+/-2,212)"
Sex and Age,55 to 59 years,"43,819","(+/-2,683)"
Sex and Age,60 to 64 years,"51,059","(+/-2,624)"
Sex and Age,65 to 74 years,"93,018","(+/-1,414)"
Sex and Age,75 to 84 years,"46,773","(+/-1,674)"
Sex and Age,85 years and over,"20,057","(+/-1,489)"
Sex and Age,Median age (years),39.0,(+/-0.4)
Sex and Age,18 years and over,"623,255","(+/-2,571)"
Sex and Age,65 years and over,"159,848","(+/-1,393)"
Race,Total population,"801,546","(+/-2,960)"
Race,One race,"736,814","(+/-6,082)"
Race,White,"665,073","(+/-4,871)"
Race,Black or African American,"15,750","(+/-1,949)"
Race,American Indian and Alaska Native,"5,191","(+/-1,292)"
Race,Asian,"16,800","(+/-1,773)"
Race,Native Hawaiian and Other Pacific Islander,"2,096",(+/-954)
Race,Some other race,"31,904","(+/-3,940)"
Race,Two or more races,"64,732","(+/-5,382)"
Hispanic or Latino and Race,Total population,"801,546","(+/-2,960)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"89,951",(+/-766)
Hispanic or Latino and Race,Mexican,"60,195","(+/-4,065)"
Hispanic or Latino and Race,Puerto Rican,"3,654","(+/-1,340)"
Hispanic or Latino and Race,Cuban,"3,876","(+/-1,382)"
Hispanic or Latino and Race,Other Hispanic or Latino,"22,226","(+/-3,772)"
Hispanic or Latino and Race,Not Hispanic or Latino,"711,595","(+/-2,811)"
Place of Birth,Total population,"801,546","(+/-2,960)"
Place of Birth,Native,"747,628","(+/-4,597)"
Place of Birth,Born in United States,"740,795","(+/-4,595)"
Place of Birth,State of residence,"521,193","(+/-8,047)"
Place of Birth,Different state,"219,602","(+/-7,905)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","6,833","(+/-1,623)"
Place of Birth,Foreign-born,"53,918","(+/-3,400)"
Ancestry,Total population,"801,546","(+/-2,960)"
Ancestry,American,"54,721","(+/-5,911)"
Ancestry,Arab,"1,447","(+/-1,246)"
Ancestry,Czech,"7,801","(+/-1,623)"
Ancestry,Danish,"18,156","(+/-2,658)"
Ancestry,Dutch,"32,540","(+/-3,212)"
Ancestry,English,"68,325","(+/-4,802)"
Ancestry,French (except Basque),"11,075","(+/-1,999)"
Ancestry,French Canadian,"1,411",(+/-597)
Ancestry,German,"227,350","(+/-8,170)"
Ancestry,Greek,872,(+/-336)
Ancestry,Hungarian,817,(+/-436)
Ancestry,Irish,"79,659","(+/-4,754)"
Ancestry,Italian,"14,307","(+/-2,470)"
Ancestry,Lithuanian,429,(+/-271)
Ancestry,Norwegian,"38,381","(+/-3,396)"
Ancestry,Polish,"6,792","(+/-1,523)"
Ancestry,Portuguese,328,(+/-244)
Ancestry,Russian,"1,960",(+/-847)
Ancestry,Scotch-Irish,"4,035",(+/-973)
Ancestry,Scottish,"11,986","(+/-1,485)"
Ancestry,Slovak,306,(+/-266)
Ancestry,Subsaharan African,"3,653","(+/-1,220)"
Ancestry,Swedish,"20,922","(+/-2,256)"
Ancestry,Swiss,"2,059",(+/-773)
Ancestry,Ukrainian,464,(+/-403)
Ancestry,Welsh,"3,125","(+/-1,368)"
Ancestry,West Indian (excluding Hispanic origin groups),391,(+/-351)
Veteran Status,Civilian population 18 years and over,"622,836","(+/-2,491)"
Veteran Status,Civilian veterans,"39,364","(+/-2,140)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"789,113","(+/-2,868)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"102,846","(+/-4,712)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"178,069","(+/-1,692)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"8,594","(+/-1,554)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"459,203","(+/-2,644)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"50,447","(+/-3,541)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"151,841","(+/-1,357)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"43,805","(+/-2,296)"
Residence 1 Year Ago,Population 1 year and over,"793,886","(+/-3,179)"
Residence 1 Year Ago,Same house,"709,402","(+/-6,375)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"84,484","(+/-5,754)"
Residence 1 Year Ago,Different house in the U.S.,"79,495","(+/-5,559)"
Residence 1 Year Ago,Same county,"37,623","(+/-4,252)"
Residence 1 Year Ago,Different county,"41,872","(+/-3,207)"
Residence 1 Year Ago,Same state,"27,210","(+/-2,827)"
Residence 1 Year Ago,Different state,"14,662","(+/-2,178)"
Residence 1 Year Ago,Abroad,"4,989","(+/-1,636)"
