Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"783,152","(+/-5,303)"
Sex and Age,Male,"392,302","(+/-4,627)"
Sex and Age,Female,"390,850","(+/-4,292)"
Sex and Age,Under 5 years,"53,433","(+/-2,495)"
Sex and Age,5 to 9 years,"53,108","(+/-2,779)"
Sex and Age,10 to 14 years,"52,350","(+/-2,755)"
Sex and Age,15 to 19 years,"53,011","(+/-2,653)"
Sex and Age,20 to 24 years,"46,992","(+/-2,993)"
Sex and Age,25 to 34 years,"82,925","(+/-3,948)"
Sex and Age,35 to 44 years,"97,859","(+/-3,772)"
Sex and Age,45 to 54 years,"94,424","(+/-3,723)"
Sex and Age,55 to 59 years,"48,429","(+/-3,635)"
Sex and Age,60 to 64 years,"52,968","(+/-3,839)"
Sex and Age,65 to 74 years,"83,736","(+/-3,248)"
Sex and Age,75 to 84 years,"46,099","(+/-2,640)"
Sex and Age,85 years and over,"17,818","(+/-1,790)"
Sex and Age,Median age (years),39.8,(+/-0.7)
Sex and Age,18 years and over,"590,408","(+/-4,798)"
Sex and Age,65 years and over,"147,653","(+/-4,359)"
Race,Total population,"783,152","(+/-5,303)"
Race,One race,"705,862","(+/-8,169)"
Race,White,"499,005","(+/-8,910)"
Race,Black or African American,"59,635","(+/-4,446)"
Race,American Indian and Alaska Native,"2,146","(+/-1,387)"
Race,Asian,"41,921","(+/-3,729)"
Race,Native Hawaiian and Other Pacific Islander,366,(+/-543)
Race,Some other race,"102,789","(+/-9,750)"
Race,Two or more races,"77,290","(+/-6,803)"
Hispanic or Latino and Race,Total population,"783,152","(+/-5,303)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"175,202","(+/-6,984)"
Hispanic or Latino and Race,Mexican,"12,333","(+/-3,737)"
Hispanic or Latino and Race,Puerto Rican,"33,710","(+/-4,410)"
Hispanic or Latino and Race,Cuban,"5,345","(+/-2,478)"
Hispanic or Latino and Race,Other Hispanic or Latino,"123,814","(+/-8,484)"
Hispanic or Latino and Race,Not Hispanic or Latino,"607,950","(+/-7,255)"
Place of Birth,Total population,"783,152","(+/-5,303)"
Place of Birth,Native,"619,609","(+/-8,636)"
Place of Birth,Born in United States,"603,632","(+/-8,672)"
Place of Birth,State of residence,"500,119","(+/-8,384)"
Place of Birth,Different state,"103,513","(+/-6,644)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","15,977","(+/-2,508)"
Place of Birth,Foreign-born,"163,543","(+/-8,535)"
Ancestry,Total population,"783,152","(+/-5,303)"
Ancestry,American,"44,551","(+/-5,076)"
Ancestry,Arab,"4,878","(+/-2,368)"
Ancestry,Czech,"2,837","(+/-1,014)"
Ancestry,Danish,550,(+/-280)
Ancestry,Dutch,"2,985",(+/-803)
Ancestry,English,"32,890","(+/-3,496)"
Ancestry,French (except Basque),"5,615","(+/-1,368)"
Ancestry,French Canadian,"1,909",(+/-810)
Ancestry,German,"53,274","(+/-4,761)"
Ancestry,Greek,"4,049","(+/-1,328)"
Ancestry,Hungarian,"30,690","(+/-7,479)"
Ancestry,Irish,"97,229","(+/-7,097)"
Ancestry,Italian,"110,114","(+/-8,462)"
Ancestry,Lithuanian,"1,441",(+/-609)
Ancestry,Norwegian,"1,799",(+/-785)
Ancestry,Polish,"34,688","(+/-8,313)"
Ancestry,Portuguese,"3,848","(+/-1,736)"
Ancestry,Russian,"15,501","(+/-2,819)"
Ancestry,Scotch-Irish,"1,924",(+/-746)
Ancestry,Scottish,"7,763","(+/-1,523)"
Ancestry,Slovak,"2,012",(+/-812)
Ancestry,Subsaharan African,"3,589","(+/-1,437)"
Ancestry,Swedish,"3,487","(+/-1,006)"
Ancestry,Swiss,"1,619",(+/-962)
Ancestry,Ukrainian,"7,406","(+/-1,691)"
Ancestry,Welsh,"1,525",(+/-788)
Ancestry,West Indian (excluding Hispanic origin groups),"25,458","(+/-4,026)"
Veteran Status,Civilian population 18 years and over,"590,237","(+/-4,823)"
Veteran Status,Civilian veterans,"18,198","(+/-2,002)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"772,601","(+/-5,314)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"73,147","(+/-4,686)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"192,309","(+/-4,421)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"6,828","(+/-1,436)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"436,443","(+/-5,232)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"29,476","(+/-2,967)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"143,849","(+/-4,366)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"36,843","(+/-3,172)"
Residence 1 Year Ago,Population 1 year and over,"774,714","(+/-5,137)"
Residence 1 Year Ago,Same house,"714,220","(+/-8,392)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"60,494","(+/-7,847)"
Residence 1 Year Ago,Different house in the U.S.,"55,863","(+/-7,544)"
Residence 1 Year Ago,Same county,"29,469","(+/-5,522)"
Residence 1 Year Ago,Different county,"26,394","(+/-4,799)"
Residence 1 Year Ago,Same state,"16,417","(+/-3,828)"
Residence 1 Year Ago,Different state,"9,977","(+/-2,309)"
Residence 1 Year Ago,Abroad,"4,631","(+/-2,498)"
