Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"873,155","(+/-26,656)"
Sex and Age,Male,"441,661","(+/-14,883)"
Sex and Age,Female,"431,494","(+/-16,276)"
Sex and Age,Under 5 years,"54,115","(+/-4,706)"
Sex and Age,5 to 9 years,"52,489","(+/-5,806)"
Sex and Age,10 to 14 years,"53,651","(+/-5,931)"
Sex and Age,15 to 19 years,"62,163","(+/-5,863)"
Sex and Age,20 to 24 years,"74,092","(+/-5,439)"
Sex and Age,25 to 34 years,"167,350","(+/-9,535)"
Sex and Age,35 to 44 years,"141,074","(+/-9,327)"
Sex and Age,45 to 54 years,"102,035","(+/-6,455)"
Sex and Age,55 to 59 years,"45,497","(+/-4,784)"
Sex and Age,60 to 64 years,"39,794","(+/-4,308)"
Sex and Age,65 to 74 years,"49,472","(+/-3,311)"
Sex and Age,75 to 84 years,"25,608","(+/-2,840)"
Sex and Age,85 years and over,"5,815","(+/-1,266)"
Sex and Age,Median age (years),33.3,(+/-0.7)
Sex and Age,18 years and over,"680,419","(+/-18,355)"
Sex and Age,65 years and over,"80,895","(+/-5,114)"
Race,Total population,"873,155","(+/-26,656)"
Race,One race,"602,749","(+/-25,064)"
Race,White,"352,866","(+/-19,713)"
Race,Black or African American,"106,139","(+/-11,639)"
Race,American Indian and Alaska Native,"17,469","(+/-6,701)"
Race,Asian,"41,174","(+/-7,377)"
Race,Native Hawaiian and Other Pacific Islander,"1,387","(+/-1,045)"
Race,Some other race,"83,714","(+/-9,820)"
Race,Two or more races,"270,406","(+/-18,818)"
Hispanic or Latino and Race,Total population,"873,155","(+/-26,656)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"460,562","(+/-22,065)"
Hispanic or Latino and Race,Mexican,"360,542","(+/-20,976)"
Hispanic or Latino and Race,Puerto Rican,"13,461","(+/-4,554)"
Hispanic or Latino and Race,Cuban,"3,670","(+/-1,678)"
Hispanic or Latino and Race,Other Hispanic or Latino,"82,889","(+/-13,031)"
Hispanic or Latino and Race,Not Hispanic or Latino,"412,593","(+/-19,813)"
Place of Birth,Total population,"873,155","(+/-26,656)"
Place of Birth,Native,"705,167","(+/-25,772)"
Place of Birth,Born in United States,"685,695","(+/-26,177)"
Place of Birth,State of residence,"481,436","(+/-23,980)"
Place of Birth,Different state,"204,259","(+/-12,220)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","19,472","(+/-4,242)"
Place of Birth,Foreign-born,"167,988","(+/-14,799)"
Ancestry,Total population,"873,155","(+/-26,656)"
Ancestry,American,"26,626","(+/-7,557)"
Ancestry,Arab,"2,513","(+/-1,048)"
Ancestry,Czech,"1,703",(+/-750)
Ancestry,Danish,899,(+/-526)
Ancestry,Dutch,"2,717","(+/-1,177)"
Ancestry,English,"48,762","(+/-6,427)"
Ancestry,French (except Basque),"10,561","(+/-2,373)"
Ancestry,French Canadian,936,(+/-680)
Ancestry,German,"62,163","(+/-7,703)"
Ancestry,Greek,"2,335","(+/-1,428)"
Ancestry,Hungarian,"1,552",(+/-767)
Ancestry,Irish,"45,198","(+/-5,065)"
Ancestry,Italian,"17,815","(+/-3,414)"
Ancestry,Lithuanian,191,(+/-205)
Ancestry,Norwegian,"3,630","(+/-1,475)"
Ancestry,Polish,"9,510","(+/-2,305)"
Ancestry,Portuguese,"3,602","(+/-1,916)"
Ancestry,Russian,"2,048","(+/-1,204)"
Ancestry,Scotch-Irish,"3,288","(+/-1,160)"
Ancestry,Scottish,"14,774","(+/-2,391)"
Ancestry,Slovak,"1,252","(+/-1,754)"
Ancestry,Subsaharan African,"10,980","(+/-3,607)"
Ancestry,Swedish,"4,295","(+/-1,418)"
Ancestry,Swiss,"1,807","(+/-1,704)"
Ancestry,Ukrainian,992,(+/-594)
Ancestry,Welsh,"3,374","(+/-1,619)"
Ancestry,West Indian (excluding Hispanic origin groups),"2,276","(+/-1,651)"
Veteran Status,Civilian population 18 years and over,"675,637","(+/-18,482)"
Veteran Status,Civilian veterans,"41,421","(+/-4,785)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"854,880","(+/-26,784)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"120,008","(+/-8,260)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"192,514","(+/-12,944)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"11,799","(+/-2,704)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"583,042","(+/-16,804)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"75,511","(+/-7,217)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"79,324","(+/-5,167)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"32,698","(+/-3,316)"
Residence 1 Year Ago,Population 1 year and over,"862,065","(+/-26,453)"
Residence 1 Year Ago,Same house,"690,238","(+/-24,953)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"171,827","(+/-14,091)"
Residence 1 Year Ago,Different house in the U.S.,"160,463","(+/-12,843)"
Residence 1 Year Ago,Same county,"93,813","(+/-11,461)"
Residence 1 Year Ago,Different county,"66,650","(+/-9,104)"
Residence 1 Year Ago,Same state,"51,018","(+/-8,127)"
Residence 1 Year Ago,Different state,"15,632","(+/-3,640)"
Residence 1 Year Ago,Abroad,"11,364","(+/-4,746)"
