Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"789,900","(+/-9,844)"
Sex and Age,Male,"384,144","(+/-7,179)"
Sex and Age,Female,"405,756","(+/-7,095)"
Sex and Age,Under 5 years,"36,021","(+/-3,105)"
Sex and Age,5 to 9 years,"29,997","(+/-3,894)"
Sex and Age,10 to 14 years,"34,956","(+/-4,068)"
Sex and Age,15 to 19 years,"59,804","(+/-3,225)"
Sex and Age,20 to 24 years,"90,648","(+/-3,861)"
Sex and Age,25 to 34 years,"181,408","(+/-6,181)"
Sex and Age,35 to 44 years,"105,796","(+/-5,263)"
Sex and Age,45 to 54 years,"73,598","(+/-3,637)"
Sex and Age,55 to 59 years,"38,647","(+/-3,126)"
Sex and Age,60 to 64 years,"35,991","(+/-4,035)"
Sex and Age,65 to 74 years,"60,760","(+/-3,488)"
Sex and Age,75 to 84 years,"31,690","(+/-2,768)"
Sex and Age,85 years and over,"10,584","(+/-2,057)"
Sex and Age,Median age (years),32.5,(+/-0.5)
Sex and Age,18 years and over,"666,427","(+/-8,666)"
Sex and Age,65 years and over,"103,034","(+/-4,404)"
Race,Total population,"789,900","(+/-9,844)"
Race,One race,"638,644","(+/-13,638)"
Race,White,"320,490","(+/-8,625)"
Race,Black or African American,"155,669","(+/-8,844)"
Race,American Indian and Alaska Native,"3,788","(+/-1,649)"
Race,Asian,"91,046","(+/-6,599)"
Race,Native Hawaiian and Other Pacific Islander,172,(+/-170)
Race,Some other race,"67,479","(+/-6,706)"
Race,Two or more races,"151,256","(+/-9,681)"
Hispanic or Latino and Race,Total population,"789,900","(+/-9,844)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"183,358","(+/-7,104)"
Hispanic or Latino and Race,Mexican,"9,545","(+/-2,612)"
Hispanic or Latino and Race,Puerto Rican,"27,306","(+/-5,037)"
Hispanic or Latino and Race,Cuban,"2,102",(+/-932)
Hispanic or Latino and Race,Other Hispanic or Latino,"144,405","(+/-8,047)"
Hispanic or Latino and Race,Not Hispanic or Latino,"606,542","(+/-11,215)"
Place of Birth,Total population,"789,900","(+/-9,844)"
Place of Birth,Native,"536,527","(+/-12,669)"
Place of Birth,Born in United States,"510,371","(+/-12,781)"
Place of Birth,State of residence,"315,507","(+/-11,623)"
Place of Birth,Different state,"194,864","(+/-8,895)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","26,156","(+/-3,304)"
Place of Birth,Foreign-born,"253,373","(+/-10,599)"
Ancestry,Total population,"789,900","(+/-9,844)"
Ancestry,American,"21,484","(+/-3,747)"
Ancestry,Arab,"9,885","(+/-2,762)"
Ancestry,Czech,"1,610",(+/-780)
Ancestry,Danish,"1,425",(+/-806)
Ancestry,Dutch,"2,842",(+/-727)
Ancestry,English,"34,858","(+/-3,627)"
Ancestry,French (except Basque),"13,033","(+/-2,182)"
Ancestry,French Canadian,"7,354","(+/-2,703)"
Ancestry,German,"39,298","(+/-3,758)"
Ancestry,Greek,"4,939","(+/-1,267)"
Ancestry,Hungarian,"2,886","(+/-1,086)"
Ancestry,Irish,"86,260","(+/-6,904)"
Ancestry,Italian,"56,384","(+/-5,067)"
Ancestry,Lithuanian,"1,290",(+/-518)
Ancestry,Norwegian,"3,224","(+/-1,250)"
Ancestry,Polish,"17,613","(+/-2,429)"
Ancestry,Portuguese,"8,539","(+/-2,544)"
Ancestry,Russian,"8,116","(+/-2,246)"
Ancestry,Scotch-Irish,"2,990",(+/-937)
Ancestry,Scottish,"10,181","(+/-1,764)"
Ancestry,Slovak,931,(+/-541)
Ancestry,Subsaharan African,"30,757","(+/-6,191)"
Ancestry,Swedish,"6,601","(+/-2,353)"
Ancestry,Swiss,"2,035",(+/-950)
Ancestry,Ukrainian,"4,056","(+/-1,237)"
Ancestry,Welsh,"2,086","(+/-1,003)"
Ancestry,West Indian (excluding Hispanic origin groups),"59,878","(+/-8,492)"
Veteran Status,Civilian population 18 years and over,"665,622","(+/-8,536)"
Veteran Status,Civilian veterans,"10,182","(+/-2,048)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"785,119","(+/-9,726)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"102,561","(+/-5,596)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"123,193","(+/-5,470)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"7,956","(+/-2,011)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"560,752","(+/-8,499)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"56,963","(+/-4,584)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"101,174","(+/-4,399)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"37,642","(+/-2,926)"
Residence 1 Year Ago,Population 1 year and over,"781,386","(+/-9,952)"
Residence 1 Year Ago,Same house,"641,995","(+/-12,130)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"139,391","(+/-7,790)"
Residence 1 Year Ago,Different house in the U.S.,"121,374","(+/-6,857)"
Residence 1 Year Ago,Same county,"54,957","(+/-5,662)"
Residence 1 Year Ago,Different county,"66,417","(+/-5,454)"
Residence 1 Year Ago,Same state,"32,992","(+/-3,755)"
Residence 1 Year Ago,Different state,"33,425","(+/-3,989)"
Residence 1 Year Ago,Abroad,"18,017","(+/-3,640)"
