Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"797,016","(+/-10,085)"
Sex and Age,Male,"407,994","(+/-6,608)"
Sex and Age,Female,"389,022","(+/-6,928)"
Sex and Age,Under 5 years,"49,498","(+/-3,059)"
Sex and Age,5 to 9 years,"50,546","(+/-3,274)"
Sex and Age,10 to 14 years,"55,682","(+/-3,366)"
Sex and Age,15 to 19 years,"64,708","(+/-3,086)"
Sex and Age,20 to 24 years,"63,034","(+/-3,273)"
Sex and Age,25 to 34 years,"103,310","(+/-3,955)"
Sex and Age,35 to 44 years,"107,150","(+/-3,940)"
Sex and Age,45 to 54 years,"89,078","(+/-2,724)"
Sex and Age,55 to 59 years,"38,960","(+/-2,112)"
Sex and Age,60 to 64 years,"47,699","(+/-2,702)"
Sex and Age,65 to 74 years,"76,114","(+/-2,377)"
Sex and Age,75 to 84 years,"37,875","(+/-2,003)"
Sex and Age,85 years and over,"13,362","(+/-1,193)"
Sex and Age,Median age (years),36.1,(+/-0.5)
Sex and Age,18 years and over,"605,286","(+/-7,058)"
Sex and Age,65 years and over,"127,351","(+/-3,012)"
Race,Total population,"797,016","(+/-10,085)"
Race,One race,"673,364","(+/-11,805)"
Race,White,"517,721","(+/-8,848)"
Race,Black or African American,"34,574","(+/-5,083)"
Race,American Indian and Alaska Native,"40,194","(+/-2,956)"
Race,Asian,"15,119","(+/-2,821)"
Race,Native Hawaiian and Other Pacific Islander,"4,362","(+/-1,238)"
Race,Some other race,"61,394","(+/-7,651)"
Race,Two or more races,"123,652","(+/-8,087)"
Hispanic or Latino and Race,Total population,"797,016","(+/-10,085)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"171,160","(+/-8,900)"
Hispanic or Latino and Race,Mexican,"141,350","(+/-8,876)"
Hispanic or Latino and Race,Puerto Rican,"3,524","(+/-1,553)"
Hispanic or Latino and Race,Cuban,"1,569","(+/-1,164)"
Hispanic or Latino and Race,Other Hispanic or Latino,"24,717","(+/-4,236)"
Hispanic or Latino and Race,Not Hispanic or Latino,"625,856","(+/-7,866)"
Place of Birth,Total population,"797,016","(+/-10,085)"
Place of Birth,Native,"728,594","(+/-9,161)"
Place of Birth,Born in United States,"720,612","(+/-9,355)"
Place of Birth,State of residence,"480,871","(+/-10,226)"
Place of Birth,Different state,"239,741","(+/-8,582)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","7,982","(+/-1,926)"
Place of Birth,Foreign-born,"68,422","(+/-5,415)"
Ancestry,Total population,"797,016","(+/-10,085)"
Ancestry,American,"46,791","(+/-5,460)"
Ancestry,Arab,"1,691",(+/-899)
Ancestry,Czech,"1,974",(+/-555)
Ancestry,Danish,"1,117",(+/-458)
Ancestry,Dutch,"7,565","(+/-1,774)"
Ancestry,English,"74,559","(+/-5,654)"
Ancestry,French (except Basque),"7,446","(+/-1,373)"
Ancestry,French Canadian,"1,195",(+/-475)
Ancestry,German,"99,017","(+/-5,919)"
Ancestry,Greek,557,(+/-495)
Ancestry,Hungarian,805,(+/-487)
Ancestry,Irish,"70,579","(+/-4,627)"
Ancestry,Italian,"12,429","(+/-2,457)"
Ancestry,Lithuanian,287,(+/-259)
Ancestry,Norwegian,"4,550","(+/-1,123)"
Ancestry,Polish,"4,687","(+/-1,177)"
Ancestry,Portuguese,"1,100",(+/-815)
Ancestry,Russian,"2,376","(+/-1,238)"
Ancestry,Scotch-Irish,"5,706","(+/-1,303)"
Ancestry,Scottish,"18,878","(+/-2,358)"
Ancestry,Slovak,209,(+/-193)
Ancestry,Subsaharan African,"3,715","(+/-1,708)"
Ancestry,Swedish,"3,198",(+/-995)
Ancestry,Swiss,912,(+/-354)
Ancestry,Ukrainian,325,(+/-196)
Ancestry,Welsh,"1,915",(+/-707)
Ancestry,West Indian (excluding Hispanic origin groups),"1,184",(+/-488)
Veteran Status,Civilian population 18 years and over,"601,202","(+/-6,988)"
Veteran Status,Civilian veterans,"40,567","(+/-2,516)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"776,877","(+/-10,109)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"134,997","(+/-4,838)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"191,549","(+/-5,352)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"13,879","(+/-2,192)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"462,677","(+/-6,839)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"70,579","(+/-4,148)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"122,651","(+/-3,049)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"50,539","(+/-2,270)"
Residence 1 Year Ago,Population 1 year and over,"787,447","(+/-10,054)"
Residence 1 Year Ago,Same house,"666,337","(+/-10,868)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"121,110","(+/-8,626)"
Residence 1 Year Ago,Different house in the U.S.,"116,840","(+/-8,594)"
Residence 1 Year Ago,Same county,"57,222","(+/-6,145)"
Residence 1 Year Ago,Different county,"59,618","(+/-6,132)"
Residence 1 Year Ago,Same state,"39,272","(+/-4,250)"
Residence 1 Year Ago,Different state,"20,346","(+/-3,430)"
Residence 1 Year Ago,Abroad,"4,270","(+/-1,616)"
