Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"880,783","(+/-11,353)"
Sex and Age,Male,"451,610","(+/-7,107)"
Sex and Age,Female,"429,173","(+/-7,548)"
Sex and Age,Under 5 years,"50,668","(+/-3,707)"
Sex and Age,5 to 9 years,"56,801","(+/-4,429)"
Sex and Age,10 to 14 years,"63,991","(+/-4,652)"
Sex and Age,15 to 19 years,"68,238","(+/-3,608)"
Sex and Age,20 to 24 years,"71,506","(+/-3,849)"
Sex and Age,25 to 34 years,"130,713","(+/-5,772)"
Sex and Age,35 to 44 years,"121,278","(+/-4,251)"
Sex and Age,45 to 54 years,"105,091","(+/-4,587)"
Sex and Age,55 to 59 years,"39,816","(+/-3,202)"
Sex and Age,60 to 64 years,"43,975","(+/-3,391)"
Sex and Age,65 to 74 years,"74,393","(+/-3,331)"
Sex and Age,75 to 84 years,"41,782","(+/-2,566)"
Sex and Age,85 years and over,"12,531","(+/-1,383)"
Sex and Age,Median age (years),34.9,(+/-0.5)
Sex and Age,18 years and over,"666,658","(+/-10,533)"
Sex and Age,65 years and over,"128,706","(+/-3,986)"
Race,Total population,"880,783","(+/-11,353)"
Race,One race,"787,240","(+/-11,306)"
Race,White,"643,589","(+/-10,192)"
Race,Black or African American,"14,001","(+/-3,452)"
Race,American Indian and Alaska Native,"10,276","(+/-2,461)"
Race,Asian,"27,402","(+/-5,335)"
Race,Native Hawaiian and Other Pacific Islander,"14,022","(+/-3,725)"
Race,Some other race,"77,950","(+/-11,315)"
Race,Two or more races,"93,543","(+/-9,730)"
Hispanic or Latino and Race,Total population,"880,783","(+/-11,353)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"179,253","(+/-9,993)"
Hispanic or Latino and Race,Mexican,"121,708","(+/-9,130)"
Hispanic or Latino and Race,Puerto Rican,"5,072","(+/-2,473)"
Hispanic or Latino and Race,Cuban,"2,777","(+/-2,680)"
Hispanic or Latino and Race,Other Hispanic or Latino,"49,696","(+/-8,835)"
Hispanic or Latino and Race,Not Hispanic or Latino,"701,530","(+/-11,912)"
Place of Birth,Total population,"880,783","(+/-11,353)"
Place of Birth,Native,"776,086","(+/-12,620)"
Place of Birth,Born in United States,"764,804","(+/-12,543)"
Place of Birth,State of residence,"490,657","(+/-14,329)"
Place of Birth,Different state,"274,147","(+/-10,510)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","11,282","(+/-2,769)"
Place of Birth,Foreign-born,"104,697","(+/-9,079)"
Ancestry,Total population,"880,783","(+/-11,353)"
Ancestry,American,"33,684","(+/-4,305)"
Ancestry,Arab,"3,038","(+/-1,673)"
Ancestry,Czech,"1,981",(+/-847)
Ancestry,Danish,"28,899","(+/-4,335)"
Ancestry,Dutch,"11,380","(+/-2,600)"
Ancestry,English,"220,956","(+/-10,327)"
Ancestry,French (except Basque),"11,509","(+/-2,495)"
Ancestry,French Canadian,"2,344",(+/-877)
Ancestry,German,"83,855","(+/-7,047)"
Ancestry,Greek,"4,009","(+/-1,635)"
Ancestry,Hungarian,"1,922","(+/-1,107)"
Ancestry,Irish,"54,755","(+/-5,313)"
Ancestry,Italian,"23,979","(+/-3,668)"
Ancestry,Lithuanian,409,(+/-257)
Ancestry,Norwegian,"15,873","(+/-2,801)"
Ancestry,Polish,"7,884","(+/-2,690)"
Ancestry,Portuguese,"2,267","(+/-1,131)"
Ancestry,Russian,"2,150",(+/-907)
Ancestry,Scotch-Irish,"6,024","(+/-1,621)"
Ancestry,Scottish,"34,009","(+/-4,174)"
Ancestry,Slovak,426,(+/-311)
Ancestry,Subsaharan African,"5,639","(+/-3,125)"
Ancestry,Swedish,"21,375","(+/-3,228)"
Ancestry,Swiss,"9,016","(+/-2,216)"
Ancestry,Ukrainian,"1,543",(+/-720)
Ancestry,Welsh,"14,384","(+/-2,885)"
Ancestry,West Indian (excluding Hispanic origin groups),908,(+/-561)
Veteran Status,Civilian population 18 years and over,"664,972","(+/-10,610)"
Veteran Status,Civilian veterans,"32,253","(+/-2,867)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"871,142","(+/-11,354)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"112,665","(+/-6,051)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"213,312","(+/-6,660)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"12,910","(+/-2,472)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"530,788","(+/-9,756)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"62,033","(+/-4,809)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"127,042","(+/-4,009)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"37,722","(+/-2,741)"
Residence 1 Year Ago,Population 1 year and over,"870,137","(+/-11,018)"
Residence 1 Year Ago,Same house,"745,461","(+/-15,123)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"124,676","(+/-11,001)"
Residence 1 Year Ago,Different house in the U.S.,"120,584","(+/-10,985)"
Residence 1 Year Ago,Same county,"65,626","(+/-9,510)"
Residence 1 Year Ago,Different county,"54,958","(+/-7,249)"
Residence 1 Year Ago,Same state,"30,096","(+/-5,498)"
Residence 1 Year Ago,Different state,"24,862","(+/-4,914)"
Residence 1 Year Ago,Abroad,"4,092","(+/-1,673)"
