Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"739,251","(+/-6,188)"
Sex and Age,Male,"359,294","(+/-5,259)"
Sex and Age,Female,"379,957","(+/-5,135)"
Sex and Age,Under 5 years,"41,487","(+/-1,807)"
Sex and Age,5 to 9 years,"45,358","(+/-3,270)"
Sex and Age,10 to 14 years,"49,119","(+/-3,204)"
Sex and Age,15 to 19 years,"52,798","(+/-3,205)"
Sex and Age,20 to 24 years,"42,188","(+/-3,060)"
Sex and Age,25 to 34 years,"90,213","(+/-3,920)"
Sex and Age,35 to 44 years,"97,583","(+/-3,529)"
Sex and Age,45 to 54 years,"96,947","(+/-2,914)"
Sex and Age,55 to 59 years,"47,277","(+/-3,464)"
Sex and Age,60 to 64 years,"51,365","(+/-3,085)"
Sex and Age,65 to 74 years,"71,041","(+/-2,783)"
Sex and Age,75 to 84 years,"36,894","(+/-2,763)"
Sex and Age,85 years and over,"16,981","(+/-2,062)"
Sex and Age,Median age (years),39.9,(+/-0.5)
Sex and Age,18 years and over,"572,883","(+/-5,095)"
Sex and Age,65 years and over,"124,916","(+/-3,414)"
Race,Total population,"739,251","(+/-6,188)"
Race,One race,"628,273","(+/-11,369)"
Race,White,"419,105","(+/-8,502)"
Race,Black or African American,"78,912","(+/-6,997)"
Race,American Indian and Alaska Native,"5,485","(+/-2,456)"
Race,Asian,"44,306","(+/-3,520)"
Race,Native Hawaiian and Other Pacific Islander,0,(+/-225)
Race,Some other race,"80,465","(+/-8,832)"
Race,Two or more races,"110,978","(+/-10,819)"
Hispanic or Latino and Race,Total population,"739,251","(+/-6,188)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"181,278","(+/-5,924)"
Hispanic or Latino and Race,Mexican,"17,694","(+/-4,744)"
Hispanic or Latino and Race,Puerto Rican,"37,740","(+/-5,313)"
Hispanic or Latino and Race,Cuban,"2,373","(+/-1,411)"
Hispanic or Latino and Race,Other Hispanic or Latino,"123,471","(+/-8,712)"
Hispanic or Latino and Race,Not Hispanic or Latino,"557,973","(+/-6,860)"
Place of Birth,Total population,"739,251","(+/-6,188)"
Place of Birth,Native,"557,882","(+/-10,127)"
Place of Birth,Born in United States,"537,897","(+/-10,256)"
Place of Birth,State of residence,"283,676","(+/-9,255)"
Place of Birth,Different state,"254,221","(+/-8,069)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","19,985","(+/-2,600)"
Place of Birth,Foreign-born,"181,369","(+/-9,018)"
Ancestry,Total population,"739,251","(+/-6,188)"
Ancestry,American,"33,891","(+/-5,058)"
Ancestry,Arab,"4,326","(+/-1,511)"
Ancestry,Czech,"2,118",(+/-965)
Ancestry,Danish,"1,125",(+/-690)
Ancestry,Dutch,"4,130","(+/-1,118)"
Ancestry,English,"52,614","(+/-4,826)"
Ancestry,French (except Basque),"9,761","(+/-1,815)"
Ancestry,French Canadian,"4,012","(+/-1,144)"
Ancestry,German,"45,777","(+/-4,824)"
Ancestry,Greek,"7,932","(+/-2,885)"
Ancestry,Hungarian,"9,240","(+/-2,910)"
Ancestry,Irish,"88,130","(+/-6,365)"
Ancestry,Italian,"92,775","(+/-6,283)"
Ancestry,Lithuanian,"3,346","(+/-1,289)"
Ancestry,Norwegian,"4,572","(+/-1,517)"
Ancestry,Polish,"27,840","(+/-4,235)"
Ancestry,Portuguese,"6,885","(+/-1,903)"
Ancestry,Russian,"11,854","(+/-2,897)"
Ancestry,Scotch-Irish,"2,825",(+/-950)
Ancestry,Scottish,"10,866","(+/-1,818)"
Ancestry,Slovak,"2,815",(+/-888)
Ancestry,Subsaharan African,"6,853","(+/-3,483)"
Ancestry,Swedish,"6,436","(+/-1,668)"
Ancestry,Swiss,"1,934",(+/-801)
Ancestry,Ukrainian,"7,858","(+/-2,322)"
Ancestry,Welsh,"2,457",(+/-996)
Ancestry,West Indian (excluding Hispanic origin groups),"32,136","(+/-5,884)"
Veteran Status,Civilian population 18 years and over,"572,764","(+/-5,105)"
Veteran Status,Civilian veterans,"14,915","(+/-1,824)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"735,470","(+/-6,355)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"69,459","(+/-4,312)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"166,368","(+/-3,574)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"8,442","(+/-1,538)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"446,713","(+/-6,163)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"29,280","(+/-3,209)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"122,389","(+/-3,412)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"31,737","(+/-2,427)"
Residence 1 Year Ago,Population 1 year and over,"731,177","(+/-6,340)"
Residence 1 Year Ago,Same house,"657,203","(+/-8,947)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"73,974","(+/-7,184)"
Residence 1 Year Ago,Different house in the U.S.,"63,551","(+/-6,791)"
Residence 1 Year Ago,Same county,"37,579","(+/-6,015)"
Residence 1 Year Ago,Different county,"25,972","(+/-3,671)"
Residence 1 Year Ago,Same state,"6,618","(+/-1,905)"
Residence 1 Year Ago,Different state,"19,354","(+/-3,143)"
Residence 1 Year Ago,Abroad,"10,423","(+/-3,374)"
