Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"773,187","(+/-4,767)"
Sex and Age,Male,"385,661","(+/-3,055)"
Sex and Age,Female,"387,526","(+/-3,105)"
Sex and Age,Under 5 years,"35,575","(+/-1,457)"
Sex and Age,5 to 9 years,"38,342","(+/-3,100)"
Sex and Age,10 to 14 years,"47,945","(+/-2,909)"
Sex and Age,15 to 19 years,"48,743","(+/-1,646)"
Sex and Age,20 to 24 years,"47,721","(+/-1,918)"
Sex and Age,25 to 34 years,"91,719","(+/-2,676)"
Sex and Age,35 to 44 years,"96,481","(+/-2,757)"
Sex and Age,45 to 54 years,"92,132","(+/-2,316)"
Sex and Age,55 to 59 years,"49,912","(+/-3,112)"
Sex and Age,60 to 64 years,"58,804","(+/-3,088)"
Sex and Age,65 to 74 years,"95,892","(+/-1,839)"
Sex and Age,75 to 84 years,"50,581","(+/-2,201)"
Sex and Age,85 years and over,"19,340","(+/-2,061)"
Sex and Age,Median age (years),43.1,(+/-0.3)
Sex and Age,18 years and over,"622,301","(+/-4,037)"
Sex and Age,65 years and over,"165,813","(+/-1,875)"
Race,Total population,"773,187","(+/-4,767)"
Race,One race,"692,373","(+/-7,904)"
Race,White,"566,760","(+/-6,962)"
Race,Black or African American,"48,531","(+/-3,470)"
Race,American Indian and Alaska Native,"3,495","(+/-1,976)"
Race,Asian,"15,722","(+/-1,209)"
Race,Native Hawaiian and Other Pacific Islander,114,(+/-109)
Race,Some other race,"57,751","(+/-6,583)"
Race,Two or more races,"80,814","(+/-6,843)"
Hispanic or Latino and Race,Total population,"773,187","(+/-4,767)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"128,315","(+/-2,484)"
Hispanic or Latino and Race,Mexican,"12,636","(+/-3,717)"
Hispanic or Latino and Race,Puerto Rican,"43,382","(+/-5,460)"
Hispanic or Latino and Race,Cuban,"1,699","(+/-1,034)"
Hispanic or Latino and Race,Other Hispanic or Latino,"70,598","(+/-6,066)"
Hispanic or Latino and Race,Not Hispanic or Latino,"644,872","(+/-4,366)"
Place of Birth,Total population,"773,187","(+/-4,767)"
Place of Birth,Native,"694,833","(+/-7,824)"
Place of Birth,Born in United States,"682,449","(+/-7,821)"
Place of Birth,State of residence,"454,150","(+/-9,837)"
Place of Birth,Different state,"228,299","(+/-8,853)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","12,384","(+/-2,737)"
Place of Birth,Foreign-born,"78,354","(+/-6,514)"
Ancestry,Total population,"773,187","(+/-4,767)"
Ancestry,American,"37,770","(+/-4,694)"
Ancestry,Arab,"3,537","(+/-1,201)"
Ancestry,Czech,"1,997",(+/-672)
Ancestry,Danish,379,(+/-242)
Ancestry,Dutch,"8,537","(+/-2,318)"
Ancestry,English,"46,997","(+/-5,333)"
Ancestry,French (except Basque),"6,094","(+/-1,398)"
Ancestry,French Canadian,"1,595","(+/-1,079)"
Ancestry,German,"113,212","(+/-7,675)"
Ancestry,Greek,"2,181",(+/-642)
Ancestry,Hungarian,"4,005","(+/-1,091)"
Ancestry,Irish,"136,548","(+/-8,353)"
Ancestry,Italian,"114,220","(+/-7,352)"
Ancestry,Lithuanian,"7,388","(+/-1,558)"
Ancestry,Norwegian,"2,103",(+/-851)
Ancestry,Polish,"82,613","(+/-5,739)"
Ancestry,Portuguese,"2,024",(+/-931)
Ancestry,Russian,"14,152","(+/-2,113)"
Ancestry,Scotch-Irish,"2,657","(+/-1,112)"
Ancestry,Scottish,"7,856","(+/-1,680)"
Ancestry,Slovak,"14,835","(+/-2,046)"
Ancestry,Subsaharan African,"4,256","(+/-1,662)"
Ancestry,Swedish,"2,857",(+/-878)
Ancestry,Swiss,515,(+/-562)
Ancestry,Ukrainian,"5,853","(+/-1,419)"
Ancestry,Welsh,"20,277","(+/-3,187)"
Ancestry,West Indian (excluding Hispanic origin groups),"7,125","(+/-1,971)"
Veteran Status,Civilian population 18 years and over,"622,162","(+/-4,065)"
Veteran Status,Civilian veterans,"37,184","(+/-2,500)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"759,541","(+/-4,790)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"129,916","(+/-5,923)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"150,683","(+/-2,128)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"11,449","(+/-1,906)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"449,259","(+/-4,066)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"67,161","(+/-4,530)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"159,599","(+/-1,847)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"51,306","(+/-2,832)"
Residence 1 Year Ago,Population 1 year and over,"765,590","(+/-4,904)"
Residence 1 Year Ago,Same house,"697,879","(+/-9,082)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"67,711","(+/-6,876)"
Residence 1 Year Ago,Different house in the U.S.,"64,854","(+/-6,786)"
Residence 1 Year Ago,Same county,"34,348","(+/-5,549)"
Residence 1 Year Ago,Different county,"30,506","(+/-3,919)"
Residence 1 Year Ago,Same state,"14,116","(+/-2,385)"
Residence 1 Year Ago,Different state,"16,390","(+/-2,994)"
Residence 1 Year Ago,Abroad,"2,857","(+/-1,295)"
