Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"790,294","(+/-10,234)"
Sex and Age,Male,"391,050","(+/-5,552)"
Sex and Age,Female,"399,244","(+/-6,690)"
Sex and Age,Under 5 years,"48,120","(+/-2,351)"
Sex and Age,5 to 9 years,"51,941","(+/-4,513)"
Sex and Age,10 to 14 years,"49,513","(+/-3,472)"
Sex and Age,15 to 19 years,"50,782","(+/-2,986)"
Sex and Age,20 to 24 years,"58,010","(+/-3,620)"
Sex and Age,25 to 34 years,"106,632","(+/-4,470)"
Sex and Age,35 to 44 years,"100,640","(+/-3,851)"
Sex and Age,45 to 54 years,"88,720","(+/-4,136)"
Sex and Age,55 to 59 years,"48,607","(+/-3,458)"
Sex and Age,60 to 64 years,"47,063","(+/-3,172)"
Sex and Age,65 to 74 years,"81,460","(+/-2,634)"
Sex and Age,75 to 84 years,"47,288","(+/-2,980)"
Sex and Age,85 years and over,"11,518","(+/-1,936)"
Sex and Age,Median age (years),38.2,(+/-0.6)
Sex and Age,18 years and over,"609,669","(+/-7,675)"
Sex and Age,65 years and over,"140,266","(+/-3,586)"
Race,Total population,"790,294","(+/-10,234)"
Race,One race,"701,937","(+/-12,036)"
Race,White,"460,997","(+/-10,487)"
Race,Black or African American,"163,627","(+/-7,523)"
Race,American Indian and Alaska Native,"11,420","(+/-2,654)"
Race,Asian,"14,413","(+/-1,790)"
Race,Native Hawaiian and Other Pacific Islander,"1,749",(+/-840)
Race,Some other race,"49,731","(+/-5,523)"
Race,Two or more races,"88,357","(+/-8,663)"
Hispanic or Latino and Race,Total population,"790,294","(+/-10,234)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"115,145","(+/-5,000)"
Hispanic or Latino and Race,Mexican,"62,888","(+/-6,597)"
Hispanic or Latino and Race,Puerto Rican,"19,072","(+/-3,154)"
Hispanic or Latino and Race,Cuban,"1,974","(+/-1,131)"
Hispanic or Latino and Race,Other Hispanic or Latino,"31,211","(+/-5,384)"
Hispanic or Latino and Race,Not Hispanic or Latino,"675,149","(+/-10,057)"
Place of Birth,Total population,"790,294","(+/-10,234)"
Place of Birth,Native,"724,877","(+/-10,021)"
Place of Birth,Born in United States,"709,535","(+/-10,452)"
Place of Birth,State of residence,"446,336","(+/-11,653)"
Place of Birth,Different state,"263,199","(+/-9,130)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","15,342","(+/-2,497)"
Place of Birth,Foreign-born,"65,417","(+/-5,384)"
Ancestry,Total population,"790,294","(+/-10,234)"
Ancestry,American,"59,785","(+/-7,714)"
Ancestry,Arab,"3,596","(+/-1,537)"
Ancestry,Czech,"1,279",(+/-521)
Ancestry,Danish,922,(+/-537)
Ancestry,Dutch,"5,127","(+/-1,461)"
Ancestry,English,"90,292","(+/-7,009)"
Ancestry,French (except Basque),"8,810","(+/-2,079)"
Ancestry,French Canadian,"2,054",(+/-954)
Ancestry,German,"62,531","(+/-4,937)"
Ancestry,Greek,"1,886",(+/-873)
Ancestry,Hungarian,"1,594","(+/-1,189)"
Ancestry,Irish,"54,933","(+/-4,847)"
Ancestry,Italian,"22,144","(+/-3,214)"
Ancestry,Lithuanian,482,(+/-301)
Ancestry,Norwegian,"1,871",(+/-610)
Ancestry,Polish,"8,057","(+/-1,613)"
Ancestry,Portuguese,"1,537",(+/-826)
Ancestry,Russian,"1,044",(+/-565)
Ancestry,Scotch-Irish,"10,981","(+/-1,720)"
Ancestry,Scottish,"21,711","(+/-2,970)"
Ancestry,Slovak,779,(+/-494)
Ancestry,Subsaharan African,"10,541","(+/-4,194)"
Ancestry,Swedish,"3,419","(+/-1,055)"
Ancestry,Swiss,487,(+/-381)
Ancestry,Ukrainian,970,(+/-497)
Ancestry,Welsh,"3,108","(+/-1,062)"
Ancestry,West Indian (excluding Hispanic origin groups),"6,046","(+/-1,907)"
Veteran Status,Civilian population 18 years and over,"580,052","(+/-7,885)"
Veteran Status,Civilian veterans,"64,957","(+/-3,824)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"756,634","(+/-10,501)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"106,687","(+/-5,907)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"180,486","(+/-5,434)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"8,211","(+/-1,738)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"438,502","(+/-7,054)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"53,780","(+/-4,137)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"137,646","(+/-3,575)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"44,696","(+/-3,430)"
Residence 1 Year Ago,Population 1 year and over,"780,883","(+/-10,067)"
Residence 1 Year Ago,Same house,"684,596","(+/-10,966)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"96,287","(+/-8,240)"
Residence 1 Year Ago,Different house in the U.S.,"91,307","(+/-8,001)"
Residence 1 Year Ago,Same county,"39,682","(+/-6,965)"
Residence 1 Year Ago,Different county,"51,625","(+/-6,552)"
Residence 1 Year Ago,Same state,"23,752","(+/-4,164)"
Residence 1 Year Ago,Different state,"27,873","(+/-4,667)"
Residence 1 Year Ago,Abroad,"4,980","(+/-2,019)"
