Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"556,563","(+/-8,171)"
Sex and Age,Male,"273,919","(+/-5,993)"
Sex and Age,Female,"282,644","(+/-4,733)"
Sex and Age,Under 5 years,"23,449","(+/-2,425)"
Sex and Age,5 to 9 years,"26,594","(+/-3,320)"
Sex and Age,10 to 14 years,"30,527","(+/-3,629)"
Sex and Age,15 to 19 years,"39,537","(+/-3,167)"
Sex and Age,20 to 24 years,"37,995","(+/-3,228)"
Sex and Age,25 to 34 years,"74,194","(+/-4,033)"
Sex and Age,35 to 44 years,"70,493","(+/-4,403)"
Sex and Age,45 to 54 years,"67,584","(+/-3,962)"
Sex and Age,55 to 59 years,"37,315","(+/-3,032)"
Sex and Age,60 to 64 years,"40,967","(+/-3,230)"
Sex and Age,65 to 74 years,"62,884","(+/-2,303)"
Sex and Age,75 to 84 years,"33,250","(+/-2,309)"
Sex and Age,85 years and over,"11,774","(+/-1,912)"
Sex and Age,Median age (years),41.3,(+/-0.6)
Sex and Age,18 years and over,"455,287","(+/-6,620)"
Sex and Age,65 years and over,"107,908","(+/-2,905)"
Race,Total population,"556,563","(+/-8,171)"
Race,One race,"501,947","(+/-10,234)"
Race,White,"405,305","(+/-7,128)"
Race,Black or African American,"25,425","(+/-5,701)"
Race,American Indian and Alaska Native,"2,759","(+/-2,241)"
Race,Asian,"19,631","(+/-3,182)"
Race,Native Hawaiian and Other Pacific Islander,169,(+/-219)
Race,Some other race,"48,658","(+/-9,442)"
Race,Two or more races,"54,616","(+/-7,879)"
Hispanic or Latino and Race,Total population,"556,563","(+/-8,171)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"95,058","(+/-8,040)"
Hispanic or Latino and Race,Mexican,"5,581","(+/-2,557)"
Hispanic or Latino and Race,Puerto Rican,"21,935","(+/-5,761)"
Hispanic or Latino and Race,Cuban,587,(+/-469)
Hispanic or Latino and Race,Other Hispanic or Latino,"66,955","(+/-8,641)"
Hispanic or Latino and Race,Not Hispanic or Latino,"461,505","(+/-7,748)"
Place of Birth,Total population,"556,563","(+/-8,171)"
Place of Birth,Native,"487,414","(+/-8,024)"
Place of Birth,Born in United States,"470,185","(+/-7,905)"
Place of Birth,State of residence,"324,254","(+/-7,950)"
Place of Birth,Different state,"145,931","(+/-7,737)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","17,229","(+/-4,642)"
Place of Birth,Foreign-born,"69,149","(+/-8,029)"
Ancestry,Total population,"556,563","(+/-8,171)"
Ancestry,American,"22,093","(+/-3,288)"
Ancestry,Arab,"4,557","(+/-2,651)"
Ancestry,Czech,672,(+/-393)
Ancestry,Danish,495,(+/-281)
Ancestry,Dutch,"1,922",(+/-772)
Ancestry,English,"61,052","(+/-5,548)"
Ancestry,French (except Basque),"41,869","(+/-7,320)"
Ancestry,French Canadian,"19,956","(+/-3,133)"
Ancestry,German,"31,467","(+/-4,235)"
Ancestry,Greek,"2,956","(+/-1,259)"
Ancestry,Hungarian,"1,107",(+/-559)
Ancestry,Irish,"96,758","(+/-5,809)"
Ancestry,Italian,"106,930","(+/-7,018)"
Ancestry,Lithuanian,"1,191",(+/-593)
Ancestry,Norwegian,"1,875",(+/-853)
Ancestry,Polish,"15,962","(+/-2,645)"
Ancestry,Portuguese,"25,851","(+/-4,113)"
Ancestry,Russian,"3,977","(+/-2,405)"
Ancestry,Scotch-Irish,"2,939",(+/-975)
Ancestry,Scottish,"11,857","(+/-2,455)"
Ancestry,Slovak,213,(+/-154)
Ancestry,Subsaharan African,"8,033","(+/-3,012)"
Ancestry,Swedish,"7,824","(+/-2,164)"
Ancestry,Swiss,392,(+/-256)
Ancestry,Ukrainian,"2,252",(+/-986)
Ancestry,Welsh,"1,520",(+/-704)
Ancestry,West Indian (excluding Hispanic origin groups),"4,165","(+/-2,680)"
Veteran Status,Civilian population 18 years and over,"454,587","(+/-6,605)"
Veteran Status,Civilian veterans,"21,919","(+/-2,882)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"549,941","(+/-8,175)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"71,114","(+/-5,149)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"101,137","(+/-4,876)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"6,393","(+/-2,042)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"344,063","(+/-6,611)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"33,110","(+/-3,666)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"104,741","(+/-2,918)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"31,611","(+/-2,790)"
Residence 1 Year Ago,Population 1 year and over,"552,940","(+/-8,216)"
Residence 1 Year Ago,Same house,"492,694","(+/-11,604)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"60,246","(+/-9,155)"
Residence 1 Year Ago,Different house in the U.S.,"55,375","(+/-8,444)"
Residence 1 Year Ago,Same county,"28,871","(+/-6,796)"
Residence 1 Year Ago,Different county,"26,504","(+/-5,116)"
Residence 1 Year Ago,Same state,"13,222","(+/-4,001)"
Residence 1 Year Ago,Different state,"13,282","(+/-3,041)"
Residence 1 Year Ago,Abroad,"4,871","(+/-2,049)"
