Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"792,232","(+/-21,250)"
Sex and Age,Male,"390,975","(+/-11,515)"
Sex and Age,Female,"401,257","(+/-12,740)"
Sex and Age,Under 5 years,"37,796","(+/-4,145)"
Sex and Age,5 to 9 years,"45,130","(+/-5,324)"
Sex and Age,10 to 14 years,"53,133","(+/-5,029)"
Sex and Age,15 to 19 years,"51,446","(+/-4,558)"
Sex and Age,20 to 24 years,"48,874","(+/-4,825)"
Sex and Age,25 to 34 years,"110,831","(+/-7,499)"
Sex and Age,35 to 44 years,"111,817","(+/-5,622)"
Sex and Age,45 to 54 years,"98,256","(+/-5,856)"
Sex and Age,55 to 59 years,"48,958","(+/-4,388)"
Sex and Age,60 to 64 years,"48,148","(+/-4,168)"
Sex and Age,65 to 74 years,"79,895","(+/-5,096)"
Sex and Age,75 to 84 years,"45,609","(+/-2,896)"
Sex and Age,85 years and over,"12,339","(+/-2,070)"
Sex and Age,Median age (years),39.3,(+/-0.9)
Sex and Age,18 years and over,"623,876","(+/-17,320)"
Sex and Age,65 years and over,"137,843","(+/-6,275)"
Race,Total population,"792,232","(+/-21,250)"
Race,One race,"651,353","(+/-22,009)"
Race,White,"326,083","(+/-14,011)"
Race,Black or African American,"69,757","(+/-10,919)"
Race,American Indian and Alaska Native,"8,392","(+/-3,192)"
Race,Asian,"67,476","(+/-8,502)"
Race,Native Hawaiian and Other Pacific Islander,"5,932","(+/-2,269)"
Race,Some other race,"173,713","(+/-13,290)"
Race,Two or more races,"140,879","(+/-12,993)"
Hispanic or Latino and Race,Total population,"792,232","(+/-21,250)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"315,664","(+/-15,184)"
Hispanic or Latino and Race,Mexican,"208,089","(+/-13,408)"
Hispanic or Latino and Race,Puerto Rican,"10,686","(+/-3,317)"
Hispanic or Latino and Race,Cuban,"25,579","(+/-6,436)"
Hispanic or Latino and Race,Other Hispanic or Latino,"71,310","(+/-9,522)"
Hispanic or Latino and Race,Not Hispanic or Latino,"476,568","(+/-15,202)"
Place of Birth,Total population,"792,232","(+/-21,250)"
Place of Birth,Native,"601,422","(+/-17,489)"
Place of Birth,Born in United States,"588,360","(+/-17,880)"
Place of Birth,State of residence,"211,714","(+/-13,350)"
Place of Birth,Different state,"376,646","(+/-13,433)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","13,062","(+/-2,567)"
Place of Birth,Foreign-born,"190,810","(+/-11,527)"
Ancestry,Total population,"792,232","(+/-21,250)"
Ancestry,American,"25,697","(+/-4,013)"
Ancestry,Arab,"2,674","(+/-1,152)"
Ancestry,Czech,"1,810",(+/-857)
Ancestry,Danish,"1,748",(+/-768)
Ancestry,Dutch,"3,441","(+/-1,290)"
Ancestry,English,"53,482","(+/-6,146)"
Ancestry,French (except Basque),"8,871","(+/-2,045)"
Ancestry,French Canadian,"1,948",(+/-999)
Ancestry,German,"61,915","(+/-5,523)"
Ancestry,Greek,"3,415","(+/-1,884)"
Ancestry,Hungarian,"3,193","(+/-1,209)"
Ancestry,Irish,"54,778","(+/-5,048)"
Ancestry,Italian,"42,009","(+/-5,071)"
Ancestry,Lithuanian,585,(+/-358)
Ancestry,Norwegian,"7,137","(+/-1,532)"
Ancestry,Polish,"14,347","(+/-3,135)"
Ancestry,Portuguese,"3,080","(+/-1,649)"
Ancestry,Russian,"4,556","(+/-1,306)"
Ancestry,Scotch-Irish,"2,835",(+/-939)
Ancestry,Scottish,"11,048","(+/-2,432)"
Ancestry,Slovak,763,(+/-418)
Ancestry,Subsaharan African,"9,656","(+/-4,366)"
Ancestry,Swedish,"4,711","(+/-1,252)"
Ancestry,Swiss,"1,923",(+/-996)
Ancestry,Ukrainian,"1,909",(+/-790)
Ancestry,Welsh,"3,891","(+/-1,607)"
Ancestry,West Indian (excluding Hispanic origin groups),"2,291","(+/-1,589)"
Veteran Status,Civilian population 18 years and over,"622,498","(+/-17,225)"
Veteran Status,Civilian veterans,"38,274","(+/-3,792)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"788,567","(+/-21,240)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"118,017","(+/-7,331)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"168,356","(+/-9,175)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"7,817","(+/-1,469)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"483,672","(+/-15,372)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"63,503","(+/-5,837)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"136,539","(+/-6,274)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"46,697","(+/-3,829)"
Residence 1 Year Ago,Population 1 year and over,"786,054","(+/-21,210)"
Residence 1 Year Ago,Same house,"671,796","(+/-21,145)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"114,258","(+/-12,567)"
Residence 1 Year Ago,Different house in the U.S.,"107,355","(+/-12,361)"
Residence 1 Year Ago,Same county,"76,769","(+/-9,350)"
Residence 1 Year Ago,Different county,"30,586","(+/-6,424)"
Residence 1 Year Ago,Same state,583,(+/-405)
Residence 1 Year Ago,Different state,"30,003","(+/-6,456)"
Residence 1 Year Ago,Abroad,"6,903","(+/-2,475)"
