Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"710,491","(+/-13,812)"
Sex and Age,Male,"358,563","(+/-8,333)"
Sex and Age,Female,"351,928","(+/-8,490)"
Sex and Age,Under 5 years,"35,011","(+/-2,522)"
Sex and Age,5 to 9 years,"37,949","(+/-4,041)"
Sex and Age,10 to 14 years,"51,578","(+/-4,574)"
Sex and Age,15 to 19 years,"51,844","(+/-3,656)"
Sex and Age,20 to 24 years,"61,163","(+/-4,207)"
Sex and Age,25 to 34 years,"86,935","(+/-4,490)"
Sex and Age,35 to 44 years,"92,568","(+/-5,047)"
Sex and Age,45 to 54 years,"81,751","(+/-3,943)"
Sex and Age,55 to 59 years,"38,130","(+/-3,217)"
Sex and Age,60 to 64 years,"42,205","(+/-3,377)"
Sex and Age,65 to 74 years,"75,452","(+/-3,140)"
Sex and Age,75 to 84 years,"44,037","(+/-2,260)"
Sex and Age,85 years and over,"11,868","(+/-1,750)"
Sex and Age,Median age (years),38.0,(+/-0.7)
Sex and Age,18 years and over,"554,756","(+/-10,411)"
Sex and Age,65 years and over,"131,357","(+/-3,749)"
Race,Total population,"710,491","(+/-13,812)"
Race,One race,"474,943","(+/-16,311)"
Race,White,"281,734","(+/-10,743)"
Race,Black or African American,"18,868","(+/-4,039)"
Race,American Indian and Alaska Native,"40,766","(+/-4,206)"
Race,Asian,"7,414","(+/-1,869)"
Race,Native Hawaiian and Other Pacific Islander,429,(+/-313)
Race,Some other race,"125,732","(+/-14,027)"
Race,Two or more races,"235,548","(+/-14,103)"
Hispanic or Latino and Race,Total population,"710,491","(+/-13,812)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"431,448","(+/-11,184)"
Hispanic or Latino and Race,Mexican,"338,916","(+/-11,917)"
Hispanic or Latino and Race,Puerto Rican,"2,428","(+/-1,069)"
Hispanic or Latino and Race,Cuban,"2,060","(+/-1,671)"
Hispanic or Latino and Race,Other Hispanic or Latino,"88,044","(+/-9,313)"
Hispanic or Latino and Race,Not Hispanic or Latino,"279,043","(+/-8,300)"
Place of Birth,Total population,"710,491","(+/-13,812)"
Place of Birth,Native,"621,559","(+/-14,382)"
Place of Birth,Born in United States,"609,299","(+/-14,587)"
Place of Birth,State of residence,"350,260","(+/-14,872)"
Place of Birth,Different state,"259,039","(+/-10,505)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","12,260","(+/-3,359)"
Place of Birth,Foreign-born,"88,932","(+/-7,771)"
Ancestry,Total population,"710,491","(+/-13,812)"
Ancestry,American,"28,023","(+/-4,208)"
Ancestry,Arab,"2,580","(+/-1,573)"
Ancestry,Czech,"1,135",(+/-536)
Ancestry,Danish,437,(+/-253)
Ancestry,Dutch,"3,124","(+/-1,234)"
Ancestry,English,"44,551","(+/-4,933)"
Ancestry,French (except Basque),"10,483","(+/-2,481)"
Ancestry,French Canadian,"1,534",(+/-787)
Ancestry,German,"46,808","(+/-5,541)"
Ancestry,Greek,"1,282",(+/-920)
Ancestry,Hungarian,"1,745","(+/-1,097)"
Ancestry,Irish,"41,722","(+/-4,370)"
Ancestry,Italian,"15,252","(+/-2,955)"
Ancestry,Lithuanian,452,(+/-443)
Ancestry,Norwegian,"3,302","(+/-1,394)"
Ancestry,Polish,"6,563","(+/-2,091)"
Ancestry,Portuguese,"1,872",(+/-917)
Ancestry,Russian,"1,432",(+/-843)
Ancestry,Scotch-Irish,"3,819",(+/-884)
Ancestry,Scottish,"11,385","(+/-2,393)"
Ancestry,Slovak,337,(+/-297)
Ancestry,Subsaharan African,"2,919","(+/-1,594)"
Ancestry,Swedish,"3,025","(+/-1,181)"
Ancestry,Swiss,"1,309",(+/-684)
Ancestry,Ukrainian,263,(+/-224)
Ancestry,Welsh,"2,666",(+/-892)
Ancestry,West Indian (excluding Hispanic origin groups),"1,560","(+/-1,306)"
Veteran Status,Civilian population 18 years and over,"546,205","(+/-10,338)"
Veteran Status,Civilian veterans,"41,961","(+/-3,100)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"691,604","(+/-13,840)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"122,143","(+/-7,118)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"155,598","(+/-7,087)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"10,757","(+/-2,473)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"406,578","(+/-9,483)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"58,539","(+/-4,988)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"129,428","(+/-3,802)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"52,847","(+/-3,340)"
Residence 1 Year Ago,Population 1 year and over,"702,546","(+/-13,547)"
Residence 1 Year Ago,Same house,"625,983","(+/-14,995)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"76,563","(+/-9,455)"
Residence 1 Year Ago,Different house in the U.S.,"73,714","(+/-9,262)"
Residence 1 Year Ago,Same county,"40,291","(+/-7,258)"
Residence 1 Year Ago,Different county,"33,423","(+/-5,222)"
Residence 1 Year Ago,Same state,"14,885","(+/-4,389)"
Residence 1 Year Ago,Different state,"18,538","(+/-3,688)"
Residence 1 Year Ago,Abroad,"2,849","(+/-1,209)"
