Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"789,531","(+/-9,499)"
Sex and Age,Male,"399,890","(+/-6,824)"
Sex and Age,Female,"389,641","(+/-6,076)"
Sex and Age,Under 5 years,"36,965","(+/-3,139)"
Sex and Age,5 to 9 years,"42,589","(+/-3,409)"
Sex and Age,10 to 14 years,"42,704","(+/-3,528)"
Sex and Age,15 to 19 years,"43,880","(+/-2,652)"
Sex and Age,20 to 24 years,"51,905","(+/-2,677)"
Sex and Age,25 to 34 years,"110,999","(+/-4,049)"
Sex and Age,35 to 44 years,"110,420","(+/-5,149)"
Sex and Age,45 to 54 years,"85,907","(+/-3,166)"
Sex and Age,55 to 59 years,"46,128","(+/-3,105)"
Sex and Age,60 to 64 years,"50,455","(+/-3,021)"
Sex and Age,65 to 74 years,"96,953","(+/-2,863)"
Sex and Age,75 to 84 years,"55,225","(+/-2,588)"
Sex and Age,85 years and over,"15,401","(+/-1,608)"
Sex and Age,Median age (years),40.8,(+/-0.5)
Sex and Age,18 years and over,"643,243","(+/-7,280)"
Sex and Age,65 years and over,"167,579","(+/-3,320)"
Race,Total population,"789,531","(+/-9,499)"
Race,One race,"699,160","(+/-10,174)"
Race,White,"554,314","(+/-9,833)"
Race,Black or African American,"24,028","(+/-3,848)"
Race,American Indian and Alaska Native,"10,956","(+/-2,535)"
Race,Asian,"57,924","(+/-5,422)"
Race,Native Hawaiian and Other Pacific Islander,"2,592","(+/-1,845)"
Race,Some other race,"49,346","(+/-7,142)"
Race,Two or more races,"90,371","(+/-6,553)"
Hispanic or Latino and Race,Total population,"789,531","(+/-9,499)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"110,752","(+/-6,115)"
Hispanic or Latino and Race,Mexican,"81,678","(+/-6,676)"
Hispanic or Latino and Race,Puerto Rican,"2,805","(+/-1,089)"
Hispanic or Latino and Race,Cuban,575,(+/-416)
Hispanic or Latino and Race,Other Hispanic or Latino,"25,694","(+/-5,254)"
Hispanic or Latino and Race,Not Hispanic or Latino,"678,779","(+/-8,446)"
Place of Birth,Total population,"789,531","(+/-9,499)"
Place of Birth,Native,"680,808","(+/-8,697)"
Place of Birth,Born in United States,"667,805","(+/-9,327)"
Place of Birth,State of residence,"384,371","(+/-9,960)"
Place of Birth,Different state,"283,434","(+/-7,917)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","13,003","(+/-2,269)"
Place of Birth,Foreign-born,"108,723","(+/-7,285)"
Ancestry,Total population,"789,531","(+/-9,499)"
Ancestry,American,"31,319","(+/-3,931)"
Ancestry,Arab,"3,335","(+/-1,765)"
Ancestry,Czech,"2,444","(+/-1,024)"
Ancestry,Danish,"4,981","(+/-1,147)"
Ancestry,Dutch,"20,496","(+/-2,731)"
Ancestry,English,"104,394","(+/-7,763)"
Ancestry,French (except Basque),"18,261","(+/-3,129)"
Ancestry,French Canadian,"3,700","(+/-1,442)"
Ancestry,German,"113,548","(+/-7,634)"
Ancestry,Greek,"2,560",(+/-926)
Ancestry,Hungarian,"2,133",(+/-710)
Ancestry,Irish,"90,482","(+/-7,616)"
Ancestry,Italian,"26,242","(+/-3,240)"
Ancestry,Lithuanian,882,(+/-422)
Ancestry,Norwegian,"40,657","(+/-4,128)"
Ancestry,Polish,"11,141","(+/-1,603)"
Ancestry,Portuguese,"2,986","(+/-1,082)"
Ancestry,Russian,"6,517","(+/-1,622)"
Ancestry,Scotch-Irish,"8,528","(+/-1,846)"
Ancestry,Scottish,"29,922","(+/-3,207)"
Ancestry,Slovak,"1,242","(+/-1,032)"
Ancestry,Subsaharan African,"11,485","(+/-3,241)"
Ancestry,Swedish,"23,587","(+/-2,844)"
Ancestry,Swiss,"3,107",(+/-794)
Ancestry,Ukrainian,"6,121","(+/-1,724)"
Ancestry,Welsh,"6,964","(+/-1,786)"
Ancestry,West Indian (excluding Hispanic origin groups),"2,307","(+/-1,760)"
Veteran Status,Civilian population 18 years and over,"634,283","(+/-7,384)"
Veteran Status,Civilian veterans,"51,650","(+/-3,304)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"776,438","(+/-9,456)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"117,815","(+/-5,251)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"146,143","(+/-5,330)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"8,924","(+/-2,204)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"465,034","(+/-7,291)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"56,821","(+/-3,800)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"165,261","(+/-3,287)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"52,070","(+/-2,831)"
Residence 1 Year Ago,Population 1 year and over,"783,825","(+/-9,693)"
Residence 1 Year Ago,Same house,"677,303","(+/-11,423)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"106,522","(+/-9,411)"
Residence 1 Year Ago,Different house in the U.S.,"99,774","(+/-8,282)"
Residence 1 Year Ago,Same county,"59,701","(+/-8,247)"
Residence 1 Year Ago,Different county,"40,073","(+/-5,014)"
Residence 1 Year Ago,Same state,"21,511","(+/-3,242)"
Residence 1 Year Ago,Different state,"18,562","(+/-3,902)"
Residence 1 Year Ago,Abroad,"6,748","(+/-3,387)"
