Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"801,772","(+/-11,342)"
Sex and Age,Male,"398,697","(+/-6,481)"
Sex and Age,Female,"403,075","(+/-6,252)"
Sex and Age,Under 5 years,"36,251","(+/-2,421)"
Sex and Age,5 to 9 years,"39,656","(+/-3,379)"
Sex and Age,10 to 14 years,"44,641","(+/-3,572)"
Sex and Age,15 to 19 years,"60,270","(+/-2,947)"
Sex and Age,20 to 24 years,"60,939","(+/-3,320)"
Sex and Age,25 to 34 years,"99,402","(+/-4,488)"
Sex and Age,35 to 44 years,"102,523","(+/-4,739)"
Sex and Age,45 to 54 years,"97,142","(+/-4,235)"
Sex and Age,55 to 59 years,"51,249","(+/-3,154)"
Sex and Age,60 to 64 years,"60,239","(+/-3,581)"
Sex and Age,65 to 74 years,"89,890","(+/-2,918)"
Sex and Age,75 to 84 years,"45,649","(+/-2,596)"
Sex and Age,85 years and over,"13,921","(+/-1,739)"
Sex and Age,Median age (years),40.7,(+/-0.8)
Sex and Age,18 years and over,"653,873","(+/-8,242)"
Sex and Age,65 years and over,"149,460","(+/-4,045)"
Race,Total population,"801,772","(+/-11,342)"
Race,One race,"711,048","(+/-11,869)"
Race,White,"565,823","(+/-13,407)"
Race,Black or African American,"43,183","(+/-4,354)"
Race,American Indian and Alaska Native,"1,298",(+/-826)
Race,Asian,"61,199","(+/-4,813)"
Race,Native Hawaiian and Other Pacific Islander,165,(+/-139)
Race,Some other race,"39,380","(+/-7,791)"
Race,Two or more races,"90,724","(+/-7,840)"
Hispanic or Latino and Race,Total population,"801,772","(+/-11,342)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"92,763","(+/-6,116)"
Hispanic or Latino and Race,Mexican,"6,535","(+/-2,861)"
Hispanic or Latino and Race,Puerto Rican,"39,514","(+/-5,532)"
Hispanic or Latino and Race,Cuban,"1,973","(+/-1,210)"
Hispanic or Latino and Race,Other Hispanic or Latino,"44,741","(+/-6,241)"
Hispanic or Latino and Race,Not Hispanic or Latino,"709,009","(+/-11,606)"
Place of Birth,Total population,"801,772","(+/-11,342)"
Place of Birth,Native,"665,809","(+/-11,970)"
Place of Birth,Born in United States,"641,947","(+/-11,656)"
Place of Birth,State of residence,"482,437","(+/-11,695)"
Place of Birth,Different state,"159,510","(+/-6,736)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","23,862","(+/-3,746)"
Place of Birth,Foreign-born,"135,963","(+/-8,384)"
Ancestry,Total population,"801,772","(+/-11,342)"
Ancestry,American,"27,424","(+/-4,587)"
Ancestry,Arab,"10,000","(+/-2,567)"
Ancestry,Czech,"1,721",(+/-731)
Ancestry,Danish,"1,290",(+/-794)
Ancestry,Dutch,"5,725","(+/-1,602)"
Ancestry,English,"78,351","(+/-5,024)"
Ancestry,French (except Basque),"47,101","(+/-4,485)"
Ancestry,French Canadian,"33,042","(+/-3,954)"
Ancestry,German,"40,479","(+/-3,450)"
Ancestry,Greek,"6,890","(+/-1,866)"
Ancestry,Hungarian,"4,044","(+/-2,581)"
Ancestry,Irish,"140,566","(+/-8,611)"
Ancestry,Italian,"89,105","(+/-8,663)"
Ancestry,Lithuanian,"7,830","(+/-2,100)"
Ancestry,Norwegian,"3,047","(+/-1,008)"
Ancestry,Polish,"39,259","(+/-4,738)"
Ancestry,Portuguese,"9,219","(+/-2,269)"
Ancestry,Russian,"5,455","(+/-1,588)"
Ancestry,Scotch-Irish,"3,746","(+/-1,098)"
Ancestry,Scottish,"20,801","(+/-2,918)"
Ancestry,Slovak,"1,550",(+/-956)
Ancestry,Subsaharan African,"19,641","(+/-3,753)"
Ancestry,Swedish,"16,215","(+/-2,666)"
Ancestry,Swiss,897,(+/-527)
Ancestry,Ukrainian,"3,304","(+/-1,044)"
Ancestry,Welsh,"2,059",(+/-804)
Ancestry,West Indian (excluding Hispanic origin groups),"5,884","(+/-2,530)"
Veteran Status,Civilian population 18 years and over,"653,495","(+/-8,295)"
Veteran Status,Civilian veterans,"29,068","(+/-2,616)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"794,489","(+/-11,363)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"109,493","(+/-6,394)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"147,498","(+/-5,458)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"6,321","(+/-1,300)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"501,871","(+/-7,942)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"60,531","(+/-5,113)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"145,120","(+/-4,043)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"42,641","(+/-3,479)"
Residence 1 Year Ago,Population 1 year and over,"795,005","(+/-11,407)"
Residence 1 Year Ago,Same house,"696,501","(+/-13,810)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"98,504","(+/-8,887)"
Residence 1 Year Ago,Different house in the U.S.,"91,961","(+/-8,649)"
Residence 1 Year Ago,Same county,"44,304","(+/-6,202)"
Residence 1 Year Ago,Different county,"47,657","(+/-5,351)"
Residence 1 Year Ago,Same state,"28,734","(+/-4,200)"
Residence 1 Year Ago,Different state,"18,923","(+/-3,504)"
Residence 1 Year Ago,Abroad,"6,543","(+/-2,112)"
