Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"774,995","(+/-8,284)"
Sex and Age,Male,"379,892","(+/-5,529)"
Sex and Age,Female,"395,103","(+/-5,953)"
Sex and Age,Under 5 years,"41,842","(+/-2,656)"
Sex and Age,5 to 9 years,"44,959","(+/-3,879)"
Sex and Age,10 to 14 years,"52,124","(+/-3,339)"
Sex and Age,15 to 19 years,"49,422","(+/-3,006)"
Sex and Age,20 to 24 years,"46,329","(+/-3,275)"
Sex and Age,25 to 34 years,"83,224","(+/-4,008)"
Sex and Age,35 to 44 years,"101,500","(+/-4,246)"
Sex and Age,45 to 54 years,"95,975","(+/-3,869)"
Sex and Age,55 to 59 years,"52,477","(+/-2,980)"
Sex and Age,60 to 64 years,"54,510","(+/-3,537)"
Sex and Age,65 to 74 years,"87,442","(+/-2,530)"
Sex and Age,75 to 84 years,"45,964","(+/-2,167)"
Sex and Age,85 years and over,"19,227","(+/-1,810)"
Sex and Age,Median age (years),41.9,(+/-0.5)
Sex and Age,18 years and over,"605,182","(+/-6,694)"
Sex and Age,65 years and over,"152,633","(+/-3,067)"
Race,Total population,"774,995","(+/-8,284)"
Race,One race,"726,511","(+/-8,823)"
Race,White,"561,580","(+/-7,897)"
Race,Black or African American,"132,273","(+/-6,341)"
Race,American Indian and Alaska Native,"2,221","(+/-1,115)"
Race,Asian,"18,865","(+/-3,532)"
Race,Native Hawaiian and Other Pacific Islander,866,(+/-939)
Race,Some other race,"10,706","(+/-2,395)"
Race,Two or more races,"48,484","(+/-5,935)"
Hispanic or Latino and Race,Total population,"774,995","(+/-8,284)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"30,293","(+/-3,574)"
Hispanic or Latino and Race,Mexican,"19,049","(+/-3,683)"
Hispanic or Latino and Race,Puerto Rican,"2,352","(+/-1,106)"
Hispanic or Latino and Race,Cuban,596,(+/-460)
Hispanic or Latino and Race,Other Hispanic or Latino,"8,296","(+/-2,973)"
Hispanic or Latino and Race,Not Hispanic or Latino,"744,702","(+/-8,115)"
Place of Birth,Total population,"774,995","(+/-8,284)"
Place of Birth,Native,"743,016","(+/-8,258)"
Place of Birth,Born in United States,"737,692","(+/-8,178)"
Place of Birth,State of residence,"505,295","(+/-8,111)"
Place of Birth,Different state,"232,397","(+/-8,616)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","5,324","(+/-1,554)"
Place of Birth,Foreign-born,"31,979","(+/-4,206)"
Ancestry,Total population,"774,995","(+/-8,284)"
Ancestry,American,"100,827","(+/-6,839)"
Ancestry,Arab,"2,573","(+/-1,211)"
Ancestry,Czech,347,(+/-281)
Ancestry,Danish,482,(+/-321)
Ancestry,Dutch,"3,325","(+/-1,025)"
Ancestry,English,"100,622","(+/-6,886)"
Ancestry,French (except Basque),"6,931","(+/-1,499)"
Ancestry,French Canadian,617,(+/-616)
Ancestry,German,"59,200","(+/-5,378)"
Ancestry,Greek,"1,374",(+/-942)
Ancestry,Hungarian,847,(+/-447)
Ancestry,Irish,"78,633","(+/-5,567)"
Ancestry,Italian,"14,977","(+/-3,080)"
Ancestry,Lithuanian,623,(+/-454)
Ancestry,Norwegian,"3,662","(+/-1,492)"
Ancestry,Polish,"6,215","(+/-1,403)"
Ancestry,Portuguese,288,(+/-193)
Ancestry,Russian,"1,368",(+/-645)
Ancestry,Scotch-Irish,"13,191","(+/-2,887)"
Ancestry,Scottish,"16,625","(+/-2,578)"
Ancestry,Slovak,387,(+/-354)
Ancestry,Subsaharan African,"12,448","(+/-3,245)"
Ancestry,Swedish,"2,374","(+/-1,105)"
Ancestry,Swiss,706,(+/-628)
Ancestry,Ukrainian,"1,415",(+/-978)
Ancestry,Welsh,"3,101","(+/-1,087)"
Ancestry,West Indian (excluding Hispanic origin groups),756,(+/-622)
Veteran Status,Civilian population 18 years and over,"604,559","(+/-6,750)"
Veteran Status,Civilian veterans,"41,862","(+/-3,375)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"757,535","(+/-8,411)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"120,504","(+/-5,201)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"169,401","(+/-3,840)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"9,192","(+/-1,864)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"440,254","(+/-5,889)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"58,662","(+/-4,032)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"147,880","(+/-3,072)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"52,650","(+/-2,847)"
Residence 1 Year Ago,Population 1 year and over,"770,010","(+/-8,394)"
Residence 1 Year Ago,Same house,"690,648","(+/-9,696)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"79,362","(+/-6,614)"
Residence 1 Year Ago,Different house in the U.S.,"77,731","(+/-6,507)"
Residence 1 Year Ago,Same county,"43,943","(+/-5,489)"
Residence 1 Year Ago,Different county,"33,788","(+/-4,062)"
Residence 1 Year Ago,Same state,"20,112","(+/-2,678)"
Residence 1 Year Ago,Different state,"13,676","(+/-2,536)"
Residence 1 Year Ago,Abroad,"1,631","(+/-1,121)"
