Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"787,897","(+/-9,779)"
Sex and Age,Male,"383,018","(+/-6,708)"
Sex and Age,Female,"404,879","(+/-6,276)"
Sex and Age,Under 5 years,"44,642","(+/-3,365)"
Sex and Age,5 to 9 years,"52,072","(+/-3,863)"
Sex and Age,10 to 14 years,"57,835","(+/-3,829)"
Sex and Age,15 to 19 years,"55,645","(+/-3,705)"
Sex and Age,20 to 24 years,"56,060","(+/-4,231)"
Sex and Age,25 to 34 years,"104,237","(+/-4,350)"
Sex and Age,35 to 44 years,"97,381","(+/-4,304)"
Sex and Age,45 to 54 years,"94,445","(+/-4,816)"
Sex and Age,55 to 59 years,"37,525","(+/-3,132)"
Sex and Age,60 to 64 years,"53,914","(+/-3,190)"
Sex and Age,65 to 74 years,"79,502","(+/-2,562)"
Sex and Age,75 to 84 years,"43,212","(+/-2,275)"
Sex and Age,85 years and over,"11,427","(+/-1,847)"
Sex and Age,Median age (years),37.3,(+/-0.7)
Sex and Age,18 years and over,"601,989","(+/-6,393)"
Sex and Age,65 years and over,"134,141","(+/-3,250)"
Race,Total population,"787,897","(+/-9,779)"
Race,One race,"742,502","(+/-11,109)"
Race,White,"457,045","(+/-7,249)"
Race,Black or African American,"236,546","(+/-9,769)"
Race,American Indian and Alaska Native,"3,010","(+/-1,272)"
Race,Asian,"13,134","(+/-3,238)"
Race,Native Hawaiian and Other Pacific Islander,414,(+/-454)
Race,Some other race,"32,353","(+/-6,602)"
Race,Two or more races,"45,395","(+/-6,807)"
Hispanic or Latino and Race,Total population,"787,897","(+/-9,779)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"70,048","(+/-2,919)"
Hispanic or Latino and Race,Mexican,"47,994","(+/-4,719)"
Hispanic or Latino and Race,Puerto Rican,"6,931","(+/-2,000)"
Hispanic or Latino and Race,Cuban,"3,170","(+/-1,106)"
Hispanic or Latino and Race,Other Hispanic or Latino,"11,953","(+/-3,169)"
Hispanic or Latino and Race,Not Hispanic or Latino,"717,849","(+/-9,359)"
Place of Birth,Total population,"787,897","(+/-9,779)"
Place of Birth,Native,"748,585","(+/-10,382)"
Place of Birth,Born in United States,"738,692","(+/-10,266)"
Place of Birth,State of residence,"532,972","(+/-11,371)"
Place of Birth,Different state,"205,720","(+/-10,078)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","9,893","(+/-1,911)"
Place of Birth,Foreign-born,"39,312","(+/-4,199)"
Ancestry,Total population,"787,897","(+/-9,779)"
Ancestry,American,"80,185","(+/-7,345)"
Ancestry,Arab,"2,093","(+/-1,730)"
Ancestry,Czech,512,(+/-485)
Ancestry,Danish,376,(+/-348)
Ancestry,Dutch,"3,596","(+/-1,185)"
Ancestry,English,"78,114","(+/-6,777)"
Ancestry,French (except Basque),"7,263","(+/-1,981)"
Ancestry,French Canadian,"1,412",(+/-820)
Ancestry,German,"37,522","(+/-4,929)"
Ancestry,Greek,440,(+/-345)
Ancestry,Hungarian,"1,704","(+/-1,419)"
Ancestry,Irish,"47,814","(+/-4,242)"
Ancestry,Italian,"13,829","(+/-2,873)"
Ancestry,Lithuanian,54,(+/-92)
Ancestry,Norwegian,"3,923","(+/-2,091)"
Ancestry,Polish,"4,235","(+/-1,365)"
Ancestry,Portuguese,735,(+/-510)
Ancestry,Russian,595,(+/-631)
Ancestry,Scotch-Irish,"8,307","(+/-2,250)"
Ancestry,Scottish,"14,259","(+/-2,314)"
Ancestry,Slovak,0,(+/-232)
Ancestry,Subsaharan African,"5,476","(+/-1,431)"
Ancestry,Swedish,"1,208",(+/-740)
Ancestry,Swiss,667,(+/-785)
Ancestry,Ukrainian,406,(+/-393)
Ancestry,Welsh,"1,496",(+/-696)
Ancestry,West Indian (excluding Hispanic origin groups),"4,252","(+/-1,502)"
Veteran Status,Civilian population 18 years and over,"594,703","(+/-6,579)"
Veteran Status,Civilian veterans,"53,808","(+/-4,004)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"758,794","(+/-9,948)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"118,089","(+/-5,999)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"185,672","(+/-5,569)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"8,719","(+/-1,756)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"443,896","(+/-6,520)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"61,599","(+/-4,731)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"129,226","(+/-3,175)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"47,771","(+/-3,471)"
Residence 1 Year Ago,Population 1 year and over,"781,047","(+/-9,837)"
Residence 1 Year Ago,Same house,"696,474","(+/-10,186)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"84,573","(+/-8,754)"
Residence 1 Year Ago,Different house in the U.S.,"81,321","(+/-8,440)"
Residence 1 Year Ago,Same county,"40,501","(+/-7,083)"
Residence 1 Year Ago,Different county,"40,820","(+/-5,106)"
Residence 1 Year Ago,Same state,"28,708","(+/-3,574)"
Residence 1 Year Ago,Different state,"12,112","(+/-3,168)"
Residence 1 Year Ago,Abroad,"3,252","(+/-1,492)"
