Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"825,445","(+/-10,297)"
Sex and Age,Male,"410,970","(+/-6,411)"
Sex and Age,Female,"414,475","(+/-5,804)"
Sex and Age,Under 5 years,"47,450","(+/-2,891)"
Sex and Age,5 to 9 years,"58,683","(+/-3,908)"
Sex and Age,10 to 14 years,"57,337","(+/-3,814)"
Sex and Age,15 to 19 years,"57,948","(+/-3,208)"
Sex and Age,20 to 24 years,"53,887","(+/-3,644)"
Sex and Age,25 to 34 years,"109,619","(+/-3,952)"
Sex and Age,35 to 44 years,"116,847","(+/-4,731)"
Sex and Age,45 to 54 years,"107,121","(+/-4,351)"
Sex and Age,55 to 59 years,"50,723","(+/-3,716)"
Sex and Age,60 to 64 years,"48,998","(+/-3,058)"
Sex and Age,65 to 74 years,"71,801","(+/-2,354)"
Sex and Age,75 to 84 years,"36,672","(+/-2,157)"
Sex and Age,85 years and over,"8,359","(+/-1,476)"
Sex and Age,Median age (years),37.2,(+/-0.5)
Sex and Age,18 years and over,"623,979","(+/-7,541)"
Sex and Age,65 years and over,"116,832","(+/-2,888)"
Race,Total population,"825,445","(+/-10,297)"
Race,One race,"725,694","(+/-12,578)"
Race,White,"434,457","(+/-9,987)"
Race,Black or African American,"167,624","(+/-7,716)"
Race,American Indian and Alaska Native,"3,058","(+/-1,402)"
Race,Asian,"45,067","(+/-5,071)"
Race,Native Hawaiian and Other Pacific Islander,363,(+/-271)
Race,Some other race,"75,125","(+/-9,831)"
Race,Two or more races,"99,751","(+/-10,410)"
Hispanic or Latino and Race,Total population,"825,445","(+/-10,297)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"157,292","(+/-7,597)"
Hispanic or Latino and Race,Mexican,"30,610","(+/-5,481)"
Hispanic or Latino and Race,Puerto Rican,"11,910","(+/-2,766)"
Hispanic or Latino and Race,Cuban,"2,213","(+/-1,282)"
Hispanic or Latino and Race,Other Hispanic or Latino,"112,559","(+/-9,066)"
Hispanic or Latino and Race,Not Hispanic or Latino,"668,153","(+/-7,904)"
Place of Birth,Total population,"825,445","(+/-10,297)"
Place of Birth,Native,"687,966","(+/-10,690)"
Place of Birth,Born in United States,"666,244","(+/-10,839)"
Place of Birth,State of residence,"367,338","(+/-11,365)"
Place of Birth,Different state,"298,906","(+/-9,763)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","21,722","(+/-2,856)"
Place of Birth,Foreign-born,"137,479","(+/-8,785)"
Ancestry,Total population,"825,445","(+/-10,297)"
Ancestry,American,"49,830","(+/-5,933)"
Ancestry,Arab,"5,931","(+/-2,396)"
Ancestry,Czech,"1,181",(+/-580)
Ancestry,Danish,"1,853",(+/-779)
Ancestry,Dutch,"3,730","(+/-1,239)"
Ancestry,English,"79,305","(+/-6,273)"
Ancestry,French (except Basque),"10,893","(+/-2,222)"
Ancestry,French Canadian,"2,252",(+/-774)
Ancestry,German,"78,111","(+/-7,119)"
Ancestry,Greek,"2,097","(+/-1,052)"
Ancestry,Hungarian,"3,303","(+/-1,413)"
Ancestry,Irish,"77,185","(+/-6,281)"
Ancestry,Italian,"35,448","(+/-4,845)"
Ancestry,Lithuanian,924,(+/-451)
Ancestry,Norwegian,"2,877",(+/-855)
Ancestry,Polish,"15,467","(+/-2,649)"
Ancestry,Portuguese,778,(+/-526)
Ancestry,Russian,"2,340",(+/-750)
Ancestry,Scotch-Irish,"8,478","(+/-1,899)"
Ancestry,Scottish,"19,539","(+/-3,027)"
Ancestry,Slovak,"1,558",(+/-974)
Ancestry,Subsaharan African,"39,627","(+/-6,853)"
Ancestry,Swedish,"3,456","(+/-1,347)"
Ancestry,Swiss,634,(+/-366)
Ancestry,Ukrainian,"1,910",(+/-902)
Ancestry,Welsh,"4,130","(+/-1,315)"
Ancestry,West Indian (excluding Hispanic origin groups),"6,835","(+/-2,601)"
Veteran Status,Civilian population 18 years and over,"607,827","(+/-7,732)"
Veteran Status,Civilian veterans,"72,688","(+/-4,321)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"804,131","(+/-10,579)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"90,146","(+/-5,898)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"201,317","(+/-5,586)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"9,433","(+/-1,974)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"487,242","(+/-7,711)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"46,703","(+/-4,231)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"115,572","(+/-2,903)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"34,010","(+/-2,763)"
Residence 1 Year Ago,Population 1 year and over,"816,817","(+/-10,205)"
Residence 1 Year Ago,Same house,"721,108","(+/-13,071)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"95,709","(+/-10,890)"
Residence 1 Year Ago,Different house in the U.S.,"89,604","(+/-10,675)"
Residence 1 Year Ago,Same county,"31,072","(+/-7,047)"
Residence 1 Year Ago,Different county,"58,532","(+/-8,103)"
Residence 1 Year Ago,Same state,"40,216","(+/-6,962)"
Residence 1 Year Ago,Different state,"18,316","(+/-3,443)"
Residence 1 Year Ago,Abroad,"6,105","(+/-2,427)"
