Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"809,872","(+/-3,193)"
Sex and Age,Male,"398,149","(+/-2,742)"
Sex and Age,Female,"411,723","(+/-3,051)"
Sex and Age,Under 5 years,"44,801","(+/-1,256)"
Sex and Age,5 to 9 years,"44,359","(+/-3,259)"
Sex and Age,10 to 14 years,"47,866","(+/-3,167)"
Sex and Age,15 to 19 years,"49,346","(+/-2,097)"
Sex and Age,20 to 24 years,"46,926","(+/-1,903)"
Sex and Age,25 to 34 years,"110,502","(+/-2,486)"
Sex and Age,35 to 44 years,"102,788","(+/-2,394)"
Sex and Age,45 to 54 years,"98,186","(+/-2,127)"
Sex and Age,55 to 59 years,"54,478","(+/-3,509)"
Sex and Age,60 to 64 years,"51,548","(+/-3,429)"
Sex and Age,65 to 74 years,"90,652","(+/-1,502)"
Sex and Age,75 to 84 years,"51,728","(+/-1,818)"
Sex and Age,85 years and over,"16,692","(+/-1,624)"
Sex and Age,Median age (years),40.8,(+/-0.4)
Sex and Age,18 years and over,"642,012","(+/-2,934)"
Sex and Age,65 years and over,"159,072","(+/-1,997)"
Race,Total population,"809,872","(+/-3,193)"
Race,One race,"744,164","(+/-7,560)"
Race,White,"637,895","(+/-5,408)"
Race,Black or African American,"71,538","(+/-3,623)"
Race,American Indian and Alaska Native,"3,150","(+/-2,387)"
Race,Asian,"12,874","(+/-1,143)"
Race,Native Hawaiian and Other Pacific Islander,0,(+/-230)
Race,Some other race,"18,707","(+/-4,365)"
Race,Two or more races,"65,708","(+/-6,199)"
Hispanic or Latino and Race,Total population,"809,872","(+/-3,193)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"56,363",(+/-878)
Hispanic or Latino and Race,Mexican,"25,076","(+/-4,285)"
Hispanic or Latino and Race,Puerto Rican,"5,389","(+/-2,049)"
Hispanic or Latino and Race,Cuban,"2,903","(+/-1,466)"
Hispanic or Latino and Race,Other Hispanic or Latino,"22,995","(+/-3,843)"
Hispanic or Latino and Race,Not Hispanic or Latino,"753,509","(+/-3,269)"
Place of Birth,Total population,"809,872","(+/-3,193)"
Place of Birth,Native,"765,386","(+/-5,948)"
Place of Birth,Born in United States,"756,538","(+/-6,159)"
Place of Birth,State of residence,"463,575","(+/-9,541)"
Place of Birth,Different state,"292,963","(+/-9,819)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","8,848","(+/-2,588)"
Place of Birth,Foreign-born,"44,486","(+/-4,934)"
Ancestry,Total population,"809,872","(+/-3,193)"
Ancestry,American,"79,128","(+/-7,229)"
Ancestry,Arab,"1,421","(+/-1,047)"
Ancestry,Czech,735,(+/-494)
Ancestry,Danish,950,(+/-514)
Ancestry,Dutch,"6,748","(+/-1,750)"
Ancestry,English,"118,110","(+/-8,306)"
Ancestry,French (except Basque),"11,034","(+/-2,608)"
Ancestry,French Canadian,"2,070",(+/-805)
Ancestry,German,"87,409","(+/-7,772)"
Ancestry,Greek,"1,627",(+/-912)
Ancestry,Hungarian,"1,261",(+/-679)
Ancestry,Irish,"103,943","(+/-7,433)"
Ancestry,Italian,"22,169","(+/-3,967)"
Ancestry,Lithuanian,152,(+/-161)
Ancestry,Norwegian,"3,791","(+/-1,247)"
Ancestry,Polish,"8,694","(+/-2,562)"
Ancestry,Portuguese,853,(+/-575)
Ancestry,Russian,"2,176",(+/-939)
Ancestry,Scotch-Irish,"17,237","(+/-2,891)"
Ancestry,Scottish,"25,282","(+/-3,421)"
Ancestry,Slovak,215,(+/-214)
Ancestry,Subsaharan African,"3,551","(+/-1,690)"
Ancestry,Swedish,"4,004","(+/-1,315)"
Ancestry,Swiss,"2,167",(+/-992)
Ancestry,Ukrainian,"1,355",(+/-726)
Ancestry,Welsh,"7,362","(+/-2,768)"
Ancestry,West Indian (excluding Hispanic origin groups),"2,859","(+/-2,208)"
Veteran Status,Civilian population 18 years and over,"641,331","(+/-3,003)"
Veteran Status,Civilian veterans,"46,943","(+/-2,959)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"799,965","(+/-3,217)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"132,111","(+/-6,084)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"167,721","(+/-2,210)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"8,573","(+/-1,643)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"476,872","(+/-3,009)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"68,279","(+/-4,562)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"155,372","(+/-1,991)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"55,259","(+/-3,099)"
Residence 1 Year Ago,Population 1 year and over,"801,567","(+/-3,668)"
Residence 1 Year Ago,Same house,"696,940","(+/-9,788)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"104,627","(+/-8,849)"
Residence 1 Year Ago,Different house in the U.S.,"100,057","(+/-8,522)"
Residence 1 Year Ago,Same county,"53,144","(+/-7,615)"
Residence 1 Year Ago,Different county,"46,913","(+/-5,844)"
Residence 1 Year Ago,Same state,"24,019","(+/-4,053)"
Residence 1 Year Ago,Different state,"22,894","(+/-3,740)"
Residence 1 Year Ago,Abroad,"4,570","(+/-2,347)"
