Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"794,119","(+/-12,841)"
Sex and Age,Male,"387,082","(+/-7,379)"
Sex and Age,Female,"407,037","(+/-7,871)"
Sex and Age,Under 5 years,"37,413","(+/-3,063)"
Sex and Age,5 to 9 years,"42,856","(+/-3,679)"
Sex and Age,10 to 14 years,"50,751","(+/-3,628)"
Sex and Age,15 to 19 years,"48,881","(+/-2,649)"
Sex and Age,20 to 24 years,"43,757","(+/-3,816)"
Sex and Age,25 to 34 years,"88,175","(+/-3,820)"
Sex and Age,35 to 44 years,"102,493","(+/-4,393)"
Sex and Age,45 to 54 years,"109,375","(+/-4,429)"
Sex and Age,55 to 59 years,"59,292","(+/-3,674)"
Sex and Age,60 to 64 years,"52,634","(+/-4,023)"
Sex and Age,65 to 74 years,"88,240","(+/-4,058)"
Sex and Age,75 to 84 years,"50,984","(+/-3,214)"
Sex and Age,85 years and over,"19,268","(+/-1,850)"
Sex and Age,Median age (years),43.2,(+/-0.6)
Sex and Age,18 years and over,"631,367","(+/-9,959)"
Sex and Age,65 years and over,"158,492","(+/-4,492)"
Race,Total population,"794,119","(+/-12,841)"
Race,One race,"692,554","(+/-14,405)"
Race,White,"452,669","(+/-12,382)"
Race,Black or African American,"49,904","(+/-4,521)"
Race,American Indian and Alaska Native,"1,170",(+/-967)
Race,Asian,"139,385","(+/-5,904)"
Race,Native Hawaiian and Other Pacific Islander,171,(+/-158)
Race,Some other race,"49,255","(+/-7,194)"
Race,Two or more races,"101,565","(+/-9,137)"
Hispanic or Latino and Race,Total population,"794,119","(+/-12,841)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"151,804","(+/-8,336)"
Hispanic or Latino and Race,Mexican,"11,928","(+/-4,201)"
Hispanic or Latino and Race,Puerto Rican,"25,160","(+/-4,871)"
Hispanic or Latino and Race,Cuban,"8,902","(+/-2,293)"
Hispanic or Latino and Race,Other Hispanic or Latino,"105,814","(+/-9,073)"
Hispanic or Latino and Race,Not Hispanic or Latino,"642,315","(+/-13,682)"
Place of Birth,Total population,"794,119","(+/-12,841)"
Place of Birth,Native,"568,475","(+/-13,869)"
Place of Birth,Born in United States,"555,939","(+/-13,984)"
Place of Birth,State of residence,"343,561","(+/-11,637)"
Place of Birth,Different state,"212,378","(+/-7,733)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","12,536","(+/-2,576)"
Place of Birth,Foreign-born,"225,644","(+/-8,989)"
Ancestry,Total population,"794,119","(+/-12,841)"
Ancestry,American,"26,865","(+/-5,459)"
Ancestry,Arab,"11,843","(+/-3,924)"
Ancestry,Czech,"1,936",(+/-695)
Ancestry,Danish,"1,167",(+/-696)
Ancestry,Dutch,"11,609","(+/-3,115)"
Ancestry,English,"32,157","(+/-3,819)"
Ancestry,French (except Basque),"7,258","(+/-1,683)"
Ancestry,French Canadian,"1,151",(+/-652)
Ancestry,German,"64,298","(+/-6,186)"
Ancestry,Greek,"11,663","(+/-3,442)"
Ancestry,Hungarian,"5,283","(+/-1,485)"
Ancestry,Irish,"92,622","(+/-7,018)"
Ancestry,Italian,"106,971","(+/-8,067)"
Ancestry,Lithuanian,"2,357","(+/-1,049)"
Ancestry,Norwegian,"2,897","(+/-1,129)"
Ancestry,Polish,"33,378","(+/-4,327)"
Ancestry,Portuguese,"1,458",(+/-683)
Ancestry,Russian,"13,674","(+/-2,291)"
Ancestry,Scotch-Irish,"2,954","(+/-1,177)"
Ancestry,Scottish,"10,213","(+/-2,149)"
Ancestry,Slovak,"1,144",(+/-581)
Ancestry,Subsaharan African,"5,807","(+/-1,971)"
Ancestry,Swedish,"4,208","(+/-1,268)"
Ancestry,Swiss,"1,257",(+/-632)
Ancestry,Ukrainian,"7,160","(+/-1,877)"
Ancestry,Welsh,"2,054","(+/-1,009)"
Ancestry,West Indian (excluding Hispanic origin groups),"10,940","(+/-2,719)"
Veteran Status,Civilian population 18 years and over,"631,208","(+/-9,902)"
Veteran Status,Civilian veterans,"19,109","(+/-2,299)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"787,168","(+/-12,804)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"74,419","(+/-5,386)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"162,706","(+/-6,051)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"6,671","(+/-1,875)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"469,898","(+/-9,325)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"27,679","(+/-4,022)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"154,564","(+/-4,498)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"40,069","(+/-2,645)"
Residence 1 Year Ago,Population 1 year and over,"786,074","(+/-12,741)"
Residence 1 Year Ago,Same house,"719,519","(+/-14,283)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"66,555","(+/-6,438)"
Residence 1 Year Ago,Different house in the U.S.,"57,342","(+/-6,484)"
Residence 1 Year Ago,Same county,"30,508","(+/-5,177)"
Residence 1 Year Ago,Different county,"26,834","(+/-3,919)"
Residence 1 Year Ago,Same state,"15,391","(+/-3,378)"
Residence 1 Year Ago,Different state,"11,443","(+/-2,407)"
Residence 1 Year Ago,Abroad,"9,213","(+/-2,514)"
