Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"791,864","(+/-5,735)"
Sex and Age,Male,"382,749","(+/-4,222)"
Sex and Age,Female,"409,115","(+/-4,650)"
Sex and Age,Under 5 years,"42,027","(+/-2,209)"
Sex and Age,5 to 9 years,"45,271","(+/-2,985)"
Sex and Age,10 to 14 years,"45,887","(+/-3,117)"
Sex and Age,15 to 19 years,"48,068","(+/-3,042)"
Sex and Age,20 to 24 years,"46,113","(+/-3,378)"
Sex and Age,25 to 34 years,"94,254","(+/-3,520)"
Sex and Age,35 to 44 years,"101,257","(+/-3,792)"
Sex and Age,45 to 54 years,"93,475","(+/-4,005)"
Sex and Age,55 to 59 years,"54,660","(+/-3,302)"
Sex and Age,60 to 64 years,"60,411","(+/-3,747)"
Sex and Age,65 to 74 years,"92,868","(+/-2,225)"
Sex and Age,75 to 84 years,"51,680","(+/-2,037)"
Sex and Age,85 years and over,"15,893","(+/-1,751)"
Sex and Age,Median age (years),42.0,(+/-0.5)
Sex and Age,18 years and over,"628,956","(+/-4,708)"
Sex and Age,65 years and over,"160,441","(+/-2,516)"
Race,Total population,"791,864","(+/-5,735)"
Race,One race,"717,642","(+/-8,352)"
Race,White,"564,937","(+/-6,538)"
Race,Black or African American,"106,211","(+/-5,315)"
Race,American Indian and Alaska Native,"4,366","(+/-3,505)"
Race,Asian,"24,442","(+/-3,364)"
Race,Native Hawaiian and Other Pacific Islander,758,(+/-682)
Race,Some other race,"16,928","(+/-4,081)"
Race,Two or more races,"74,222","(+/-8,615)"
Hispanic or Latino and Race,Total population,"791,864","(+/-5,735)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"53,251","(+/-3,100)"
Hispanic or Latino and Race,Mexican,"15,396","(+/-3,107)"
Hispanic or Latino and Race,Puerto Rican,"12,932","(+/-4,305)"
Hispanic or Latino and Race,Cuban,"1,473","(+/-1,002)"
Hispanic or Latino and Race,Other Hispanic or Latino,"23,450","(+/-3,869)"
Hispanic or Latino and Race,Not Hispanic or Latino,"738,613","(+/-5,017)"
Place of Birth,Total population,"791,864","(+/-5,735)"
Place of Birth,Native,"742,829","(+/-6,225)"
Place of Birth,Born in United States,"728,874","(+/-6,434)"
Place of Birth,State of residence,"469,619","(+/-10,524)"
Place of Birth,Different state,"259,255","(+/-10,266)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","13,955","(+/-2,495)"
Place of Birth,Foreign-born,"49,035","(+/-4,397)"
Ancestry,Total population,"791,864","(+/-5,735)"
Ancestry,American,"40,751","(+/-4,711)"
Ancestry,Arab,"1,814","(+/-1,150)"
Ancestry,Czech,"4,178","(+/-1,352)"
Ancestry,Danish,"1,108",(+/-542)
Ancestry,Dutch,"6,721","(+/-1,472)"
Ancestry,English,"110,298","(+/-7,751)"
Ancestry,French (except Basque),"15,054","(+/-2,362)"
Ancestry,French Canadian,"1,179",(+/-681)
Ancestry,German,"132,258","(+/-8,085)"
Ancestry,Greek,"5,783","(+/-2,140)"
Ancestry,Hungarian,"2,531",(+/-982)
Ancestry,Irish,"117,299","(+/-8,112)"
Ancestry,Italian,"51,205","(+/-5,062)"
Ancestry,Lithuanian,"1,902",(+/-614)
Ancestry,Norwegian,"2,956","(+/-1,398)"
Ancestry,Polish,"32,307","(+/-3,450)"
Ancestry,Portuguese,"1,073",(+/-525)
Ancestry,Russian,"3,774","(+/-1,391)"
Ancestry,Scotch-Irish,"6,487","(+/-1,629)"
Ancestry,Scottish,"23,119","(+/-3,070)"
Ancestry,Slovak,"1,927",(+/-960)
Ancestry,Subsaharan African,"8,719","(+/-2,640)"
Ancestry,Swedish,"4,381","(+/-1,053)"
Ancestry,Swiss,"2,066","(+/-1,416)"
Ancestry,Ukrainian,"3,099",(+/-951)
Ancestry,Welsh,"6,833","(+/-2,106)"
Ancestry,West Indian (excluding Hispanic origin groups),"7,027","(+/-3,161)"
Veteran Status,Civilian population 18 years and over,"626,678","(+/-4,800)"
Veteran Status,Civilian veterans,"49,836","(+/-3,584)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"780,873","(+/-5,741)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"103,894","(+/-5,447)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"162,828","(+/-2,882)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"8,989","(+/-1,818)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"460,944","(+/-5,268)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"49,537","(+/-4,296)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"157,101","(+/-2,497)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"45,368","(+/-2,472)"
Residence 1 Year Ago,Population 1 year and over,"783,022","(+/-5,764)"
Residence 1 Year Ago,Same house,"706,068","(+/-9,990)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"76,954","(+/-7,208)"
Residence 1 Year Ago,Different house in the U.S.,"75,294","(+/-7,102)"
Residence 1 Year Ago,Same county,"29,686","(+/-4,105)"
Residence 1 Year Ago,Different county,"45,608","(+/-6,429)"
Residence 1 Year Ago,Same state,"25,060","(+/-4,734)"
Residence 1 Year Ago,Different state,"20,548","(+/-4,421)"
Residence 1 Year Ago,Abroad,"1,660",(+/-847)
