Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"739,248","(+/-5,715)"
Sex and Age,Male,"370,819","(+/-3,972)"
Sex and Age,Female,"368,429","(+/-3,622)"
Sex and Age,Under 5 years,"43,851","(+/-1,844)"
Sex and Age,5 to 9 years,"47,467","(+/-3,753)"
Sex and Age,10 to 14 years,"55,044","(+/-3,118)"
Sex and Age,15 to 19 years,"49,211","(+/-2,457)"
Sex and Age,20 to 24 years,"51,070","(+/-2,862)"
Sex and Age,25 to 34 years,"90,800","(+/-3,344)"
Sex and Age,35 to 44 years,"95,386","(+/-3,461)"
Sex and Age,45 to 54 years,"81,206","(+/-2,852)"
Sex and Age,55 to 59 years,"39,897","(+/-2,807)"
Sex and Age,60 to 64 years,"45,871","(+/-2,673)"
Sex and Age,65 to 74 years,"82,105","(+/-2,152)"
Sex and Age,75 to 84 years,"41,744","(+/-2,093)"
Sex and Age,85 years and over,"15,596","(+/-1,696)"
Sex and Age,Median age (years),38.2,(+/-0.5)
Sex and Age,18 years and over,"562,728","(+/-4,529)"
Sex and Age,65 years and over,"139,445","(+/-2,508)"
Race,Total population,"739,248","(+/-5,715)"
Race,One race,"646,924","(+/-8,039)"
Race,White,"536,678","(+/-6,934)"
Race,Black or African American,"50,480","(+/-3,695)"
Race,American Indian and Alaska Native,"7,849","(+/-2,063)"
Race,Asian,"14,296","(+/-1,818)"
Race,Native Hawaiian and Other Pacific Islander,"3,193","(+/-1,925)"
Race,Some other race,"34,428","(+/-5,299)"
Race,Two or more races,"92,324","(+/-7,486)"
Hispanic or Latino and Race,Total population,"739,248","(+/-5,715)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"109,604","(+/-3,261)"
Hispanic or Latino and Race,Mexican,"79,769","(+/-4,998)"
Hispanic or Latino and Race,Puerto Rican,"6,117","(+/-2,474)"
Hispanic or Latino and Race,Cuban,"1,323","(+/-1,117)"
Hispanic or Latino and Race,Other Hispanic or Latino,"22,395","(+/-4,560)"
Hispanic or Latino and Race,Not Hispanic or Latino,"629,644","(+/-5,259)"
Place of Birth,Total population,"739,248","(+/-5,715)"
Place of Birth,Native,"692,415","(+/-6,310)"
Place of Birth,Born in United States,"683,673","(+/-6,375)"
Place of Birth,State of residence,"449,799","(+/-9,810)"
Place of Birth,Different state,"233,874","(+/-9,020)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","8,742","(+/-2,375)"
Place of Birth,Foreign-born,"46,833","(+/-4,603)"
Ancestry,Total population,"739,248","(+/-5,715)"
Ancestry,American,"55,334","(+/-4,959)"
Ancestry,Arab,579,(+/-483)
Ancestry,Czech,"3,138","(+/-1,330)"
Ancestry,Danish,"1,604",(+/-770)
Ancestry,Dutch,"4,799","(+/-1,031)"
Ancestry,English,"74,645","(+/-5,282)"
Ancestry,French (except Basque),"10,078","(+/-1,382)"
Ancestry,French Canadian,"2,121",(+/-865)
Ancestry,German,"141,024","(+/-7,210)"
Ancestry,Greek,298,(+/-229)
Ancestry,Hungarian,771,(+/-405)
Ancestry,Irish,"84,134","(+/-5,381)"
Ancestry,Italian,"16,410","(+/-2,402)"
Ancestry,Lithuanian,274,(+/-225)
Ancestry,Norwegian,"5,071",(+/-996)
Ancestry,Polish,"7,612","(+/-1,598)"
Ancestry,Portuguese,938,(+/-537)
Ancestry,Russian,"1,681",(+/-778)
Ancestry,Scotch-Irish,"5,029","(+/-1,143)"
Ancestry,Scottish,"15,692","(+/-2,367)"
Ancestry,Slovak,82,(+/-118)
Ancestry,Subsaharan African,"6,706","(+/-2,418)"
Ancestry,Swedish,"10,607","(+/-2,195)"
Ancestry,Swiss,"1,695",(+/-500)
Ancestry,Ukrainian,364,(+/-251)
Ancestry,Welsh,"3,424","(+/-1,209)"
Ancestry,West Indian (excluding Hispanic origin groups),969,(+/-586)
Veteran Status,Civilian population 18 years and over,"553,249","(+/-4,767)"
Veteran Status,Civilian veterans,"44,755","(+/-3,334)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"717,860","(+/-5,797)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"118,597","(+/-6,024)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"176,180","(+/-3,382)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"14,604","(+/-2,478)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"407,196","(+/-4,698)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"54,669","(+/-4,268)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"134,484","(+/-2,521)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"49,324","(+/-2,638)"
Residence 1 Year Ago,Population 1 year and over,"730,311","(+/-5,994)"
Residence 1 Year Ago,Same house,"641,232","(+/-8,558)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"89,079","(+/-6,969)"
Residence 1 Year Ago,Different house in the U.S.,"84,351","(+/-6,254)"
Residence 1 Year Ago,Same county,"42,699","(+/-4,573)"
Residence 1 Year Ago,Different county,"41,652","(+/-4,229)"
Residence 1 Year Ago,Same state,"21,998","(+/-3,170)"
Residence 1 Year Ago,Different state,"19,654","(+/-2,993)"
Residence 1 Year Ago,Abroad,"4,728","(+/-1,908)"
