Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"809,863","(+/-6,630)"
Sex and Age,Male,"402,925","(+/-5,510)"
Sex and Age,Female,"406,938","(+/-5,165)"
Sex and Age,Under 5 years,"49,204","(+/-2,133)"
Sex and Age,5 to 9 years,"54,373","(+/-4,373)"
Sex and Age,10 to 14 years,"48,490","(+/-3,546)"
Sex and Age,15 to 19 years,"57,527","(+/-2,594)"
Sex and Age,20 to 24 years,"57,006","(+/-2,372)"
Sex and Age,25 to 34 years,"119,328","(+/-3,466)"
Sex and Age,35 to 44 years,"110,151","(+/-3,737)"
Sex and Age,45 to 54 years,"90,437","(+/-3,173)"
Sex and Age,55 to 59 years,"44,149","(+/-3,149)"
Sex and Age,60 to 64 years,"50,353","(+/-2,878)"
Sex and Age,65 to 74 years,"79,000","(+/-3,100)"
Sex and Age,75 to 84 years,"34,641","(+/-2,485)"
Sex and Age,85 years and over,"15,204","(+/-1,836)"
Sex and Age,Median age (years),36.6,(+/-0.5)
Sex and Age,18 years and over,"624,483","(+/-5,987)"
Sex and Age,65 years and over,"128,845","(+/-4,180)"
Race,Total population,"809,863","(+/-6,630)"
Race,One race,"751,079","(+/-9,704)"
Race,White,"552,477","(+/-9,719)"
Race,Black or African American,"142,801","(+/-8,177)"
Race,American Indian and Alaska Native,711,(+/-360)
Race,Asian,"37,614","(+/-2,753)"
Race,Native Hawaiian and Other Pacific Islander,"1,737","(+/-1,625)"
Race,Some other race,"15,739","(+/-3,941)"
Race,Two or more races,"58,784","(+/-7,297)"
Hispanic or Latino and Race,Total population,"809,863","(+/-6,630)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"44,381","(+/-2,875)"
Hispanic or Latino and Race,Mexican,"15,720","(+/-3,415)"
Hispanic or Latino and Race,Puerto Rican,"4,323","(+/-1,579)"
Hispanic or Latino and Race,Cuban,"2,077","(+/-1,238)"
Hispanic or Latino and Race,Other Hispanic or Latino,"22,261","(+/-3,981)"
Hispanic or Latino and Race,Not Hispanic or Latino,"765,482","(+/-6,869)"
Place of Birth,Total population,"809,863","(+/-6,630)"
Place of Birth,Native,"747,968","(+/-8,404)"
Place of Birth,Born in United States,"738,795","(+/-8,225)"
Place of Birth,State of residence,"536,759","(+/-11,088)"
Place of Birth,Different state,"202,036","(+/-10,262)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","9,173","(+/-2,330)"
Place of Birth,Foreign-born,"61,895","(+/-5,275)"
Ancestry,Total population,"809,863","(+/-6,630)"
Ancestry,American,"39,729","(+/-4,605)"
Ancestry,Arab,"6,906","(+/-3,053)"
Ancestry,Czech,"2,123","(+/-1,057)"
Ancestry,Danish,"1,444","(+/-1,172)"
Ancestry,Dutch,"4,634","(+/-1,132)"
Ancestry,English,"91,978","(+/-7,753)"
Ancestry,French (except Basque),"12,638","(+/-2,695)"
Ancestry,French Canadian,"2,000","(+/-1,346)"
Ancestry,German,"175,286","(+/-9,257)"
Ancestry,Greek,"2,471",(+/-844)
Ancestry,Hungarian,"2,643",(+/-918)
Ancestry,Irish,"97,776","(+/-6,493)"
Ancestry,Italian,"34,911","(+/-3,824)"
Ancestry,Lithuanian,"1,309",(+/-815)
Ancestry,Norwegian,"3,650","(+/-1,375)"
Ancestry,Polish,"13,703","(+/-2,695)"
Ancestry,Portuguese,973,(+/-541)
Ancestry,Russian,"4,619","(+/-1,661)"
Ancestry,Scotch-Irish,"5,359","(+/-1,410)"
Ancestry,Scottish,"15,473","(+/-2,679)"
Ancestry,Slovak,"1,307",(+/-565)
Ancestry,Subsaharan African,"11,748","(+/-3,228)"
Ancestry,Swedish,"3,570","(+/-1,156)"
Ancestry,Swiss,"2,382",(+/-967)
Ancestry,Ukrainian,"3,647","(+/-1,637)"
Ancestry,Welsh,"6,900","(+/-2,166)"
Ancestry,West Indian (excluding Hispanic origin groups),"3,583","(+/-2,565)"
Veteran Status,Civilian population 18 years and over,"623,663","(+/-5,947)"
Veteran Status,Civilian veterans,"32,368","(+/-3,315)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"799,298","(+/-6,476)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"92,142","(+/-6,109)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"185,184","(+/-5,031)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"9,429","(+/-2,471)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"490,567","(+/-5,396)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"48,210","(+/-4,572)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"123,547","(+/-4,182)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"34,503","(+/-2,969)"
Residence 1 Year Ago,Population 1 year and over,"800,407","(+/-6,940)"
Residence 1 Year Ago,Same house,"687,113","(+/-12,276)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"113,294","(+/-9,533)"
Residence 1 Year Ago,Different house in the U.S.,"110,525","(+/-9,609)"
Residence 1 Year Ago,Same county,"57,946","(+/-8,571)"
Residence 1 Year Ago,Different county,"52,579","(+/-6,031)"
Residence 1 Year Ago,Same state,"24,419","(+/-4,289)"
Residence 1 Year Ago,Different state,"28,160","(+/-4,235)"
Residence 1 Year Ago,Abroad,"2,769","(+/-1,009)"
