Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"819,271","(+/-5,757)"
Sex and Age,Male,"407,649","(+/-3,427)"
Sex and Age,Female,"411,622","(+/-4,666)"
Sex and Age,Under 5 years,"44,065","(+/-1,467)"
Sex and Age,5 to 9 years,"51,010","(+/-2,989)"
Sex and Age,10 to 14 years,"54,231","(+/-2,772)"
Sex and Age,15 to 19 years,"61,364","(+/-3,552)"
Sex and Age,20 to 24 years,"68,977","(+/-2,973)"
Sex and Age,25 to 34 years,"109,060","(+/-3,044)"
Sex and Age,35 to 44 years,"111,915","(+/-2,819)"
Sex and Age,45 to 54 years,"92,486","(+/-2,793)"
Sex and Age,55 to 59 years,"41,370","(+/-2,608)"
Sex and Age,60 to 64 years,"49,836","(+/-2,440)"
Sex and Age,65 to 74 years,"79,768","(+/-1,724)"
Sex and Age,75 to 84 years,"41,339","(+/-2,095)"
Sex and Age,85 years and over,"13,850","(+/-1,402)"
Sex and Age,Median age (years),36.7,(+/-0.4)
Sex and Age,18 years and over,"636,476","(+/-4,552)"
Sex and Age,65 years and over,"134,957","(+/-2,208)"
Race,Total population,"819,271","(+/-5,757)"
Race,One race,"696,333","(+/-8,407)"
Race,White,"547,501","(+/-6,084)"
Race,Black or African American,"56,952","(+/-5,928)"
Race,American Indian and Alaska Native,"43,685","(+/-2,692)"
Race,Asian,"22,696","(+/-1,811)"
Race,Native Hawaiian and Other Pacific Islander,"2,524","(+/-1,839)"
Race,Some other race,"22,975","(+/-3,873)"
Race,Two or more races,"122,938","(+/-6,397)"
Hispanic or Latino and Race,Total population,"819,271","(+/-5,757)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"96,899","(+/-3,543)"
Hispanic or Latino and Race,Mexican,"69,372","(+/-4,854)"
Hispanic or Latino and Race,Puerto Rican,"6,106","(+/-1,556)"
Hispanic or Latino and Race,Cuban,"2,570","(+/-1,471)"
Hispanic or Latino and Race,Other Hispanic or Latino,"18,851","(+/-3,215)"
Hispanic or Latino and Race,Not Hispanic or Latino,"722,372","(+/-5,205)"
Place of Birth,Total population,"819,271","(+/-5,757)"
Place of Birth,Native,"773,973","(+/-6,502)"
Place of Birth,Born in United States,"760,113","(+/-6,520)"
Place of Birth,State of residence,"484,368","(+/-8,547)"
Place of Birth,Different state,"275,745","(+/-8,823)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","13,860","(+/-2,025)"
Place of Birth,Foreign-born,"45,298","(+/-3,543)"
Ancestry,Total population,"819,271","(+/-5,757)"
Ancestry,American,"57,793","(+/-5,753)"
Ancestry,Arab,"1,581",(+/-881)
Ancestry,Czech,"2,892","(+/-1,037)"
Ancestry,Danish,649,(+/-383)
Ancestry,Dutch,"6,657","(+/-1,536)"
Ancestry,English,"97,051","(+/-5,766)"
Ancestry,French (except Basque),"10,520","(+/-1,685)"
Ancestry,French Canadian,"1,472",(+/-689)
Ancestry,German,"87,700","(+/-4,806)"
Ancestry,Greek,486,(+/-310)
Ancestry,Hungarian,"1,166",(+/-622)
Ancestry,Irish,"79,944","(+/-4,943)"
Ancestry,Italian,"18,087","(+/-3,239)"
Ancestry,Lithuanian,395,(+/-250)
Ancestry,Norwegian,"5,107","(+/-1,265)"
Ancestry,Polish,"5,829","(+/-1,240)"
Ancestry,Portuguese,"2,312",(+/-935)
Ancestry,Russian,"1,664",(+/-671)
Ancestry,Scotch-Irish,"8,265","(+/-1,568)"
Ancestry,Scottish,"21,283","(+/-2,443)"
Ancestry,Slovak,46,(+/-76)
Ancestry,Subsaharan African,"4,098","(+/-1,323)"
Ancestry,Swedish,"4,232","(+/-1,258)"
Ancestry,Swiss,"1,337",(+/-727)
Ancestry,Ukrainian,467,(+/-239)
Ancestry,Welsh,"4,948","(+/-1,349)"
Ancestry,West Indian (excluding Hispanic origin groups),"3,284",(+/-910)
Veteran Status,Civilian population 18 years and over,"623,150","(+/-4,642)"
Veteran Status,Civilian veterans,"58,283","(+/-3,305)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"792,758","(+/-5,867)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"141,984","(+/-5,266)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"182,599","(+/-3,350)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"12,344","(+/-1,834)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"478,824","(+/-4,286)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"77,248","(+/-4,000)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"131,335","(+/-2,193)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"52,392","(+/-2,514)"
Residence 1 Year Ago,Population 1 year and over,"812,797","(+/-5,948)"
Residence 1 Year Ago,Same house,"688,524","(+/-10,840)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"124,273","(+/-8,920)"
Residence 1 Year Ago,Different house in the U.S.,"119,712","(+/-8,754)"
Residence 1 Year Ago,Same county,"61,792","(+/-5,687)"
Residence 1 Year Ago,Different county,"57,920","(+/-5,989)"
Residence 1 Year Ago,Same state,"34,369","(+/-5,155)"
Residence 1 Year Ago,Different state,"23,551","(+/-2,932)"
Residence 1 Year Ago,Abroad,"4,561","(+/-1,720)"
