Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"763,361","(+/-2,616)"
Sex and Age,Male,"382,769","(+/-1,941)"
Sex and Age,Female,"380,592","(+/-2,314)"
Sex and Age,Under 5 years,"37,802",(+/-826)
Sex and Age,5 to 9 years,"42,358","(+/-2,570)"
Sex and Age,10 to 14 years,"41,475","(+/-2,506)"
Sex and Age,15 to 19 years,"52,222","(+/-1,876)"
Sex and Age,20 to 24 years,"69,040","(+/-1,840)"
Sex and Age,25 to 34 years,"113,050","(+/-1,657)"
Sex and Age,35 to 44 years,"104,422","(+/-1,945)"
Sex and Age,45 to 54 years,"85,413","(+/-1,877)"
Sex and Age,55 to 59 years,"41,057","(+/-2,414)"
Sex and Age,60 to 64 years,"44,904","(+/-2,515)"
Sex and Age,65 to 74 years,"78,736","(+/-1,878)"
Sex and Age,75 to 84 years,"38,920","(+/-1,669)"
Sex and Age,85 years and over,"13,962","(+/-1,460)"
Sex and Age,Median age (years),37.4,(+/-0.3)
Sex and Age,18 years and over,"614,271","(+/-2,176)"
Sex and Age,65 years and over,"131,618","(+/-1,676)"
Race,Total population,"763,361","(+/-2,616)"
Race,One race,"697,932","(+/-6,105)"
Race,White,"606,521","(+/-4,588)"
Race,Black or African American,"33,718","(+/-2,871)"
Race,American Indian and Alaska Native,"1,554",(+/-733)
Race,Asian,"38,960","(+/-2,231)"
Race,Native Hawaiian and Other Pacific Islander,945,(+/-856)
Race,Some other race,"16,234","(+/-3,610)"
Race,Two or more races,"65,429","(+/-5,739)"
Hispanic or Latino and Race,Total population,"763,361","(+/-2,616)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"58,208",(+/-743)
Hispanic or Latino and Race,Mexican,"30,879","(+/-3,885)"
Hispanic or Latino and Race,Puerto Rican,"4,954","(+/-2,011)"
Hispanic or Latino and Race,Cuban,"1,757",(+/-973)
Hispanic or Latino and Race,Other Hispanic or Latino,"20,618","(+/-3,917)"
Hispanic or Latino and Race,Not Hispanic or Latino,"705,153","(+/-2,801)"
Place of Birth,Total population,"763,361","(+/-2,616)"
Place of Birth,Native,"700,937","(+/-5,422)"
Place of Birth,Born in United States,"694,810","(+/-5,322)"
Place of Birth,State of residence,"465,977","(+/-8,535)"
Place of Birth,Different state,"228,833","(+/-8,149)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","6,127","(+/-1,304)"
Place of Birth,Foreign-born,"62,424","(+/-4,721)"
Ancestry,Total population,"763,361","(+/-2,616)"
Ancestry,American,"25,913","(+/-3,568)"
Ancestry,Arab,"2,538","(+/-1,083)"
Ancestry,Czech,"8,025","(+/-1,439)"
Ancestry,Danish,"5,617","(+/-1,271)"
Ancestry,Dutch,"11,306","(+/-1,601)"
Ancestry,English,"74,382","(+/-5,198)"
Ancestry,French (except Basque),"14,889","(+/-2,149)"
Ancestry,French Canadian,"3,651","(+/-1,913)"
Ancestry,German,"244,427","(+/-7,686)"
Ancestry,Greek,"2,449","(+/-1,321)"
Ancestry,Hungarian,"3,250","(+/-1,300)"
Ancestry,Irish,"100,082","(+/-6,079)"
Ancestry,Italian,"31,043","(+/-4,747)"
Ancestry,Lithuanian,"2,456",(+/-985)
Ancestry,Norwegian,"63,030","(+/-4,780)"
Ancestry,Polish,"33,992","(+/-3,326)"
Ancestry,Portuguese,726,(+/-399)
Ancestry,Russian,"3,642",(+/-924)
Ancestry,Scotch-Irish,"4,162","(+/-1,115)"
Ancestry,Scottish,"12,559","(+/-1,948)"
Ancestry,Slovak,759,(+/-362)
Ancestry,Subsaharan African,"11,928","(+/-3,641)"
Ancestry,Swedish,"16,196","(+/-2,862)"
Ancestry,Swiss,"16,850","(+/-1,987)"
Ancestry,Ukrainian,"1,758",(+/-753)
Ancestry,Welsh,"4,994","(+/-1,054)"
Ancestry,West Indian (excluding Hispanic origin groups),574,(+/-453)
Veteran Status,Civilian population 18 years and over,"613,804","(+/-2,247)"
Veteran Status,Civilian veterans,"27,416","(+/-1,992)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"758,661","(+/-2,712)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"79,885","(+/-4,584)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"149,077","(+/-1,276)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"5,608","(+/-1,499)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"480,653","(+/-2,197)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"42,413","(+/-3,732)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"128,931","(+/-1,670)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"31,864","(+/-2,177)"
Residence 1 Year Ago,Population 1 year and over,"756,791","(+/-2,643)"
Residence 1 Year Ago,Same house,"642,407","(+/-7,150)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"114,384","(+/-7,119)"
Residence 1 Year Ago,Different house in the U.S.,"109,529","(+/-6,596)"
Residence 1 Year Ago,Same county,"63,948","(+/-5,888)"
Residence 1 Year Ago,Different county,"45,581","(+/-5,139)"
Residence 1 Year Ago,Same state,"20,667","(+/-2,919)"
Residence 1 Year Ago,Different state,"24,914","(+/-4,312)"
Residence 1 Year Ago,Abroad,"4,855","(+/-1,710)"
