Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"790,747","(+/-12,411)"
Sex and Age,Male,"386,761","(+/-6,921)"
Sex and Age,Female,"403,986","(+/-7,297)"
Sex and Age,Under 5 years,"43,406","(+/-2,521)"
Sex and Age,5 to 9 years,"40,979","(+/-4,596)"
Sex and Age,10 to 14 years,"45,470","(+/-4,810)"
Sex and Age,15 to 19 years,"52,057","(+/-3,438)"
Sex and Age,20 to 24 years,"62,479","(+/-2,307)"
Sex and Age,25 to 34 years,"132,597","(+/-4,128)"
Sex and Age,35 to 44 years,"114,349","(+/-4,818)"
Sex and Age,45 to 54 years,"99,222","(+/-4,094)"
Sex and Age,55 to 59 years,"44,138","(+/-4,270)"
Sex and Age,60 to 64 years,"45,331","(+/-3,615)"
Sex and Age,65 to 74 years,"63,839","(+/-3,160)"
Sex and Age,75 to 84 years,"35,410","(+/-2,488)"
Sex and Age,85 years and over,"11,470","(+/-1,924)"
Sex and Age,Median age (years),36.5,(+/-0.5)
Sex and Age,18 years and over,"631,265","(+/-9,668)"
Sex and Age,65 years and over,"110,719","(+/-4,199)"
Race,Total population,"790,747","(+/-12,411)"
Race,One race,"720,126","(+/-13,751)"
Race,White,"434,378","(+/-10,706)"
Race,Black or African American,"182,441","(+/-6,858)"
Race,American Indian and Alaska Native,"2,341","(+/-1,529)"
Race,Asian,"51,598","(+/-5,495)"
Race,Native Hawaiian and Other Pacific Islander,0,(+/-226)
Race,Some other race,"49,368","(+/-7,129)"
Race,Two or more races,"70,621","(+/-8,671)"
Hispanic or Latino and Race,Total population,"790,747","(+/-12,411)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"101,927","(+/-6,474)"
Hispanic or Latino and Race,Mexican,"32,096","(+/-6,487)"
Hispanic or Latino and Race,Puerto Rican,"13,966","(+/-4,238)"
Hispanic or Latino and Race,Cuban,"2,860","(+/-1,260)"
Hispanic or Latino and Race,Other Hispanic or Latino,"53,005","(+/-6,889)"
Hispanic or Latino and Race,Not Hispanic or Latino,"688,820","(+/-11,410)"
Place of Birth,Total population,"790,747","(+/-12,411)"
Place of Birth,Native,"668,597","(+/-13,022)"
Place of Birth,Born in United States,"655,789","(+/-12,981)"
Place of Birth,State of residence,"348,872","(+/-9,806)"
Place of Birth,Different state,"306,917","(+/-10,853)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","12,808","(+/-2,688)"
Place of Birth,Foreign-born,"122,150","(+/-9,547)"
Ancestry,Total population,"790,747","(+/-12,411)"
Ancestry,American,"53,860","(+/-6,386)"
Ancestry,Arab,"11,372","(+/-2,606)"
Ancestry,Czech,"2,080",(+/-936)
Ancestry,Danish,"1,567",(+/-684)
Ancestry,Dutch,"6,206","(+/-1,780)"
Ancestry,English,"101,203","(+/-7,936)"
Ancestry,French (except Basque),"13,147","(+/-2,630)"
Ancestry,French Canadian,"3,411","(+/-1,059)"
Ancestry,German,"75,869","(+/-6,393)"
Ancestry,Greek,"2,359",(+/-760)
Ancestry,Hungarian,"2,288","(+/-1,198)"
Ancestry,Irish,"68,079","(+/-5,801)"
Ancestry,Italian,"31,636","(+/-4,110)"
Ancestry,Lithuanian,"2,255","(+/-1,084)"
Ancestry,Norwegian,"5,663","(+/-1,662)"
Ancestry,Polish,"15,792","(+/-3,161)"
Ancestry,Portuguese,"1,851","(+/-1,092)"
Ancestry,Russian,"4,024","(+/-1,612)"
Ancestry,Scotch-Irish,"12,386","(+/-2,249)"
Ancestry,Scottish,"23,049","(+/-3,352)"
Ancestry,Slovak,"1,149",(+/-710)
Ancestry,Subsaharan African,"12,664","(+/-4,643)"
Ancestry,Swedish,"5,831","(+/-1,554)"
Ancestry,Swiss,"1,871","(+/-1,061)"
Ancestry,Ukrainian,"2,726","(+/-1,134)"
Ancestry,Welsh,"5,618","(+/-1,640)"
Ancestry,West Indian (excluding Hispanic origin groups),"6,255","(+/-1,827)"
Veteran Status,Civilian population 18 years and over,"630,752","(+/-9,663)"
Veteran Status,Civilian veterans,"30,914","(+/-3,460)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"784,286","(+/-12,408)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"70,870","(+/-6,602)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"159,452","(+/-6,123)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"6,669","(+/-2,193)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"516,182","(+/-8,965)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"37,801","(+/-4,354)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"108,652","(+/-4,217)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"26,400","(+/-2,720)"
Residence 1 Year Ago,Population 1 year and over,"780,169","(+/-12,156)"
Residence 1 Year Ago,Same house,"652,171","(+/-14,150)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"127,998","(+/-11,181)"
Residence 1 Year Ago,Different house in the U.S.,"116,450","(+/-10,332)"
Residence 1 Year Ago,Same county,"67,143","(+/-8,482)"
Residence 1 Year Ago,Different county,"49,307","(+/-5,843)"
Residence 1 Year Ago,Same state,"26,098","(+/-5,483)"
Residence 1 Year Ago,Different state,"23,209","(+/-3,874)"
Residence 1 Year Ago,Abroad,"11,548","(+/-4,127)"
