Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"837,909","(+/-2,746)"
Sex and Age,Male,"418,219","(+/-2,276)"
Sex and Age,Female,"419,690","(+/-2,039)"
Sex and Age,Under 5 years,"51,695",(+/-985)
Sex and Age,5 to 9 years,"53,616","(+/-2,958)"
Sex and Age,10 to 14 years,"59,106","(+/-3,011)"
Sex and Age,15 to 19 years,"55,491","(+/-2,055)"
Sex and Age,20 to 24 years,"51,385","(+/-1,786)"
Sex and Age,25 to 34 years,"118,610","(+/-1,508)"
Sex and Age,35 to 44 years,"118,117","(+/-2,053)"
Sex and Age,45 to 54 years,"98,634","(+/-1,856)"
Sex and Age,55 to 59 years,"42,466","(+/-3,067)"
Sex and Age,60 to 64 years,"52,297","(+/-2,819)"
Sex and Age,65 to 74 years,"80,602","(+/-1,160)"
Sex and Age,75 to 84 years,"38,947","(+/-1,883)"
Sex and Age,85 years and over,"16,943","(+/-1,706)"
Sex and Age,Median age (years),37.2,(+/-0.3)
Sex and Age,18 years and over,"637,349","(+/-1,905)"
Sex and Age,65 years and over,"136,492","(+/-1,232)"
Race,Total population,"837,909","(+/-2,746)"
Race,One race,"778,755","(+/-5,862)"
Race,White,"666,854","(+/-5,390)"
Race,Black or African American,"48,309","(+/-3,709)"
Race,American Indian and Alaska Native,"2,297","(+/-1,000)"
Race,Asian,"34,937","(+/-1,798)"
Race,Native Hawaiian and Other Pacific Islander,"2,846","(+/-2,365)"
Race,Some other race,"23,512","(+/-4,631)"
Race,Two or more races,"59,154","(+/-5,450)"
Hispanic or Latino and Race,Total population,"837,909","(+/-2,746)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"79,118",(+/-546)
Hispanic or Latino and Race,Mexican,"54,148","(+/-4,393)"
Hispanic or Latino and Race,Puerto Rican,"7,428","(+/-3,321)"
Hispanic or Latino and Race,Cuban,877,(+/-470)
Hispanic or Latino and Race,Other Hispanic or Latino,"16,665","(+/-3,154)"
Hispanic or Latino and Race,Not Hispanic or Latino,"758,791","(+/-2,729)"
Place of Birth,Total population,"837,909","(+/-2,746)"
Place of Birth,Native,"766,063","(+/-6,197)"
Place of Birth,Born in United States,"754,920","(+/-6,548)"
Place of Birth,State of residence,"559,986","(+/-8,736)"
Place of Birth,Different state,"194,934","(+/-9,346)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","11,143","(+/-3,322)"
Place of Birth,Foreign-born,"71,846","(+/-5,721)"
Ancestry,Total population,"837,909","(+/-2,746)"
Ancestry,American,"34,263","(+/-4,624)"
Ancestry,Arab,460,(+/-307)
Ancestry,Czech,"6,845","(+/-1,664)"
Ancestry,Danish,"12,440","(+/-2,655)"
Ancestry,Dutch,"24,433","(+/-3,820)"
Ancestry,English,"98,011","(+/-7,260)"
Ancestry,French (except Basque),"13,412","(+/-2,496)"
Ancestry,French Canadian,973,(+/-354)
Ancestry,German,"214,078","(+/-9,808)"
Ancestry,Greek,"1,117",(+/-506)
Ancestry,Hungarian,"1,773","(+/-1,162)"
Ancestry,Irish,"113,197","(+/-6,214)"
Ancestry,Italian,"20,869","(+/-2,879)"
Ancestry,Lithuanian,853,(+/-820)
Ancestry,Norwegian,"32,951","(+/-4,847)"
Ancestry,Polish,"8,445","(+/-1,936)"
Ancestry,Portuguese,457,(+/-394)
Ancestry,Russian,"1,875",(+/-838)
Ancestry,Scotch-Irish,"5,228","(+/-1,332)"
Ancestry,Scottish,"18,878","(+/-3,253)"
Ancestry,Slovak,"1,065",(+/-780)
Ancestry,Subsaharan African,"18,393","(+/-4,843)"
Ancestry,Swedish,"21,251","(+/-2,913)"
Ancestry,Swiss,"2,985","(+/-1,165)"
Ancestry,Ukrainian,"3,282","(+/-2,115)"
Ancestry,Welsh,"5,517","(+/-1,393)"
Ancestry,West Indian (excluding Hispanic origin groups),"2,526","(+/-1,785)"
Veteran Status,Civilian population 18 years and over,"636,694","(+/-1,906)"
Veteran Status,Civilian veterans,"33,675","(+/-2,791)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"828,102","(+/-2,745)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"101,337","(+/-5,874)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"200,132","(+/-1,400)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"11,580","(+/-2,572)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"496,455","(+/-2,006)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"49,447","(+/-4,420)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"131,515","(+/-1,204)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"40,310","(+/-2,893)"
Residence 1 Year Ago,Population 1 year and over,"827,536","(+/-2,689)"
Residence 1 Year Ago,Same house,"727,332","(+/-9,000)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"100,204","(+/-8,529)"
Residence 1 Year Ago,Different house in the U.S.,"97,072","(+/-8,300)"
Residence 1 Year Ago,Same county,"53,596","(+/-5,839)"
Residence 1 Year Ago,Different county,"43,476","(+/-5,551)"
Residence 1 Year Ago,Same state,"27,599","(+/-4,547)"
Residence 1 Year Ago,Different state,"15,877","(+/-3,821)"
Residence 1 Year Ago,Abroad,"3,132","(+/-1,511)"
