Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"754,087","(+/-5,082)"
Sex and Age,Male,"373,240","(+/-2,989)"
Sex and Age,Female,"380,847","(+/-3,132)"
Sex and Age,Under 5 years,"43,067","(+/-1,404)"
Sex and Age,5 to 9 years,"42,922","(+/-2,731)"
Sex and Age,10 to 14 years,"52,234","(+/-2,860)"
Sex and Age,15 to 19 years,"50,209","(+/-1,549)"
Sex and Age,20 to 24 years,"44,502","(+/-1,998)"
Sex and Age,25 to 34 years,"100,656","(+/-2,636)"
Sex and Age,35 to 44 years,"107,284","(+/-2,666)"
Sex and Age,45 to 54 years,"95,138","(+/-1,581)"
Sex and Age,55 to 59 years,"41,024","(+/-2,806)"
Sex and Age,60 to 64 years,"48,445","(+/-2,800)"
Sex and Age,65 to 74 years,"75,510","(+/-1,354)"
Sex and Age,75 to 84 years,"40,731","(+/-1,822)"
Sex and Age,85 years and over,"12,365","(+/-1,439)"
Sex and Age,Median age (years),39.4,(+/-0.4)
Sex and Age,18 years and over,"583,819","(+/-3,635)"
Sex and Age,65 years and over,"128,606","(+/-1,449)"
Race,Total population,"754,087","(+/-5,082)"
Race,One race,"679,222","(+/-6,759)"
Race,White,"581,706","(+/-5,169)"
Race,Black or African American,"38,487","(+/-3,346)"
Race,American Indian and Alaska Native,"3,412","(+/-1,355)"
Race,Asian,"36,143","(+/-1,917)"
Race,Native Hawaiian and Other Pacific Islander,327,(+/-176)
Race,Some other race,"19,147","(+/-3,490)"
Race,Two or more races,"74,865","(+/-6,865)"
Hispanic or Latino and Race,Total population,"754,087","(+/-5,082)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"80,264","(+/-3,454)"
Hispanic or Latino and Race,Mexican,"49,228","(+/-5,174)"
Hispanic or Latino and Race,Puerto Rican,"5,599","(+/-2,035)"
Hispanic or Latino and Race,Cuban,"1,246",(+/-932)
Hispanic or Latino and Race,Other Hispanic or Latino,"24,191","(+/-4,684)"
Hispanic or Latino and Race,Not Hispanic or Latino,"673,823","(+/-4,420)"
Place of Birth,Total population,"754,087","(+/-5,082)"
Place of Birth,Native,"685,555","(+/-6,407)"
Place of Birth,Born in United States,"674,922","(+/-6,242)"
Place of Birth,State of residence,"354,818","(+/-10,452)"
Place of Birth,Different state,"320,104","(+/-8,422)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","10,633","(+/-2,932)"
Place of Birth,Foreign-born,"68,532","(+/-4,646)"
Ancestry,Total population,"754,087","(+/-5,082)"
Ancestry,American,"45,331","(+/-5,947)"
Ancestry,Arab,"4,812","(+/-2,163)"
Ancestry,Czech,"4,453","(+/-1,371)"
Ancestry,Danish,"2,973",(+/-920)
Ancestry,Dutch,"8,062","(+/-1,904)"
Ancestry,English,"105,950","(+/-7,048)"
Ancestry,French (except Basque),"11,925","(+/-1,913)"
Ancestry,French Canadian,"2,789","(+/-1,293)"
Ancestry,German,"162,187","(+/-8,798)"
Ancestry,Greek,"1,727",(+/-805)
Ancestry,Hungarian,967,(+/-485)
Ancestry,Irish,"102,828","(+/-7,433)"
Ancestry,Italian,"24,312","(+/-2,546)"
Ancestry,Lithuanian,989,(+/-530)
Ancestry,Norwegian,"9,354","(+/-2,001)"
Ancestry,Polish,"15,145","(+/-4,069)"
Ancestry,Portuguese,"1,135",(+/-737)
Ancestry,Russian,"4,458","(+/-1,636)"
Ancestry,Scotch-Irish,"6,286","(+/-1,653)"
Ancestry,Scottish,"17,815","(+/-2,354)"
Ancestry,Slovak,593,(+/-422)
Ancestry,Subsaharan African,"9,745","(+/-2,800)"
Ancestry,Swedish,"17,106","(+/-2,707)"
Ancestry,Swiss,"3,481","(+/-1,486)"
Ancestry,Ukrainian,"2,055","(+/-1,084)"
Ancestry,Welsh,"5,148","(+/-1,239)"
Ancestry,West Indian (excluding Hispanic origin groups),"1,474","(+/-1,323)"
Veteran Status,Civilian population 18 years and over,"583,520","(+/-3,642)"
Veteran Status,Civilian veterans,"28,701","(+/-2,079)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"748,672","(+/-5,071)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"74,746","(+/-5,026)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"170,207","(+/-2,704)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"6,055","(+/-1,382)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"452,967","(+/-3,560)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"37,164","(+/-3,776)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"125,498","(+/-1,479)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"31,527","(+/-2,034)"
Residence 1 Year Ago,Population 1 year and over,"745,318","(+/-5,250)"
Residence 1 Year Ago,Same house,"651,832","(+/-8,923)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"93,486","(+/-7,625)"
Residence 1 Year Ago,Different house in the U.S.,"90,467","(+/-7,454)"
Residence 1 Year Ago,Same county,"46,729","(+/-6,027)"
Residence 1 Year Ago,Different county,"43,738","(+/-6,025)"
Residence 1 Year Ago,Same state,"18,493","(+/-4,110)"
Residence 1 Year Ago,Different state,"25,245","(+/-3,726)"
Residence 1 Year Ago,Abroad,"3,019","(+/-1,067)"
