Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"839,433","(+/-22,426)"
Sex and Age,Male,"417,397","(+/-12,554)"
Sex and Age,Female,"422,036","(+/-12,907)"
Sex and Age,Under 5 years,"38,193","(+/-3,767)"
Sex and Age,5 to 9 years,"40,828","(+/-4,922)"
Sex and Age,10 to 14 years,"48,795","(+/-5,159)"
Sex and Age,15 to 19 years,"44,115","(+/-4,679)"
Sex and Age,20 to 24 years,"44,622","(+/-4,423)"
Sex and Age,25 to 34 years,"120,598","(+/-7,301)"
Sex and Age,35 to 44 years,"127,461","(+/-6,604)"
Sex and Age,45 to 54 years,"115,542","(+/-6,282)"
Sex and Age,55 to 59 years,"54,625","(+/-4,471)"
Sex and Age,60 to 64 years,"52,837","(+/-4,817)"
Sex and Age,65 to 74 years,"90,442","(+/-4,840)"
Sex and Age,75 to 84 years,"47,074","(+/-3,214)"
Sex and Age,85 years and over,"14,301","(+/-2,265)"
Sex and Age,Median age (years),41.4,(+/-0.8)
Sex and Age,18 years and over,"680,798","(+/-17,512)"
Sex and Age,65 years and over,"151,817","(+/-6,125)"
Race,Total population,"839,433","(+/-22,426)"
Race,One race,"698,264","(+/-18,650)"
Race,White,"376,990","(+/-12,523)"
Race,Black or African American,"85,013","(+/-9,939)"
Race,American Indian and Alaska Native,"6,285","(+/-1,917)"
Race,Asian,"152,294","(+/-9,818)"
Race,Native Hawaiian and Other Pacific Islander,"9,766","(+/-2,436)"
Race,Some other race,"67,916","(+/-11,014)"
Race,Two or more races,"141,169","(+/-12,887)"
Hispanic or Latino and Race,Total population,"839,433","(+/-22,426)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"176,984","(+/-15,112)"
Hispanic or Latino and Race,Mexican,"116,555","(+/-13,769)"
Hispanic or Latino and Race,Puerto Rican,"10,939","(+/-3,571)"
Hispanic or Latino and Race,Cuban,"12,448","(+/-4,145)"
Hispanic or Latino and Race,Other Hispanic or Latino,"37,042","(+/-5,601)"
Hispanic or Latino and Race,Not Hispanic or Latino,"662,449","(+/-17,497)"
Place of Birth,Total population,"839,433","(+/-22,426)"
Place of Birth,Native,"629,016","(+/-18,912)"
Place of Birth,Born in United States,"609,302","(+/-19,873)"
Place of Birth,State of residence,"195,194","(+/-13,074)"
Place of Birth,Different state,"414,108","(+/-15,839)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","19,714","(+/-3,241)"
Place of Birth,Foreign-born,"210,417","(+/-13,282)"
Ancestry,Total population,"839,433","(+/-22,426)"
Ancestry,American,"24,792","(+/-4,666)"
Ancestry,Arab,"5,575","(+/-1,837)"
Ancestry,Czech,"2,670","(+/-1,221)"
Ancestry,Danish,"1,768",(+/-863)
Ancestry,Dutch,"4,570","(+/-1,184)"
Ancestry,English,"66,112","(+/-6,694)"
Ancestry,French (except Basque),"8,298","(+/-1,686)"
Ancestry,French Canadian,"1,712",(+/-745)
Ancestry,German,"68,464","(+/-6,294)"
Ancestry,Greek,"6,384","(+/-2,225)"
Ancestry,Hungarian,"3,805","(+/-1,526)"
Ancestry,Irish,"64,261","(+/-6,417)"
Ancestry,Italian,"40,932","(+/-4,392)"
Ancestry,Lithuanian,753,(+/-445)
Ancestry,Norwegian,"8,514","(+/-2,468)"
Ancestry,Polish,"14,800","(+/-2,849)"
Ancestry,Portuguese,"3,554","(+/-1,900)"
Ancestry,Russian,"7,946","(+/-2,392)"
Ancestry,Scotch-Irish,"2,575",(+/-908)
Ancestry,Scottish,"12,766","(+/-2,304)"
Ancestry,Slovak,550,(+/-395)
Ancestry,Subsaharan African,"20,784","(+/-5,705)"
Ancestry,Swedish,"6,501","(+/-1,717)"
Ancestry,Swiss,"1,885","(+/-1,026)"
Ancestry,Ukrainian,"2,167","(+/-1,086)"
Ancestry,Welsh,"3,198","(+/-1,550)"
Ancestry,West Indian (excluding Hispanic origin groups),"2,163","(+/-1,250)"
Veteran Status,Civilian population 18 years and over,"678,467","(+/-17,528)"
Veteran Status,Civilian veterans,"44,196","(+/-4,353)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"835,908","(+/-22,359)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"112,050","(+/-7,886)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"158,635","(+/-9,418)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"8,381","(+/-2,139)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"526,059","(+/-15,009)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"55,762","(+/-5,835)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"151,214","(+/-6,127)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"47,907","(+/-4,191)"
Residence 1 Year Ago,Population 1 year and over,"831,782","(+/-22,432)"
Residence 1 Year Ago,Same house,"719,302","(+/-22,603)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"112,480","(+/-10,781)"
Residence 1 Year Ago,Different house in the U.S.,"105,224","(+/-9,844)"
Residence 1 Year Ago,Same county,"66,842","(+/-8,133)"
Residence 1 Year Ago,Different county,"38,382","(+/-5,639)"
Residence 1 Year Ago,Same state,"2,647","(+/-1,430)"
Residence 1 Year Ago,Different state,"35,735","(+/-5,569)"
Residence 1 Year Ago,Abroad,"7,256","(+/-2,599)"
