Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"801,527","(+/-11,561)"
Sex and Age,Male,"389,471","(+/-6,311)"
Sex and Age,Female,"412,056","(+/-7,094)"
Sex and Age,Under 5 years,"53,176","(+/-3,018)"
Sex and Age,5 to 9 years,"51,103","(+/-4,134)"
Sex and Age,10 to 14 years,"43,995","(+/-3,776)"
Sex and Age,15 to 19 years,"49,771","(+/-2,509)"
Sex and Age,20 to 24 years,"64,177","(+/-2,964)"
Sex and Age,25 to 34 years,"160,015","(+/-4,273)"
Sex and Age,35 to 44 years,"120,206","(+/-4,312)"
Sex and Age,45 to 54 years,"92,986","(+/-3,883)"
Sex and Age,55 to 59 years,"40,364","(+/-3,497)"
Sex and Age,60 to 64 years,"35,122","(+/-3,534)"
Sex and Age,65 to 74 years,"56,551","(+/-2,462)"
Sex and Age,75 to 84 years,"26,598","(+/-2,178)"
Sex and Age,85 years and over,"7,463","(+/-1,336)"
Sex and Age,Median age (years),33.5,(+/-0.4)
Sex and Age,18 years and over,"624,912","(+/-9,038)"
Sex and Age,65 years and over,"90,612","(+/-3,117)"
Race,Total population,"801,527","(+/-11,561)"
Race,One race,"733,049","(+/-14,176)"
Race,White,"291,919","(+/-8,295)"
Race,Black or African American,"292,161","(+/-10,398)"
Race,American Indian and Alaska Native,"8,834","(+/-4,178)"
Race,Asian,"42,484","(+/-4,340)"
Race,Native Hawaiian and Other Pacific Islander,348,(+/-230)
Race,Some other race,"97,303","(+/-9,950)"
Race,Two or more races,"68,478","(+/-9,814)"
Hispanic or Latino and Race,Total population,"801,527","(+/-11,561)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"158,428","(+/-5,781)"
Hispanic or Latino and Race,Mexican,"53,394","(+/-7,928)"
Hispanic or Latino and Race,Puerto Rican,"13,054","(+/-4,159)"
Hispanic or Latino and Race,Cuban,"3,591","(+/-2,928)"
Hispanic or Latino and Race,Other Hispanic or Latino,"88,389","(+/-9,039)"
Hispanic or Latino and Race,Not Hispanic or Latino,"643,099","(+/-11,456)"
Place of Birth,Total population,"801,527","(+/-11,561)"
Place of Birth,Native,"650,479","(+/-12,553)"
Place of Birth,Born in United States,"636,445","(+/-12,707)"
Place of Birth,State of residence,"327,834","(+/-13,292)"
Place of Birth,Different state,"308,611","(+/-12,166)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","14,034","(+/-2,748)"
Place of Birth,Foreign-born,"151,048","(+/-10,192)"
Ancestry,Total population,"801,527","(+/-11,561)"
Ancestry,American,"31,740","(+/-4,844)"
Ancestry,Arab,"5,194","(+/-2,634)"
Ancestry,Czech,619,(+/-325)
Ancestry,Danish,721,(+/-303)
Ancestry,Dutch,"3,206","(+/-1,007)"
Ancestry,English,"57,504","(+/-5,568)"
Ancestry,French (except Basque),"6,443","(+/-1,409)"
Ancestry,French Canadian,"1,341",(+/-833)
Ancestry,German,"50,333","(+/-4,262)"
Ancestry,Greek,"2,964","(+/-1,119)"
Ancestry,Hungarian,810,(+/-416)
Ancestry,Irish,"49,588","(+/-4,209)"
Ancestry,Italian,"26,368","(+/-3,249)"
Ancestry,Lithuanian,713,(+/-497)
Ancestry,Norwegian,"1,987",(+/-845)
Ancestry,Polish,"11,155","(+/-2,611)"
Ancestry,Portuguese,"1,479",(+/-647)
Ancestry,Russian,"3,207",(+/-966)
Ancestry,Scotch-Irish,"7,555","(+/-1,440)"
Ancestry,Scottish,"13,120","(+/-2,140)"
Ancestry,Slovak,785,(+/-433)
Ancestry,Subsaharan African,"34,146","(+/-7,517)"
Ancestry,Swedish,"3,378","(+/-1,109)"
Ancestry,Swiss,837,(+/-441)
Ancestry,Ukrainian,"2,195",(+/-896)
Ancestry,Welsh,"2,578",(+/-837)
Ancestry,West Indian (excluding Hispanic origin groups),"10,627","(+/-3,815)"
Veteran Status,Civilian population 18 years and over,"624,007","(+/-9,052)"
Veteran Status,Civilian veterans,"24,262","(+/-2,808)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"797,500","(+/-11,598)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"88,676","(+/-7,303)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"176,501","(+/-5,521)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"9,003","(+/-2,110)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"532,045","(+/-8,894)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"50,985","(+/-6,103)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"88,954","(+/-3,107)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"28,688","(+/-2,742)"
Residence 1 Year Ago,Population 1 year and over,"788,624","(+/-11,727)"
Residence 1 Year Ago,Same house,"658,598","(+/-13,504)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"130,026","(+/-10,205)"
Residence 1 Year Ago,Different house in the U.S.,"117,313","(+/-10,192)"
Residence 1 Year Ago,Same county,"69,486","(+/-6,909)"
Residence 1 Year Ago,Different county,"47,827","(+/-7,009)"
Residence 1 Year Ago,Same state,"19,213","(+/-4,004)"
Residence 1 Year Ago,Different state,"28,614","(+/-5,356)"
Residence 1 Year Ago,Abroad,"12,713","(+/-3,404)"
