Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"782,718","(+/-7,909)"
Sex and Age,Male,"381,644","(+/-4,588)"
Sex and Age,Female,"401,074","(+/-5,569)"
Sex and Age,Under 5 years,"44,647","(+/-2,245)"
Sex and Age,5 to 9 years,"50,167","(+/-3,632)"
Sex and Age,10 to 14 years,"53,214","(+/-3,746)"
Sex and Age,15 to 19 years,"49,006","(+/-3,068)"
Sex and Age,20 to 24 years,"43,288","(+/-2,823)"
Sex and Age,25 to 34 years,"95,938","(+/-3,920)"
Sex and Age,35 to 44 years,"108,107","(+/-4,742)"
Sex and Age,45 to 54 years,"96,247","(+/-3,574)"
Sex and Age,55 to 59 years,"46,212","(+/-3,333)"
Sex and Age,60 to 64 years,"49,166","(+/-3,615)"
Sex and Age,65 to 74 years,"87,489","(+/-2,094)"
Sex and Age,75 to 84 years,"44,854","(+/-2,216)"
Sex and Age,85 years and over,"14,383","(+/-1,750)"
Sex and Age,Median age (years),40.1,(+/-0.5)
Sex and Age,18 years and over,"604,318","(+/-5,372)"
Sex and Age,65 years and over,"146,726","(+/-2,424)"
Race,Total population,"782,718","(+/-7,909)"
Race,One race,"726,934","(+/-9,438)"
Race,White,"501,215","(+/-7,587)"
Race,Black or African American,"185,391","(+/-6,163)"
Race,American Indian and Alaska Native,"3,259","(+/-1,286)"
Race,Asian,"17,943","(+/-2,079)"
Race,Native Hawaiian and Other Pacific Islander,395,(+/-339)
Race,Some other race,"18,731","(+/-3,527)"
Race,Two or more races,"55,784","(+/-6,015)"
Hispanic or Latino and Race,Total population,"782,718","(+/-7,909)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"50,997","(+/-2,750)"
Hispanic or Latino and Race,Mexican,"16,459","(+/-4,120)"
Hispanic or Latino and Race,Puerto Rican,"10,215","(+/-2,570)"
Hispanic or Latino and Race,Cuban,"2,095","(+/-1,036)"
Hispanic or Latino and Race,Other Hispanic or Latino,"22,228","(+/-3,741)"
Hispanic or Latino and Race,Not Hispanic or Latino,"731,721","(+/-7,539)"
Place of Birth,Total population,"782,718","(+/-7,909)"
Place of Birth,Native,"737,398","(+/-7,682)"
Place of Birth,Born in United States,"727,924","(+/-8,109)"
Place of Birth,State of residence,"378,063","(+/-10,172)"
Place of Birth,Different state,"349,861","(+/-10,836)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","9,474","(+/-2,269)"
Place of Birth,Foreign-born,"45,320","(+/-5,147)"
Ancestry,Total population,"782,718","(+/-7,909)"
Ancestry,American,"57,285","(+/-6,488)"
Ancestry,Arab,"1,522","(+/-1,351)"
Ancestry,Czech,"1,289",(+/-734)
Ancestry,Danish,993,(+/-570)
Ancestry,Dutch,"6,090","(+/-2,195)"
Ancestry,English,"80,484","(+/-7,230)"
Ancestry,French (except Basque),"9,597","(+/-2,209)"
Ancestry,French Canadian,"2,187",(+/-911)
Ancestry,German,"65,960","(+/-5,662)"
Ancestry,Greek,"1,861","(+/-1,428)"
Ancestry,Hungarian,"2,300","(+/-1,017)"
Ancestry,Irish,"73,704","(+/-6,369)"
Ancestry,Italian,"34,715","(+/-4,828)"
Ancestry,Lithuanian,425,(+/-325)
Ancestry,Norwegian,"2,299",(+/-936)
Ancestry,Polish,"12,659","(+/-2,918)"
Ancestry,Portuguese,"1,317",(+/-710)
Ancestry,Russian,"5,141","(+/-2,973)"
Ancestry,Scotch-Irish,"15,387","(+/-2,780)"
Ancestry,Scottish,"18,986","(+/-3,484)"
Ancestry,Slovak,517,(+/-468)
Ancestry,Subsaharan African,"5,169","(+/-1,989)"
Ancestry,Swedish,"3,506","(+/-1,236)"
Ancestry,Swiss,616,(+/-427)
Ancestry,Ukrainian,"4,251","(+/-2,438)"
Ancestry,Welsh,"2,658",(+/-963)
Ancestry,West Indian (excluding Hispanic origin groups),"1,047",(+/-686)
Veteran Status,Civilian population 18 years and over,"598,809","(+/-5,242)"
Veteran Status,Civilian veterans,"48,249","(+/-3,288)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"770,191","(+/-7,734)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"112,062","(+/-6,416)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"178,096","(+/-4,182)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"7,595","(+/-2,141)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"448,290","(+/-4,821)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"56,276","(+/-4,657)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"143,805","(+/-2,416)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"48,191","(+/-2,966)"
Residence 1 Year Ago,Population 1 year and over,"771,294","(+/-7,736)"
Residence 1 Year Ago,Same house,"693,298","(+/-10,286)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"77,996","(+/-7,653)"
Residence 1 Year Ago,Different house in the U.S.,"75,141","(+/-7,244)"
Residence 1 Year Ago,Same county,"34,109","(+/-5,490)"
Residence 1 Year Ago,Different county,"41,032","(+/-5,557)"
Residence 1 Year Ago,Same state,"17,281","(+/-4,177)"
Residence 1 Year Ago,Different state,"23,751","(+/-3,445)"
Residence 1 Year Ago,Abroad,"2,855","(+/-1,819)"
