Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"700,189","(+/-8,225)"
Sex and Age,Male,"348,787","(+/-5,638)"
Sex and Age,Female,"351,402","(+/-5,013)"
Sex and Age,Under 5 years,"28,853","(+/-1,949)"
Sex and Age,5 to 9 years,"31,632","(+/-2,373)"
Sex and Age,10 to 14 years,"38,446","(+/-2,886)"
Sex and Age,15 to 19 years,"43,028","(+/-2,736)"
Sex and Age,20 to 24 years,"42,717","(+/-2,471)"
Sex and Age,25 to 34 years,"86,957","(+/-3,584)"
Sex and Age,35 to 44 years,"87,447","(+/-3,989)"
Sex and Age,45 to 54 years,"85,250","(+/-3,026)"
Sex and Age,55 to 59 years,"50,412","(+/-3,487)"
Sex and Age,60 to 64 years,"56,663","(+/-3,955)"
Sex and Age,65 to 74 years,"88,084","(+/-2,354)"
Sex and Age,75 to 84 years,"45,913","(+/-2,195)"
Sex and Age,85 years and over,"14,787","(+/-1,639)"
Sex and Age,Median age (years),43.8,(+/-0.5)
Sex and Age,18 years and over,"577,640","(+/-6,014)"
Sex and Age,65 years and over,"148,784","(+/-3,206)"
Race,Total population,"700,189","(+/-8,225)"
Race,One race,"653,625","(+/-9,100)"
Race,White,"608,981","(+/-9,031)"
Race,Black or African American,"10,343","(+/-2,067)"
Race,American Indian and Alaska Native,"1,839","(+/-1,035)"
Race,Asian,"22,841","(+/-3,040)"
Race,Native Hawaiian and Other Pacific Islander,66,(+/-101)
Race,Some other race,"9,555","(+/-3,822)"
Race,Two or more races,"46,564","(+/-5,475)"
Hispanic or Latino and Race,Total population,"700,189","(+/-8,225)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"32,928","(+/-3,149)"
Hispanic or Latino and Race,Mexican,"5,200","(+/-2,513)"
Hispanic or Latino and Race,Puerto Rican,"10,377","(+/-2,258)"
Hispanic or Latino and Race,Cuban,630,(+/-466)
Hispanic or Latino and Race,Other Hispanic or Latino,"16,721","(+/-3,185)"
Hispanic or Latino and Race,Not Hispanic or Latino,"667,261","(+/-8,403)"
Place of Birth,Total population,"700,189","(+/-8,225)"
Place of Birth,Native,"657,502","(+/-8,993)"
Place of Birth,Born in United States,"648,943","(+/-9,053)"
Place of Birth,State of residence,"287,066","(+/-9,725)"
Place of Birth,Different state,"361,877","(+/-9,683)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","8,559","(+/-1,748)"
Place of Birth,Foreign-born,"42,687","(+/-3,680)"
Ancestry,Total population,"700,189","(+/-8,225)"
Ancestry,American,"34,995","(+/-4,372)"
Ancestry,Arab,"3,568","(+/-1,543)"
Ancestry,Czech,"1,507","(+/-1,103)"
Ancestry,Danish,"2,402",(+/-926)
Ancestry,Dutch,"6,203","(+/-1,503)"
Ancestry,English,"121,551","(+/-7,963)"
Ancestry,French (except Basque),"68,758","(+/-6,803)"
Ancestry,French Canadian,"43,585","(+/-3,856)"
Ancestry,German,"59,915","(+/-4,586)"
Ancestry,Greek,"6,960","(+/-1,910)"
Ancestry,Hungarian,"2,417",(+/-810)
Ancestry,Irish,"142,241","(+/-8,190)"
Ancestry,Italian,"62,971","(+/-6,315)"
Ancestry,Lithuanian,"4,104","(+/-1,279)"
Ancestry,Norwegian,"5,713","(+/-1,488)"
Ancestry,Polish,"25,228","(+/-3,900)"
Ancestry,Portuguese,"10,660","(+/-2,828)"
Ancestry,Russian,"3,886","(+/-1,159)"
Ancestry,Scotch-Irish,"8,143","(+/-1,791)"
Ancestry,Scottish,"33,696","(+/-3,963)"
Ancestry,Slovak,"1,247",(+/-608)
Ancestry,Subsaharan African,"2,960","(+/-1,476)"
Ancestry,Swedish,"13,343","(+/-2,611)"
Ancestry,Swiss,"1,692",(+/-631)
Ancestry,Ukrainian,"1,768",(+/-774)
Ancestry,Welsh,"2,407",(+/-630)
Ancestry,West Indian (excluding Hispanic origin groups),"1,851",(+/-849)
Veteran Status,Civilian population 18 years and over,"577,060","(+/-6,055)"
Veteran Status,Civilian veterans,"38,128","(+/-2,736)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"691,324","(+/-8,244)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"99,357","(+/-5,773)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"122,290","(+/-4,590)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"7,328","(+/-2,052)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"424,388","(+/-5,843)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"50,203","(+/-4,718)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"144,646","(+/-3,168)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"41,826","(+/-2,638)"
Residence 1 Year Ago,Population 1 year and over,"694,941","(+/-8,306)"
Residence 1 Year Ago,Same house,"624,485","(+/-9,610)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"70,456","(+/-6,486)"
Residence 1 Year Ago,Different house in the U.S.,"67,637","(+/-6,571)"
Residence 1 Year Ago,Same county,"25,695","(+/-4,199)"
Residence 1 Year Ago,Different county,"41,942","(+/-4,851)"
Residence 1 Year Ago,Same state,"15,119","(+/-3,366)"
Residence 1 Year Ago,Different state,"26,823","(+/-3,755)"
Residence 1 Year Ago,Abroad,"2,819","(+/-1,670)"
