Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"797,381","(+/-8,375)"
Sex and Age,Male,"385,900","(+/-6,115)"
Sex and Age,Female,"411,481","(+/-6,323)"
Sex and Age,Under 5 years,"32,455","(+/-2,613)"
Sex and Age,5 to 9 years,"35,957","(+/-3,270)"
Sex and Age,10 to 14 years,"43,744","(+/-3,890)"
Sex and Age,15 to 19 years,"45,351","(+/-2,918)"
Sex and Age,20 to 24 years,"43,100","(+/-3,383)"
Sex and Age,25 to 34 years,"84,309","(+/-4,152)"
Sex and Age,35 to 44 years,"97,179","(+/-3,962)"
Sex and Age,45 to 54 years,"93,751","(+/-4,000)"
Sex and Age,55 to 59 years,"58,885","(+/-3,839)"
Sex and Age,60 to 64 years,"59,759","(+/-4,064)"
Sex and Age,65 to 74 years,"114,097","(+/-3,116)"
Sex and Age,75 to 84 years,"68,537","(+/-2,923)"
Sex and Age,85 years and over,"20,257","(+/-2,536)"
Sex and Age,Median age (years),46.7,(+/-0.6)
Sex and Age,18 years and over,"655,540","(+/-7,336)"
Sex and Age,65 years and over,"202,891","(+/-3,874)"
Race,Total population,"797,381","(+/-8,375)"
Race,One race,"742,617","(+/-10,297)"
Race,White,"668,151","(+/-11,801)"
Race,Black or African American,"19,099","(+/-3,833)"
Race,American Indian and Alaska Native,"1,632",(+/-739)
Race,Asian,"10,861","(+/-2,576)"
Race,Native Hawaiian and Other Pacific Islander,99,(+/-134)
Race,Some other race,"42,775","(+/-7,117)"
Race,Two or more races,"54,764","(+/-6,545)"
Hispanic or Latino and Race,Total population,"797,381","(+/-8,375)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"54,051","(+/-5,431)"
Hispanic or Latino and Race,Mexican,"2,448",(+/-946)
Hispanic or Latino and Race,Puerto Rican,"24,023","(+/-4,394)"
Hispanic or Latino and Race,Cuban,748,(+/-617)
Hispanic or Latino and Race,Other Hispanic or Latino,"26,832","(+/-4,427)"
Hispanic or Latino and Race,Not Hispanic or Latino,"743,330","(+/-9,887)"
Place of Birth,Total population,"797,381","(+/-8,375)"
Place of Birth,Native,"728,980","(+/-9,890)"
Place of Birth,Born in United States,"711,142","(+/-10,563)"
Place of Birth,State of residence,"554,902","(+/-11,456)"
Place of Birth,Different state,"156,240","(+/-7,799)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","17,838","(+/-3,762)"
Place of Birth,Foreign-born,"68,401","(+/-6,461)"
Ancestry,Total population,"797,381","(+/-8,375)"
Ancestry,American,"27,179","(+/-3,576)"
Ancestry,Arab,"5,540","(+/-1,939)"
Ancestry,Czech,"1,145",(+/-543)
Ancestry,Danish,"2,018",(+/-915)
Ancestry,Dutch,"3,619","(+/-1,099)"
Ancestry,English,"107,909","(+/-8,412)"
Ancestry,French (except Basque),"38,941","(+/-4,665)"
Ancestry,French Canadian,"23,624","(+/-3,333)"
Ancestry,German,"47,935","(+/-4,972)"
Ancestry,Greek,"4,415","(+/-1,223)"
Ancestry,Hungarian,"2,155",(+/-922)
Ancestry,Irish,"199,444","(+/-10,323)"
Ancestry,Italian,"91,127","(+/-6,953)"
Ancestry,Lithuanian,"7,086","(+/-1,918)"
Ancestry,Norwegian,"5,233","(+/-1,719)"
Ancestry,Polish,"24,051","(+/-3,908)"
Ancestry,Portuguese,"80,877","(+/-8,393)"
Ancestry,Russian,"4,884","(+/-1,446)"
Ancestry,Scotch-Irish,"4,568","(+/-1,132)"
Ancestry,Scottish,"25,841","(+/-3,906)"
Ancestry,Slovak,622,(+/-376)
Ancestry,Subsaharan African,"17,912","(+/-4,232)"
Ancestry,Swedish,"13,927","(+/-2,296)"
Ancestry,Swiss,293,(+/-281)
Ancestry,Ukrainian,"3,600","(+/-2,110)"
Ancestry,Welsh,"2,949","(+/-1,293)"
Ancestry,West Indian (excluding Hispanic origin groups),"6,260","(+/-2,728)"
Veteran Status,Civilian population 18 years and over,"653,915","(+/-7,383)"
Veteran Status,Civilian veterans,"36,219","(+/-2,929)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"787,081","(+/-8,178)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"104,987","(+/-5,573)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"141,767","(+/-4,746)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"5,239","(+/-1,553)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"447,348","(+/-7,139)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"43,029","(+/-4,582)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"197,966","(+/-3,837)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"56,719","(+/-4,192)"
Residence 1 Year Ago,Population 1 year and over,"791,966","(+/-8,533)"
Residence 1 Year Ago,Same house,"736,907","(+/-10,456)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"55,059","(+/-6,903)"
Residence 1 Year Ago,Different house in the U.S.,"51,962","(+/-6,381)"
Residence 1 Year Ago,Same county,"25,340","(+/-4,462)"
Residence 1 Year Ago,Different county,"26,622","(+/-3,942)"
Residence 1 Year Ago,Same state,"16,194","(+/-2,909)"
Residence 1 Year Ago,Different state,"10,428","(+/-2,622)"
Residence 1 Year Ago,Abroad,"3,097","(+/-2,075)"
