Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"792,213","(+/-9,582)"
Sex and Age,Male,"392,795","(+/-7,349)"
Sex and Age,Female,"399,418","(+/-7,094)"
Sex and Age,Under 5 years,"45,827","(+/-3,637)"
Sex and Age,5 to 9 years,"46,598","(+/-4,024)"
Sex and Age,10 to 14 years,"49,024","(+/-4,348)"
Sex and Age,15 to 19 years,"52,503","(+/-3,601)"
Sex and Age,20 to 24 years,"47,699","(+/-4,063)"
Sex and Age,25 to 34 years,"101,450","(+/-4,784)"
Sex and Age,35 to 44 years,"105,728","(+/-5,313)"
Sex and Age,45 to 54 years,"98,287","(+/-5,486)"
Sex and Age,55 to 59 years,"51,381","(+/-4,267)"
Sex and Age,60 to 64 years,"55,823","(+/-3,460)"
Sex and Age,65 to 74 years,"80,425","(+/-4,640)"
Sex and Age,75 to 84 years,"43,856","(+/-3,311)"
Sex and Age,85 years and over,"13,612","(+/-2,088)"
Sex and Age,Median age (years),39.8,(+/-0.7)
Sex and Age,18 years and over,"619,099","(+/-8,995)"
Sex and Age,65 years and over,"137,893","(+/-5,721)"
Race,Total population,"792,213","(+/-9,582)"
Race,One race,"658,147","(+/-15,150)"
Race,White,"458,735","(+/-14,199)"
Race,Black or African American,"38,899","(+/-5,829)"
Race,American Indian and Alaska Native,"1,136","(+/-1,267)"
Race,Asian,"71,224","(+/-8,158)"
Race,Native Hawaiian and Other Pacific Islander,183,(+/-162)
Race,Some other race,"87,970","(+/-9,986)"
Race,Two or more races,"134,066","(+/-12,578)"
Hispanic or Latino and Race,Total population,"792,213","(+/-9,582)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"196,213","(+/-11,024)"
Hispanic or Latino and Race,Mexican,"6,404","(+/-3,171)"
Hispanic or Latino and Race,Puerto Rican,"61,491","(+/-7,903)"
Hispanic or Latino and Race,Cuban,"1,640","(+/-1,019)"
Hispanic or Latino and Race,Other Hispanic or Latino,"126,678","(+/-10,303)"
Hispanic or Latino and Race,Not Hispanic or Latino,"596,000","(+/-13,230)"
Place of Birth,Total population,"792,213","(+/-9,582)"
Place of Birth,Native,"611,022","(+/-11,904)"
Place of Birth,Born in United States,"579,781","(+/-12,276)"
Place of Birth,State of residence,"454,555","(+/-13,367)"
Place of Birth,Different state,"125,226","(+/-6,079)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","31,241","(+/-4,698)"
Place of Birth,Foreign-born,"181,191","(+/-10,326)"
Ancestry,Total population,"792,213","(+/-9,582)"
Ancestry,American,"21,064","(+/-4,238)"
Ancestry,Arab,"8,547","(+/-2,618)"
Ancestry,Czech,751,(+/-374)
Ancestry,Danish,874,(+/-605)
Ancestry,Dutch,"3,032",(+/-880)
Ancestry,English,"69,684","(+/-7,053)"
Ancestry,French (except Basque),"45,474","(+/-5,452)"
Ancestry,French Canadian,"26,438","(+/-3,392)"
Ancestry,German,"37,547","(+/-4,652)"
Ancestry,Greek,"8,355","(+/-2,427)"
Ancestry,Hungarian,"1,360",(+/-663)
Ancestry,Irish,"134,187","(+/-9,583)"
Ancestry,Italian,"73,487","(+/-6,458)"
Ancestry,Lithuanian,"2,838","(+/-1,095)"
Ancestry,Norwegian,"2,384",(+/-895)
Ancestry,Polish,"21,424","(+/-3,359)"
Ancestry,Portuguese,"19,123","(+/-3,937)"
Ancestry,Russian,"5,189","(+/-1,674)"
Ancestry,Scotch-Irish,"3,521","(+/-1,111)"
Ancestry,Scottish,"19,450","(+/-2,949)"
Ancestry,Slovak,461,(+/-322)
Ancestry,Subsaharan African,"18,124","(+/-4,721)"
Ancestry,Swedish,"7,203","(+/-1,611)"
Ancestry,Swiss,516,(+/-318)
Ancestry,Ukrainian,764,(+/-482)
Ancestry,Welsh,"1,138",(+/-394)
Ancestry,West Indian (excluding Hispanic origin groups),"6,559","(+/-2,389)"
Veteran Status,Civilian population 18 years and over,"618,615","(+/-9,001)"
Veteran Status,Civilian veterans,"23,742","(+/-2,764)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"780,652","(+/-9,527)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"104,725","(+/-6,375)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"172,631","(+/-7,269)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"7,827","(+/-1,522)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"474,290","(+/-8,268)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"55,013","(+/-4,957)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"133,731","(+/-5,708)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"41,885","(+/-3,464)"
Residence 1 Year Ago,Population 1 year and over,"784,178","(+/-9,535)"
Residence 1 Year Ago,Same house,"720,020","(+/-10,964)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"64,158","(+/-7,494)"
Residence 1 Year Ago,Different house in the U.S.,"58,617","(+/-7,312)"
Residence 1 Year Ago,Same county,"36,090","(+/-6,541)"
Residence 1 Year Ago,Different county,"22,527","(+/-3,940)"
Residence 1 Year Ago,Same state,"13,494","(+/-2,986)"
Residence 1 Year Ago,Different state,"9,033","(+/-2,762)"
Residence 1 Year Ago,Abroad,"5,541","(+/-1,810)"
