Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"810,387","(+/-9,896)"
Sex and Age,Male,"393,902","(+/-5,421)"
Sex and Age,Female,"416,485","(+/-5,524)"
Sex and Age,Under 5 years,"46,708","(+/-1,856)"
Sex and Age,5 to 9 years,"48,511","(+/-3,613)"
Sex and Age,10 to 14 years,"53,223","(+/-3,703)"
Sex and Age,15 to 19 years,"54,914","(+/-2,462)"
Sex and Age,20 to 24 years,"53,858","(+/-2,223)"
Sex and Age,25 to 34 years,"111,780","(+/-3,079)"
Sex and Age,35 to 44 years,"108,762","(+/-3,150)"
Sex and Age,45 to 54 years,"98,356","(+/-2,695)"
Sex and Age,55 to 59 years,"45,063","(+/-3,209)"
Sex and Age,60 to 64 years,"52,417","(+/-3,141)"
Sex and Age,65 to 74 years,"78,837","(+/-2,263)"
Sex and Age,75 to 84 years,"45,352","(+/-2,403)"
Sex and Age,85 years and over,"12,606","(+/-1,792)"
Sex and Age,Median age (years),38.3,(+/-0.6)
Sex and Age,18 years and over,"626,963","(+/-6,452)"
Sex and Age,65 years and over,"136,795","(+/-2,803)"
Race,Total population,"810,387","(+/-9,896)"
Race,One race,"719,140","(+/-11,241)"
Race,White,"529,805","(+/-8,619)"
Race,Black or African American,"136,514","(+/-7,647)"
Race,American Indian and Alaska Native,"4,025","(+/-2,380)"
Race,Asian,"23,101","(+/-2,065)"
Race,Native Hawaiian and Other Pacific Islander,300,(+/-413)
Race,Some other race,"25,395","(+/-5,633)"
Race,Two or more races,"91,247","(+/-9,854)"
Hispanic or Latino and Race,Total population,"810,387","(+/-9,896)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"99,462","(+/-3,488)"
Hispanic or Latino and Race,Mexican,"36,679","(+/-7,084)"
Hispanic or Latino and Race,Puerto Rican,"12,665","(+/-3,816)"
Hispanic or Latino and Race,Cuban,"3,208","(+/-1,349)"
Hispanic or Latino and Race,Other Hispanic or Latino,"46,910","(+/-6,958)"
Hispanic or Latino and Race,Not Hispanic or Latino,"710,925","(+/-9,153)"
Place of Birth,Total population,"810,387","(+/-9,896)"
Place of Birth,Native,"730,329","(+/-10,935)"
Place of Birth,Born in United States,"716,703","(+/-10,168)"
Place of Birth,State of residence,"399,159","(+/-11,757)"
Place of Birth,Different state,"317,544","(+/-12,137)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","13,626","(+/-3,225)"
Place of Birth,Foreign-born,"80,058","(+/-8,075)"
Ancestry,Total population,"810,387","(+/-9,896)"
Ancestry,American,"53,146","(+/-6,181)"
Ancestry,Arab,"4,565","(+/-2,619)"
Ancestry,Czech,"1,190",(+/-545)
Ancestry,Danish,"1,517",(+/-614)
Ancestry,Dutch,"5,376","(+/-1,476)"
Ancestry,English,"105,184","(+/-6,449)"
Ancestry,French (except Basque),"12,055","(+/-2,614)"
Ancestry,French Canadian,"3,485","(+/-1,451)"
Ancestry,German,"76,724","(+/-6,472)"
Ancestry,Greek,"4,875","(+/-2,488)"
Ancestry,Hungarian,"1,950",(+/-775)
Ancestry,Irish,"76,165","(+/-7,289)"
Ancestry,Italian,"26,567","(+/-3,731)"
Ancestry,Lithuanian,625,(+/-482)
Ancestry,Norwegian,"5,397","(+/-1,676)"
Ancestry,Polish,"13,550","(+/-2,931)"
Ancestry,Portuguese,"1,640","(+/-1,472)"
Ancestry,Russian,"4,577","(+/-2,492)"
Ancestry,Scotch-Irish,"13,764","(+/-2,022)"
Ancestry,Scottish,"18,723","(+/-2,667)"
Ancestry,Slovak,257,(+/-254)
Ancestry,Subsaharan African,"7,004","(+/-2,715)"
Ancestry,Swedish,"6,568","(+/-1,889)"
Ancestry,Swiss,"1,756",(+/-631)
Ancestry,Ukrainian,"9,657","(+/-4,094)"
Ancestry,Welsh,"4,304","(+/-1,804)"
Ancestry,West Indian (excluding Hispanic origin groups),"3,663","(+/-2,020)"
Veteran Status,Civilian population 18 years and over,"626,604","(+/-6,441)"
Veteran Status,Civilian veterans,"38,452","(+/-3,691)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"802,927","(+/-9,915)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"104,404","(+/-6,608)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"183,249","(+/-4,835)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"9,538","(+/-2,196)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"486,448","(+/-6,446)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"49,346","(+/-4,914)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"133,230","(+/-2,834)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"45,520","(+/-3,505)"
Residence 1 Year Ago,Population 1 year and over,"800,207","(+/-9,707)"
Residence 1 Year Ago,Same house,"688,080","(+/-13,340)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"112,127","(+/-10,746)"
Residence 1 Year Ago,Different house in the U.S.,"107,174","(+/-10,310)"
Residence 1 Year Ago,Same county,"60,081","(+/-7,469)"
Residence 1 Year Ago,Different county,"47,093","(+/-7,322)"
Residence 1 Year Ago,Same state,"20,241","(+/-4,347)"
Residence 1 Year Ago,Different state,"26,852","(+/-5,699)"
Residence 1 Year Ago,Abroad,"4,953","(+/-2,062)"
