Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"782,840","(+/-11,276)"
Sex and Age,Male,"386,394","(+/-6,544)"
Sex and Age,Female,"396,446","(+/-6,266)"
Sex and Age,Under 5 years,"41,967","(+/-2,130)"
Sex and Age,5 to 9 years,"44,919","(+/-3,195)"
Sex and Age,10 to 14 years,"53,165","(+/-4,448)"
Sex and Age,15 to 19 years,"47,681","(+/-2,309)"
Sex and Age,20 to 24 years,"49,104","(+/-2,508)"
Sex and Age,25 to 34 years,"96,913","(+/-3,220)"
Sex and Age,35 to 44 years,"113,815","(+/-3,503)"
Sex and Age,45 to 54 years,"96,820","(+/-2,836)"
Sex and Age,55 to 59 years,"51,296","(+/-3,166)"
Sex and Age,60 to 64 years,"52,293","(+/-2,802)"
Sex and Age,65 to 74 years,"77,810","(+/-2,527)"
Sex and Age,75 to 84 years,"41,970","(+/-2,247)"
Sex and Age,85 years and over,"15,087","(+/-2,279)"
Sex and Age,Median age (years),40.5,(+/-0.4)
Sex and Age,18 years and over,"612,365","(+/-7,686)"
Sex and Age,65 years and over,"134,867","(+/-3,382)"
Race,Total population,"782,840","(+/-11,276)"
Race,One race,"713,640","(+/-12,546)"
Race,White,"440,263","(+/-9,938)"
Race,Black or African American,"142,138","(+/-6,883)"
Race,American Indian and Alaska Native,"3,421","(+/-1,926)"
Race,Asian,"87,038","(+/-2,940)"
Race,Native Hawaiian and Other Pacific Islander,268,(+/-231)
Race,Some other race,"40,512","(+/-7,144)"
Race,Two or more races,"69,200","(+/-6,807)"
Hispanic or Latino and Race,Total population,"782,840","(+/-11,276)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"79,419","(+/-5,793)"
Hispanic or Latino and Race,Mexican,"16,737","(+/-4,265)"
Hispanic or Latino and Race,Puerto Rican,"12,422","(+/-3,473)"
Hispanic or Latino and Race,Cuban,"1,431",(+/-851)
Hispanic or Latino and Race,Other Hispanic or Latino,"48,829","(+/-5,656)"
Hispanic or Latino and Race,Not Hispanic or Latino,"703,421","(+/-9,862)"
Place of Birth,Total population,"782,840","(+/-11,276)"
Place of Birth,Native,"657,002","(+/-12,754)"
Place of Birth,Born in United States,"637,274","(+/-12,139)"
Place of Birth,State of residence,"364,672","(+/-11,167)"
Place of Birth,Different state,"272,602","(+/-9,821)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","19,728","(+/-3,428)"
Place of Birth,Foreign-born,"125,838","(+/-7,791)"
Ancestry,Total population,"782,840","(+/-11,276)"
Ancestry,American,"27,876","(+/-3,844)"
Ancestry,Arab,"6,695","(+/-3,198)"
Ancestry,Czech,"3,115","(+/-1,076)"
Ancestry,Danish,"1,399",(+/-633)
Ancestry,Dutch,"7,329","(+/-2,517)"
Ancestry,English,"80,750","(+/-6,738)"
Ancestry,French (except Basque),"10,470","(+/-2,347)"
Ancestry,French Canadian,"1,938",(+/-640)
Ancestry,German,"100,503","(+/-6,008)"
Ancestry,Greek,"2,957","(+/-1,231)"
Ancestry,Hungarian,"2,739","(+/-1,009)"
Ancestry,Irish,"94,662","(+/-7,404)"
Ancestry,Italian,"45,663","(+/-4,897)"
Ancestry,Lithuanian,"3,368","(+/-1,146)"
Ancestry,Norwegian,"5,336","(+/-1,498)"
Ancestry,Polish,"23,178","(+/-2,979)"
Ancestry,Portuguese,"1,862","(+/-1,138)"
Ancestry,Russian,"5,730","(+/-1,477)"
Ancestry,Scotch-Irish,"6,744","(+/-2,693)"
Ancestry,Scottish,"17,811","(+/-2,939)"
Ancestry,Slovak,"1,879",(+/-840)
Ancestry,Subsaharan African,"26,912","(+/-5,713)"
Ancestry,Swedish,"5,874","(+/-1,453)"
Ancestry,Swiss,"1,601",(+/-654)
Ancestry,Ukrainian,"3,409","(+/-1,278)"
Ancestry,Welsh,"3,996","(+/-1,366)"
Ancestry,West Indian (excluding Hispanic origin groups),"7,709","(+/-2,568)"
Veteran Status,Civilian population 18 years and over,"599,554","(+/-7,942)"
Veteran Status,Civilian veterans,"50,724","(+/-4,152)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"765,199","(+/-11,544)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"82,666","(+/-4,953)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"170,456","(+/-5,959)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"6,765","(+/-1,930)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"461,974","(+/-7,379)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"40,671","(+/-3,279)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"132,769","(+/-3,405)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"35,230","(+/-2,706)"
Residence 1 Year Ago,Population 1 year and over,"773,723","(+/-11,171)"
Residence 1 Year Ago,Same house,"690,743","(+/-12,659)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"82,980","(+/-8,413)"
Residence 1 Year Ago,Different house in the U.S.,"79,449","(+/-8,279)"
Residence 1 Year Ago,Same county,"36,178","(+/-5,887)"
Residence 1 Year Ago,Different county,"43,271","(+/-6,101)"
Residence 1 Year Ago,Same state,"20,082","(+/-4,618)"
Residence 1 Year Ago,Different state,"23,189","(+/-5,075)"
Residence 1 Year Ago,Abroad,"3,531","(+/-1,413)"
