Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"789,599","(+/-9,661)"
Sex and Age,Male,"400,791","(+/-6,837)"
Sex and Age,Female,"388,808","(+/-5,315)"
Sex and Age,Under 5 years,"43,469","(+/-2,260)"
Sex and Age,5 to 9 years,"48,424","(+/-3,118)"
Sex and Age,10 to 14 years,"55,956","(+/-3,953)"
Sex and Age,15 to 19 years,"50,307","(+/-2,462)"
Sex and Age,20 to 24 years,"46,067","(+/-3,149)"
Sex and Age,25 to 34 years,"99,281","(+/-4,407)"
Sex and Age,35 to 44 years,"116,929","(+/-4,179)"
Sex and Age,45 to 54 years,"108,899","(+/-4,000)"
Sex and Age,55 to 59 years,"45,221","(+/-3,264)"
Sex and Age,60 to 64 years,"49,603","(+/-3,240)"
Sex and Age,65 to 74 years,"76,106","(+/-2,987)"
Sex and Age,75 to 84 years,"37,426","(+/-2,007)"
Sex and Age,85 years and over,"11,911","(+/-1,494)"
Sex and Age,Median age (years),39.4,(+/-0.6)
Sex and Age,18 years and over,"608,241","(+/-7,249)"
Sex and Age,65 years and over,"125,443","(+/-3,594)"
Race,Total population,"789,599","(+/-9,661)"
Race,One race,"693,582","(+/-10,290)"
Race,White,"604,820","(+/-10,065)"
Race,Black or African American,"16,735","(+/-4,151)"
Race,American Indian and Alaska Native,"5,677","(+/-1,517)"
Race,Asian,"32,828","(+/-2,642)"
Race,Native Hawaiian and Other Pacific Islander,560,(+/-456)
Race,Some other race,"32,962","(+/-5,334)"
Race,Two or more races,"96,017","(+/-7,498)"
Hispanic or Latino and Race,Total population,"789,599","(+/-9,661)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"127,516","(+/-6,675)"
Hispanic or Latino and Race,Mexican,"85,377","(+/-7,711)"
Hispanic or Latino and Race,Puerto Rican,"3,656","(+/-1,750)"
Hispanic or Latino and Race,Cuban,"2,154","(+/-1,582)"
Hispanic or Latino and Race,Other Hispanic or Latino,"36,329","(+/-4,644)"
Hispanic or Latino and Race,Not Hispanic or Latino,"662,083","(+/-9,577)"
Place of Birth,Total population,"789,599","(+/-9,661)"
Place of Birth,Native,"723,593","(+/-10,085)"
Place of Birth,Born in United States,"715,671","(+/-10,221)"
Place of Birth,State of residence,"340,657","(+/-10,479)"
Place of Birth,Different state,"375,014","(+/-8,805)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","7,922","(+/-1,285)"
Place of Birth,Foreign-born,"66,006","(+/-5,594)"
Ancestry,Total population,"789,599","(+/-9,661)"
Ancestry,American,"33,361","(+/-5,563)"
Ancestry,Arab,"2,351","(+/-1,046)"
Ancestry,Czech,"4,295","(+/-1,189)"
Ancestry,Danish,"4,622","(+/-1,260)"
Ancestry,Dutch,"10,339","(+/-2,131)"
Ancestry,English,"115,718","(+/-6,825)"
Ancestry,French (except Basque),"15,997","(+/-2,838)"
Ancestry,French Canadian,"3,240","(+/-1,371)"
Ancestry,German,"173,740","(+/-9,146)"
Ancestry,Greek,"3,113","(+/-1,511)"
Ancestry,Hungarian,"2,926","(+/-1,138)"
Ancestry,Irish,"97,124","(+/-7,141)"
Ancestry,Italian,"36,371","(+/-4,218)"
Ancestry,Lithuanian,958,(+/-717)
Ancestry,Norwegian,"14,067","(+/-2,552)"
Ancestry,Polish,"17,769","(+/-2,874)"
Ancestry,Portuguese,"2,550","(+/-1,251)"
Ancestry,Russian,"7,048","(+/-2,256)"
Ancestry,Scotch-Irish,"9,145","(+/-2,495)"
Ancestry,Scottish,"24,216","(+/-3,801)"
Ancestry,Slovak,"1,300",(+/-740)
Ancestry,Subsaharan African,"4,121","(+/-1,892)"
Ancestry,Swedish,"17,191","(+/-2,409)"
Ancestry,Swiss,"2,928",(+/-860)
Ancestry,Ukrainian,"1,706",(+/-695)
Ancestry,Welsh,"6,380","(+/-2,259)"
Ancestry,West Indian (excluding Hispanic origin groups),"2,030","(+/-2,232)"
Veteran Status,Civilian population 18 years and over,"607,195","(+/-7,205)"
Veteran Status,Civilian veterans,"39,302","(+/-3,145)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"779,439","(+/-9,668)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"79,006","(+/-4,044)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"181,351","(+/-4,928)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"5,360","(+/-1,054)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"475,076","(+/-6,887)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"38,448","(+/-3,284)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"123,012","(+/-3,569)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"35,198","(+/-2,762)"
Residence 1 Year Ago,Population 1 year and over,"783,246","(+/-9,764)"
Residence 1 Year Ago,Same house,"703,715","(+/-11,539)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"79,531","(+/-7,761)"
Residence 1 Year Ago,Different house in the U.S.,"77,522","(+/-7,560)"
Residence 1 Year Ago,Same county,"27,751","(+/-5,039)"
Residence 1 Year Ago,Different county,"49,771","(+/-5,350)"
Residence 1 Year Ago,Same state,"30,762","(+/-4,511)"
Residence 1 Year Ago,Different state,"19,009","(+/-3,608)"
Residence 1 Year Ago,Abroad,"2,009",(+/-845)
