Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"758,988","(+/-1,856)"
Sex and Age,Male,"377,364","(+/-1,795)"
Sex and Age,Female,"381,624","(+/-1,883)"
Sex and Age,Under 5 years,"35,596",(+/-680)
Sex and Age,5 to 9 years,"39,244","(+/-2,524)"
Sex and Age,10 to 14 years,"44,361","(+/-2,233)"
Sex and Age,15 to 19 years,"50,732","(+/-1,207)"
Sex and Age,20 to 24 years,"47,241","(+/-1,334)"
Sex and Age,25 to 34 years,"85,083","(+/-1,811)"
Sex and Age,35 to 44 years,"91,755","(+/-1,585)"
Sex and Age,45 to 54 years,"88,730","(+/-1,544)"
Sex and Age,55 to 59 years,"49,224","(+/-2,661)"
Sex and Age,60 to 64 years,"56,038","(+/-2,875)"
Sex and Age,65 to 74 years,"99,279","(+/-1,007)"
Sex and Age,75 to 84 years,"52,873","(+/-2,110)"
Sex and Age,85 years and over,"18,832","(+/-2,067)"
Sex and Age,Median age (years),43.4,(+/-0.2)
Sex and Age,18 years and over,"611,670","(+/-1,471)"
Sex and Age,65 years and over,"170,984","(+/-1,092)"
Race,Total population,"758,988","(+/-1,856)"
Race,One race,"719,625","(+/-3,577)"
Race,White,"664,825","(+/-3,411)"
Race,Black or African American,"34,803","(+/-2,420)"
Race,American Indian and Alaska Native,567,(+/-282)
Race,Asian,"11,030","(+/-1,334)"
Race,Native Hawaiian and Other Pacific Islander,126,(+/-176)
Race,Some other race,"8,274","(+/-2,193)"
Race,Two or more races,"39,363","(+/-3,310)"
Hispanic or Latino and Race,Total population,"758,988","(+/-1,856)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"23,873",(+/-171)
Hispanic or Latino and Race,Mexican,"6,032","(+/-1,584)"
Hispanic or Latino and Race,Puerto Rican,"12,524","(+/-1,738)"
Hispanic or Latino and Race,Cuban,420,(+/-318)
Hispanic or Latino and Race,Other Hispanic or Latino,"4,897","(+/-1,331)"
Hispanic or Latino and Race,Not Hispanic or Latino,"735,115","(+/-1,851)"
Place of Birth,Total population,"758,988","(+/-1,856)"
Place of Birth,Native,"735,849","(+/-2,773)"
Place of Birth,Born in United States,"729,412","(+/-2,989)"
Place of Birth,State of residence,"612,430","(+/-6,565)"
Place of Birth,Different state,"116,982","(+/-5,546)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","6,437","(+/-1,224)"
Place of Birth,Foreign-born,"23,139","(+/-2,183)"
Ancestry,Total population,"758,988","(+/-1,856)"
Ancestry,American,"39,430","(+/-3,904)"
Ancestry,Arab,"4,030","(+/-1,640)"
Ancestry,Czech,"3,668","(+/-1,332)"
Ancestry,Danish,"1,404",(+/-702)
Ancestry,Dutch,"6,220","(+/-1,266)"
Ancestry,English,"71,845","(+/-4,173)"
Ancestry,French (except Basque),"12,817","(+/-2,877)"
Ancestry,French Canadian,"1,396",(+/-528)
Ancestry,German,"187,536","(+/-6,855)"
Ancestry,Greek,"2,003",(+/-913)
Ancestry,Hungarian,"6,366","(+/-1,351)"
Ancestry,Irish,"121,089","(+/-6,715)"
Ancestry,Italian,"90,164","(+/-5,647)"
Ancestry,Lithuanian,"1,451",(+/-520)
Ancestry,Norwegian,"2,552",(+/-946)
Ancestry,Polish,"52,361","(+/-3,607)"
Ancestry,Portuguese,"1,285",(+/-711)
Ancestry,Russian,"5,010","(+/-1,212)"
Ancestry,Scotch-Irish,"11,934","(+/-1,752)"
Ancestry,Scottish,"16,081","(+/-2,131)"
Ancestry,Slovak,"10,597","(+/-1,700)"
Ancestry,Subsaharan African,"6,150","(+/-1,623)"
Ancestry,Swedish,"9,077","(+/-1,742)"
Ancestry,Swiss,"2,028",(+/-803)
Ancestry,Ukrainian,"4,010","(+/-1,250)"
Ancestry,Welsh,"6,631","(+/-1,430)"
Ancestry,West Indian (excluding Hispanic origin groups),743,(+/-387)
Veteran Status,Civilian population 18 years and over,"611,102","(+/-1,470)"
Veteran Status,Civilian veterans,"42,941","(+/-2,730)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"744,764","(+/-1,846)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"117,491","(+/-5,177)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"146,522",(+/-827)
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"10,928","(+/-1,645)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"432,953","(+/-1,393)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"56,361","(+/-3,901)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"165,289","(+/-1,082)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"50,202","(+/-2,931)"
Residence 1 Year Ago,Population 1 year and over,"752,355","(+/-2,022)"
Residence 1 Year Ago,Same house,"676,554","(+/-6,001)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"75,801","(+/-5,551)"
Residence 1 Year Ago,Different house in the U.S.,"72,141","(+/-5,784)"
Residence 1 Year Ago,Same county,"39,279","(+/-4,427)"
Residence 1 Year Ago,Different county,"32,862","(+/-3,512)"
Residence 1 Year Ago,Same state,"19,842","(+/-2,427)"
Residence 1 Year Ago,Different state,"13,020","(+/-2,755)"
Residence 1 Year Ago,Abroad,"3,660","(+/-1,303)"
