Subject,Title,Value,Margin_of_Error
Sex and Age,Total population,"751,938","(+/-15,002)"
Sex and Age,Male,"376,221","(+/-9,236)"
Sex and Age,Female,"375,717","(+/-9,230)"
Sex and Age,Under 5 years,"35,471","(+/-3,185)"
Sex and Age,5 to 9 years,"37,378","(+/-3,176)"
Sex and Age,10 to 14 years,"47,899","(+/-3,927)"
Sex and Age,15 to 19 years,"50,454","(+/-3,859)"
Sex and Age,20 to 24 years,"44,532","(+/-4,247)"
Sex and Age,25 to 34 years,"100,377","(+/-6,199)"
Sex and Age,35 to 44 years,"105,542","(+/-5,643)"
Sex and Age,45 to 54 years,"101,289","(+/-5,289)"
Sex and Age,55 to 59 years,"49,595","(+/-2,953)"
Sex and Age,60 to 64 years,"47,454","(+/-3,761)"
Sex and Age,65 to 74 years,"68,272","(+/-3,399)"
Sex and Age,75 to 84 years,"43,452","(+/-3,441)"
Sex and Age,85 years and over,"20,223","(+/-2,632)"
Sex and Age,Median age (years),40.7,(+/-0.7)
Sex and Age,18 years and over,"601,554","(+/-12,364)"
Sex and Age,65 years and over,"131,947","(+/-5,251)"
Race,Total population,"751,938","(+/-15,002)"
Race,One race,"647,266","(+/-14,808)"
Race,White,"316,035","(+/-10,121)"
Race,Black or African American,"10,814","(+/-2,690)"
Race,American Indian and Alaska Native,"5,769","(+/-2,181)"
Race,Asian,"251,073","(+/-9,631)"
Race,Native Hawaiian and Other Pacific Islander,"1,654","(+/-1,438)"
Race,Some other race,"61,921","(+/-8,987)"
Race,Two or more races,"104,672","(+/-9,859)"
Hispanic or Latino and Race,Total population,"751,938","(+/-15,002)"
Hispanic or Latino and Race,Hispanic or Latino (of any race),"148,658","(+/-13,452)"
Hispanic or Latino and Race,Mexican,"103,373","(+/-10,577)"
Hispanic or Latino and Race,Puerto Rican,"2,744","(+/-1,106)"
Hispanic or Latino and Race,Cuban,"1,470",(+/-886)
Hispanic or Latino and Race,Other Hispanic or Latino,"41,071","(+/-6,451)"
Hispanic or Latino and Race,Not Hispanic or Latino,"603,280","(+/-13,668)"
Place of Birth,Total population,"751,938","(+/-15,002)"
Place of Birth,Native,"481,733","(+/-14,116)"
Place of Birth,Born in United States,"466,866","(+/-13,142)"
Place of Birth,State of residence,"333,367","(+/-12,531)"
Place of Birth,Different state,"133,499","(+/-7,273)"
Place of Birth,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","14,867","(+/-3,458)"
Place of Birth,Foreign-born,"270,205","(+/-9,399)"
Ancestry,Total population,"751,938","(+/-15,002)"
Ancestry,American,"14,767","(+/-2,944)"
Ancestry,Arab,"3,815","(+/-1,269)"
Ancestry,Czech,"1,489",(+/-663)
Ancestry,Danish,"3,539","(+/-1,187)"
Ancestry,Dutch,"5,679","(+/-1,408)"
Ancestry,English,"58,030","(+/-5,673)"
Ancestry,French (except Basque),"11,455","(+/-2,274)"
Ancestry,French Canadian,"2,015",(+/-775)
Ancestry,German,"56,959","(+/-5,899)"
Ancestry,Greek,"2,994","(+/-1,293)"
Ancestry,Hungarian,"2,454","(+/-1,341)"
Ancestry,Irish,"50,503","(+/-4,925)"
Ancestry,Italian,"39,282","(+/-5,492)"
Ancestry,Lithuanian,"1,923","(+/-1,201)"
Ancestry,Norwegian,"6,032","(+/-1,396)"
Ancestry,Polish,"8,952","(+/-1,791)"
Ancestry,Portuguese,"8,626","(+/-2,027)"
Ancestry,Russian,"10,322","(+/-2,341)"
Ancestry,Scotch-Irish,"3,632","(+/-1,312)"
Ancestry,Scottish,"13,876","(+/-2,344)"
Ancestry,Slovak,771,(+/-604)
Ancestry,Subsaharan African,"3,519","(+/-1,364)"
Ancestry,Swedish,"7,111","(+/-1,628)"
Ancestry,Swiss,"2,154",(+/-777)
Ancestry,Ukrainian,"8,816","(+/-3,024)"
Ancestry,Welsh,"2,163",(+/-691)
Ancestry,West Indian (excluding Hispanic origin groups),"1,684","(+/-1,064)"
Veteran Status,Civilian population 18 years and over,"601,001","(+/-12,345)"
Veteran Status,Civilian veterans,"15,579","(+/-2,624)"
Disability Status of the Civilian Noninstitutionalized Population,Total civilian noninstitutionalized population,"748,098","(+/-15,007)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"72,028","(+/-4,952)"
Disability Status of the Civilian Noninstitutionalized Population,Under 18 years,"150,302","(+/-6,382)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"4,655","(+/-1,199)"
Disability Status of the Civilian Noninstitutionalized Population,18 to 64 years,"468,853","(+/-11,156)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"29,491","(+/-2,967)"
Disability Status of the Civilian Noninstitutionalized Population,65 years and over,"128,943","(+/-5,278)"
Disability Status of the Civilian Noninstitutionalized Population,With a disability,"37,882","(+/-3,104)"
Residence 1 Year Ago,Population 1 year and over,"745,174","(+/-14,867)"
Residence 1 Year Ago,Same house,"654,887","(+/-15,015)"
Residence 1 Year Ago,Different house (in the U.S. or abroad),"90,287","(+/-6,972)"
Residence 1 Year Ago,Different house in the U.S.,"79,177","(+/-6,522)"
Residence 1 Year Ago,Same county,"48,918","(+/-5,649)"
Residence 1 Year Ago,Different county,"30,259","(+/-3,562)"
Residence 1 Year Ago,Same state,"18,401","(+/-2,638)"
Residence 1 Year Ago,Different state,"11,858","(+/-2,753)"
Residence 1 Year Ago,Abroad,"11,110","(+/-2,329)"
